Fecha,Futuros,Precio Interno ($/125 Kg),TRM
2020-09-17,118.1,1100000.0,3703.86
2020-09-16,120.55,1105000.0,3683.49
2020-09-15,122.2,1125000.0,3697.0
2020-09-14,123.55,1132000.0,3709.0
2020-09-13,,1208000.0,3709.0
2020-09-12,,1208000.0,3709.0
2020-09-11,133.35,1208000.0,3700.28
2020-09-10,132.5,1204000.0,3717.25
2020-09-09,129.65,1184000.0,3757.21
2020-09-08,132.8,1217000.0,3702.62
2020-09-07,,1225000.0,3702.62
2020-09-06,,1225000.0,3702.62
2020-09-05,,1225000.0,3702.62
2020-09-04,134.8,1225000.0,3653.23
2020-09-03,131.6,1198000.0,3653.7
2020-09-02,131.5,1188000.0,3683.28
2020-09-01,131.9,1197000.0,3745.41
2020-08-31,129.8,1200000.0,3760.38
2020-08-30,,1180000.0,3760.38
2020-08-29,,1180000.0,3760.38
2020-08-28,127.1,1180000.0,3820.17
2020-08-27,122.95,1170000.0,3846.64
2020-08-26,122.8,1176000.0,3867.32
2020-08-25,123.2,1192000.0,3843.69
2020-08-24,120.25,1167000.0,3827.27
2020-08-23,,1158000.0,3827.27
2020-08-22,,1158000.0,3827.27
2020-08-21,120.1,1158000.0,3792.13
2020-08-20,118.55,1141000.0,3766.73
2020-08-19,118.45,1130000.0,3784.15
2020-08-18,119.3,1153000.0,3783.15
2020-08-17,115.55,1128000.0,3783.15
2020-08-16,,1120000.0,3783.15
2020-08-15,,1120000.0,3783.15
2020-08-14,114.7,1120000.0,3767.05
2020-08-13,116.2,1125000.0,3755.61
2020-08-12,112.05,1091000.0,3749.3
2020-08-11,111.35,1082000.0,3770.22
2020-08-10,112.6,1105000.0,3769.67
2020-08-09,,1115000.0,3769.67
2020-08-08,,1115000.0,3769.67
2020-08-07,115.45,1115000.0,3769.67
2020-08-06,117.0,1123000.0,3775.95
2020-08-05,121.55,1168000.0,3792.98
2020-08-04,121.05,1170000.0,3768.39
2020-08-03,117.9,1143000.0,3733.08
2020-08-02,,1140000.0,3733.08
2020-08-01,,1140000.0,3733.08
2020-07-31,118.95,1140000.0,3739.49
2020-07-30,115.35,1110000.0,3716.89
2020-07-29,111.6,1075000.0,3718.69
2020-07-28,109.65,1065000.0,3679.17
2020-07-27,110.4,1057000.0,3690.8
2020-07-26,,1047000.0,3690.8
2020-07-25,,1047000.0,3690.8
2020-07-24,108.4,1047000.0,3660.15
2020-07-23,107.5,1033000.0,3627.28
2020-07-22,108.35,1030000.0,3628.2
2020-07-21,100.5,977000.0,3651.93
2020-07-20,98.5,970000.0,3651.93
2020-07-19,,990000.0,3651.93
2020-07-18,,990000.0,3651.93
2020-07-17,101.05,990000.0,3627.86
2020-07-16,97.1,958000.0,3611.61
2020-07-15,95.95,945000.0,3638.22
2020-07-14,96.7,950000.0,3617.22
2020-07-13,97.4,954000.0,3615.75
2020-07-12,,942000.0,3615.75
2020-07-11,,942000.0,3615.75
2020-07-10,96.15,942000.0,3633.42
2020-07-09,97.7,955000.0,3625.61
2020-07-08,98.95,969000.0,3631.54
2020-07-07,99.25,967000.0,3633.32
2020-07-06,97.2,954000.0,3645.9
2020-07-05,,995000.0,3645.9
2020-07-04,,995000.0,3645.9
2020-07-03,,995000.0,3660.18
2020-07-02,102.25,994000.0,3723.67
2020-07-01,103.05,1020000.0,3756.28
2020-06-30,100.05,1006000.0,3758.91
2020-06-29,98.65,997000.0,3758.91
2020-06-28,,970000.0,3758.91
2020-06-27,,970000.0,3758.91
2020-06-26,95.65,970000.0,3735.93
2020-06-25,94.85,958000.0,3722.27
2020-06-24,96.65,972000.0,3706.06
2020-06-23,96.25,968000.0,3733.27
2020-06-22,95.95,976000.0,3733.27
2020-06-21,,960000.0,3733.27
2020-06-20,,960000.0,3733.27
2020-06-19,93.75,960000.0,3760.22
2020-06-18,94.6,966000.0,3749.03
2020-06-17,96.25,974000.0,3741.88
2020-06-16,93.65,952000.0,3758.15
2020-06-15,94.0,960000.0,3758.15
2020-06-14,,968000.0,3758.15
2020-06-13,,968000.0,3758.15
2020-06-12,95.2,968000.0,3746.46
2020-06-11,96.0,971000.0,3674.81
2020-06-10,96.75,950000.0,3643.02
2020-06-09,97.8,955000.0,3599.0
2020-06-08,98.9,950000.0,3565.06
2020-06-07,,940000.0,3565.06
2020-06-06,,940000.0,3565.06
2020-06-05,98.9,940000.0,3597.47
2020-06-04,98.15,939000.0,3588.89
2020-06-03,99.1,950000.0,3651.42
2020-06-02,98.2,951000.0,3716.35
2020-06-01,98.3,975000.0,3718.82
2020-05-31,,962000.0,3718.82
2020-05-30,,962000.0,3718.82
2020-05-29,96.3,962000.0,3723.42
2020-05-28,99.1,975000.0,3743.79
2020-05-27,102.5,1010000.0,3725.56
2020-05-26,105.1,1029000.0,3782.66
2020-05-25,,1030000.0,3782.66
2020-05-24,,1030000.0,3782.66
2020-05-23,,1030000.0,3782.66
2020-05-22,103.6,1030000.0,3774.25
2020-05-21,104.75,1038000.0,3804.12
2020-05-20,105.65,1056000.0,3824.3
2020-05-19,107.05,1074000.0,3851.07
2020-05-18,105.7,1084000.0,3926.06
2020-05-17,,1094000.0,3926.06
2020-05-16,,1094000.0,3926.06
2020-05-15,104.8,1094000.0,3947.79
2020-05-14,104.9,1101000.0,3901.3
2020-05-13,103.55,1080000.0,3880.48
2020-05-12,105.6,1090000.0,3901.34
2020-05-11,108.95,1121000.0,3882.27
2020-05-10,,1127000.0,3882.27
2020-05-09,,1127000.0,3882.27
2020-05-08,110.1,1127000.0,3924.54
2020-05-07,107.45,1115000.0,3961.66
2020-05-06,109.35,1139000.0,3926.07
2020-05-05,108.85,1130000.0,3990.1
2020-05-04,105.55,1118000.0,3932.72
2020-05-03,,1102000.0,3932.72
2020-05-02,,1102000.0,3932.72
2020-05-01,104.45,1102000.0,3932.72
2020-04-30,104.65,1105000.0,3983.29
2020-04-29,103.65,1090000.0,4046.04
2020-04-28,105.7,1140000.0,4039.83
2020-04-27,104.6,1133000.0,4039.87
2020-04-26,,1132000.0,4039.87
2020-04-25,,1132000.0,4039.87
2020-04-24,105.2,1132000.0,4020.94
2020-04-23,111.05,1172000.0,4037.95
2020-04-22,110.6,1171000.0,4045.01
2020-04-21,109.65,1185000.0,3967.76
2020-04-20,113.65,1172000.0,3973.06
2020-04-19,,1180000.0,3973.06
2020-04-18,,1180000.0,3973.06
2020-04-17,116.05,1180000.0,3942.92
2020-04-16,118.6,1215000.0,3920.83
2020-04-15,120.2,1210000.0,3858.21
2020-04-14,117.2,1165000.0,3870.31
2020-04-13,119.75,1192000.0,3886.79
2020-04-12,,1190000.0,3886.79
2020-04-11,,1190000.0,3886.79
2020-04-10,,1190000.0,3886.79
2020-04-09,118.6,1190000.0,3886.79
2020-04-08,119.8,1200000.0,3910.15
2020-04-07,119.9,1203000.0,3978.38
2020-04-06,116.65,1200000.0,4008.78
2020-04-05,,1195000.0,4008.78
2020-04-04,,1195000.0,4008.78
2020-04-03,114.9,1195000.0,4065.5
2020-04-02,119.35,1223000.0,4081.06
2020-04-01,116.0,1210000.0,4054.54
2020-03-31,119.55,1232000.0,4064.81
2020-03-30,119.3,1230000.0,4042.8
2020-03-29,,1186000.0,4042.8
2020-03-28,,1186000.0,4042.8
2020-03-27,115.85,1186000.0,3995.83
2020-03-26,124.65,1245000.0,4086.34
2020-03-25,129.95,1315000.0,4104.9
2020-03-24,125.6,1300000.0,4079.96
2020-03-23,121.25,1260000.0,4079.96
2020-03-22,,1250000.0,4079.96
2020-03-21,,1250000.0,4079.96
2020-03-20,119.7,1250000.0,4153.91
2020-03-19,116.65,1200000.0,4128.38
2020-03-18,108.05,1177000.0,4044.55
2020-03-17,102.9,1085000.0,4099.93
2020-03-16,103.9,1120000.0,3941.92
2020-03-15,,1130000.0,3941.92
2020-03-14,,1130000.0,3941.92
2020-03-13,107.05,1130000.0,4034.66
2020-03-12,109.15,1145000.0,3835.15
2020-03-11,111.55,1120000.0,3780.39
2020-03-10,114.25,1100000.0,3803.6
2020-03-09,108.95,1075000.0,3584.58
2020-03-08,,995000.0,3584.58
2020-03-07,,995000.0,3584.58
2020-03-06,105.6,995000.0,3522.41
2020-03-05,109.85,1010000.0,3458.45
2020-03-04,117.15,1043000.0,3455.56
2020-03-03,121.05,1065000.0,3512.17
2020-03-02,114.65,1020000.0,3539.86
2020-03-01,,1014000.0,3539.86
2020-02-29,,1014000.0,3539.86
2020-02-28,110.1,1014000.0,3507.11
2020-02-27,108.2,997000.0,3441.88
2020-02-26,109.1,990000.0,3425.22
2020-02-25,107.1,968000.0,3431.6
2020-02-24,105.9,955000.0,3398.05
2020-02-23,,965000.0,3398.05
2020-02-22,,965000.0,3398.05
2020-02-21,108.85,965000.0,3403.5
2020-02-20,103.6,907000.0,3400.98
2020-02-19,106.8,930000.0,3410.24
2020-02-18,106.55,930000.0,3378.29
2020-02-17,,942000.0,3378.29
2020-02-16,,942000.0,3378.29
2020-02-15,,942000.0,3378.29
2020-02-14,109.1,942000.0,3385.11
2020-02-13,104.45,890000.0,3394.8
2020-02-12,100.65,863000.0,3432.89
2020-02-11,100.5,870000.0,3440.96
2020-02-10,100.3,865000.0,3408.35
2020-02-09,,845000.0,3408.35
2020-02-08,,845000.0,3408.35
2020-02-07,98.35,845000.0,3378.43
2020-02-06,98.15,825000.0,3355.44
2020-02-05,97.75,813000.0,3368.87
2020-02-04,98.15,815000.0,3401.56
2020-02-03,97.9,820000.0,3423.24
2020-02-02,,850000.0,3423.24
2020-02-01,,850000.0,3423.24
2020-01-31,102.65,850000.0,3411.45
2020-01-30,101.5,835000.0,3395.1
2020-01-29,102.05,830000.0,3392.6
2020-01-28,105.05,849000.0,3398.4
2020-01-27,106.6,863000.0,3366.01
2020-01-26,,875000.0,3366.01
2020-01-25,,875000.0,3366.01
2020-01-24,110.15,875000.0,3353.76
2020-01-23,112.6,890000.0,3337.77
2020-01-22,111.0,866000.0,3347.91
2020-01-21,111.05,872000.0,3320.77
2020-01-20,,870000.0,3320.77
2020-01-19,,870000.0,3320.77
2020-01-18,,870000.0,3320.77
2020-01-17,112.15,870000.0,3313.4
2020-01-16,112.95,872000.0,3296.74
2020-01-15,114.3,874000.0,3278.83
2020-01-14,114.9,875000.0,3288.05
2020-01-13,114.55,867000.0,3272.62
2020-01-12,,895000.0,3272.62
2020-01-11,,895000.0,3272.62
2020-01-10,118.95,895000.0,3253.89
2020-01-09,117.35,880000.0,3254.42
2020-01-08,119.15,890000.0,3264.26
2020-01-07,122.4,918000.0,3262.05
2020-01-06,122.15,910000.0,3262.05
2020-01-05,,,3262.05
2020-01-04,,,3262.05
2020-01-03,126.35,940000.0,3258.84
2020-01-02,127.1,945000.0,3277.14
2020-01-01,,975000.0,3277.14
2019-12-31,129.7,975000.0,3277.14
2019-12-30,132.15,991000.0,3294.05
2019-12-29,,995000.0,3294.05
2019-12-28,,995000.0,3294.05
2019-12-27,132.5,995000.0,3281.4
2019-12-26,127.3,955000.0,3305.84
2019-12-25,,974000.0,3305.84
2019-12-24,129.4,974000.0,3316.92
2019-12-23,125.3,950000.0,3325.47
2019-12-22,,992000.0,3325.47
2019-12-21,,992000.0,3325.47
2019-12-20,130.7,992000.0,3322.38
2019-12-19,127.2,963000.0,3329.98
2019-12-18,131.7,1007000.0,3347.86
2019-12-17,132.2,1015000.0,3364.24
2019-12-16,135.8,1055000.0,3374.29
2019-12-15,,1012000.0,3374.29
2019-12-14,,1012000.0,3374.29
2019-12-13,129.45,1012000.0,3372.23
2019-12-12,135.9,1052000.0,3387.73
2019-12-11,133.85,1040000.0,3418.61
2019-12-10,132.05,1040000.0,3418.48
2019-12-09,127.3,1015000.0,3430.31
2019-12-08,,992000.0,3430.31
2019-12-07,,992000.0,3430.31
2019-12-06,123.7,992000.0,3459.97
2019-12-05,123.95,1005000.0,3478.57
2019-12-04,120.6,985000.0,3506.67
2019-12-03,122.85,1015000.0,3508.39
2019-12-02,121.5,1004000.0,3522.48
2019-12-01,,985000.0,3522.48
2019-11-30,,985000.0,3522.48
2019-11-29,118.55,985000.0,3502.92
2019-11-28,,980000.0,3502.92
2019-11-27,117.3,980000.0,3469.01
2019-11-26,115.7,960000.0,3433.94
2019-11-25,117.8,964000.0,3410.77
2019-11-24,,938000.0,3410.77
2019-11-23,,938000.0,3410.77
2019-11-22,114.6,938000.0,3440.66
2019-11-21,115.25,942000.0,3445.95
2019-11-20,109.7,910000.0,3434.49
2019-11-19,102.7,875000.0,3447.74
2019-11-18,105.55,898000.0,3421.26
2019-11-17,,895000.0,3421.26
2019-11-16,,895000.0,3421.26
2019-11-15,106.15,895000.0,3452.67
2019-11-14,108.05,915000.0,3441.89
2019-11-13,107.95,905000.0,3384.21
2019-11-12,105.6,890000.0,3341.01
2019-11-11,106.0,875000.0,3341.01
2019-11-10,,895000.0,3341.01
2019-11-09,,895000.0,3341.01
2019-11-08,109.45,895000.0,3327.02
2019-11-07,109.1,887000.0,3319.64
2019-11-06,108.0,885000.0,3318.47
2019-11-05,105.8,862000.0,3339.19
2019-11-04,103.65,850000.0,3339.19
2019-11-03,,852000.0,3339.19
2019-11-02,,852000.0,3339.19
2019-11-01,104.0,852000.0,3383.29
2019-10-31,101.95,851000.0,3389.94
2019-10-30,99.35,835000.0,3380.9
2019-10-29,98.95,827000.0,3382.19
2019-10-28,100.5,838000.0,3395.25
2019-10-27,,830000.0,3395.25
2019-10-26,,830000.0,3395.25
2019-10-25,99.45,830000.0,3387.72
2019-10-24,96.45,810000.0,3409.29
2019-10-23,97.75,815000.0,3430.3
2019-10-22,98.9,833000.0,3442.78
2019-10-21,96.35,820000.0,3428.63
2019-10-20,,810000.0,3428.63
2019-10-19,,810000.0,3428.63
2019-10-18,95.7,810000.0,3465.35
2019-10-17,92.9,795000.0,3459.55
2019-10-16,93.55,800000.0,3451.33
2019-10-15,94.45,805000.0,3431.46
2019-10-14,94.85,800000.0,3431.46
2019-10-13,,792000.0,3431.46
2019-10-12,,792000.0,3431.46
2019-10-11,93.7,792000.0,3458.42
2019-10-10,93.5,796000.0,3454.56
2019-10-09,95.45,811000.0,3452.57
2019-10-08,95.7,810000.0,3445.76
2019-10-07,97.0,818000.0,3430.28
2019-10-06,,828000.0,3430.28
2019-10-05,,828000.0,3430.28
2019-10-04,99.0,828000.0,3467.6
2019-10-03,102.05,852000.0,3497.34
2019-10-02,100.6,853000.0,3491.29
2019-10-01,101.35,858000.0,3477.45
2019-09-30,101.15,852000.0,3462.01
2019-09-29,,845000.0,3462.01
2019-09-28,,845000.0,3462.01
2019-09-27,100.9,845000.0,3435.71
2019-09-26,100.85,840000.0,3451.02
2019-09-25,100.95,833000.0,3438.66
2019-09-24,99.15,820000.0,3437.78
2019-09-23,99.0,820000.0,3402.32
2019-09-22,,810000.0,3402.32
2019-09-21,,810000.0,3402.32
2019-09-20,98.4,810000.0,3377.72
2019-09-19,98.35,800000.0,3377.79
2019-09-18,96.85,808000.0,3380.92
2019-09-17,96.85,810000.0,3364.43
2019-09-16,100.8,835000.0,3356.15
2019-09-15,,825000.0,3356.15
2019-09-14,,825000.0,3356.15
2019-09-13,99.5,825000.0,3359.2
2019-09-12,100.35,831000.0,3372.48
2019-09-11,100.15,832000.0,3373.75
2019-09-10,98.35,816500.0,3368.8
2019-09-09,95.0,796000.0,3361.7
2019-09-08,,785000.0,3361.7
2019-09-07,,785000.0,3361.7
2019-09-06,93.85,785000.0,3377.39
2019-09-05,92.2,778000.0,3401.04
2019-09-04,93.4,792000.0,3438.61
2019-09-03,92.35,795000.0,3427.29
2019-09-02,,805000.0,3427.29
2019-09-01,,805000.0,3427.29
2019-08-31,,805000.0,3427.29
2019-08-30,93.6,805000.0,3464.15
2019-08-29,91.9,790000.0,3477.53
2019-08-28,94.2,815000.0,3457.89
2019-08-27,93.8,810000.0,3432.85
2019-08-26,94.15,805000.0,3399.95
2019-08-25,,790000.0,3399.95
2019-08-24,,790000.0,3399.95
2019-08-23,92.6,790000.0,3376.99
2019-08-22,93.5,790000.0,3385.28
2019-08-21,92.85,780000.0,3420.99
2019-08-20,91.45,778000.0,3441.4
2019-08-19,91.15,779000.0,3441.4
2019-08-18,,790000.0,3441.4
2019-08-17,,790000.0,3441.4
2019-08-16,92.85,790000.0,3447.76
2019-08-15,94.55,808000.0,3449.27
2019-08-14,94.45,805000.0,3407.76
2019-08-13,96.35,806000.0,3436.26
2019-08-12,93.75,792000.0,3382.71
2019-08-11,,808000.0,3382.71
2019-08-10,,808000.0,3382.71
2019-08-09,97.3,808000.0,3394.61
2019-08-08,97.4,802000.0,3431.28
2019-08-07,96.9,813000.0,3431.28
2019-08-06,97.05,815000.0,3459.47
2019-08-05,95.65,810000.0,3365.78
2019-08-04,,805000.0,3365.78
2019-08-03,,805000.0,3365.78
2019-08-02,98.15,805000.0,3329.23
2019-08-01,97.25,780000.0,3291.79
2019-07-31,99.65,780000.0,3296.85
2019-07-30,99.5,780000.0,3262.81
2019-07-29,101.15,785000.0,3233.26
2019-07-28,,763000.0,3233.26
2019-07-27,,763000.0,3233.26
2019-07-26,99.75,763000.0,3213.09
2019-07-25,100.65,764000.0,3194.67
2019-07-24,101.0,762000.0,3188.01
2019-07-23,102.3,770000.0,3177.76
2019-07-22,105.1,786000.0,3169.51
2019-07-21,,800000.0,3169.51
2019-07-20,,800000.0,3169.51
2019-07-19,105.85,800000.0,3183.01
2019-07-18,107.15,805000.0,3189.21
2019-07-17,105.95,800000.0,3199.72
2019-07-16,104.1,790000.0,3190.66
2019-07-15,108.8,815000.0,3190.33
2019-07-14,,792000.0,3190.33
2019-07-13,,792000.0,3190.33
2019-07-12,105.2,792000.0,3197.5
2019-07-11,105.5,795000.0,3212.91
2019-07-10,104.35,789000.0,3223.67
2019-07-09,105.9,803000.0,3207.66
2019-07-08,104.75,796000.0,3217.18
2019-07-07,,828000.0,3217.18
2019-07-06,,828000.0,3217.18
2019-07-05,109.45,828000.0,3206.92
2019-07-04,,840000.0,3206.92
2019-07-03,112.25,840000.0,3211.06
2019-07-02,108.25,815000.0,3205.67
2019-07-01,110.15,827000.0,3205.67
2019-06-30,,815000.0,3205.67
2019-06-29,,815000.0,3205.67
2019-06-28,108.25,815000.0,3197.23
2019-06-27,105.55,792000.0,3177.94
2019-06-26,104.9,785000.0,3187.15
2019-06-25,106.45,795000.0,3191.17
2019-06-24,102.0,768500.0,3191.17
2019-06-23,,753000.0,3191.17
2019-06-22,,753000.0,3191.17
2019-06-21,99.8,753000.0,3202.01
2019-06-20,101.05,758000.0,3248.91
2019-06-19,96.25,745000.0,3264.98
2019-06-18,94.3,740000.0,3286.63
2019-06-17,96.05,755000.0,3270.7
2019-06-16,,750000.0,3270.7
2019-06-15,,750000.0,3270.7
2019-06-14,96.0,750000.0,3266.72
2019-06-13,97.35,760000.0,3264.47
2019-06-12,99.05,770000.0,3249.56
2019-06-11,97.0,755000.0,3257.06
2019-06-10,98.6,765000.0,3274.72
2019-06-09,,785000.0,3274.72
2019-06-08,,785000.0,3274.72
2019-06-07,100.95,785000.0,3288.69
2019-06-06,102.05,795000.0,3296.87
2019-06-05,99.1,780000.0,3306.37
2019-06-04,105.65,825000.0,3377.16
2019-06-03,103.75,830000.0,3377.16
2019-06-02,,835000.0,3377.16
2019-06-01,,835000.0,3377.16
2019-05-31,104.6,835000.0,3357.82
2019-05-30,102.35,820000.0,3375.29
2019-05-29,99.5,802000.0,3362.48
2019-05-28,96.05,775000.0,3358.84
2019-05-27,,748000.0,3358.84
2019-05-26,,748000.0,3358.84
2019-05-25,,748000.0,3358.84
2019-05-24,93.3,748000.0,3368.76
2019-05-23,93.5,750000.0,3340.96
2019-05-22,91.75,730000.0,3344.45
2019-05-21,92.9,735000.0,3342.21
2019-05-20,88.25,713000.0,3313.72
2019-05-19,,700000.0,3313.72
2019-05-18,,700000.0,3313.72
2019-05-17,87.35,700000.0,3290.27
2019-05-16,90.0,713500.0,3295.51
2019-05-15,89.9,712000.0,3285.14
2019-05-14,89.55,707500.0,3299.01
2019-05-13,88.25,701000.0,3274.3
2019-05-12,,704000.0,3274.3
2019-05-11,,704000.0,3274.3
2019-05-10,89.45,704000.0,3293.62
2019-05-09,89.5,708000.0,3290.12
2019-05-08,87.2,692000.0,3288.81
2019-05-07,86.65,688000.0,3254.03
2019-05-06,88.8,692000.0,3240.44
2019-05-05,,692000.0,3240.44
2019-05-04,,692000.0,3240.44
2019-05-03,89.25,692000.0,3262.17
2019-05-02,90.25,701000.0,3233.97
2019-05-01,89.8,691000.0,3233.97
2019-04-30,91.85,704000.0,3247.72
2019-04-29,91.35,700000.0,3227.79
2019-04-28,,703000.0,3227.79
2019-04-27,,703000.0,3227.79
2019-04-26,92.7,703000.0,3237.98
2019-04-25,92.05,700000.0,3213.23
2019-04-24,90.45,688000.0,3177.94
2019-04-23,91.5,687000.0,3149.99
2019-04-22,91.1,682000.0,3160.48
2019-04-21,,680000.0,3160.48
2019-04-20,,680000.0,3160.48
2019-04-19,,680000.0,3160.48
2019-04-18,90.2,680000.0,3160.48
2019-04-17,87.05,655000.0,3160.87
2019-04-16,90.5,675000.0,3136.69
2019-04-15,91.4,675000.0,3109.32
2019-04-14,,660000.0,3109.32
2019-04-13,,660000.0,3109.32
2019-04-12,90.4,660000.0,3113.91
2019-04-11,90.25,658000.0,3095.66
2019-04-10,94.25,676000.0,3105.2
2019-04-09,93.65,674000.0,3115.22
2019-04-08,92.95,673000.0,3126.2
2019-04-07,,677000.0,3126.2
2019-04-06,,677000.0,3126.2
2019-04-05,93.2,677000.0,3132.78
2019-04-04,95.3,692000.0,3128.47
2019-04-03,95.35,692000.0,3143.36
2019-04-02,91.65,672000.0,3146.81
2019-04-01,92.1,674000.0,3174.79
2019-03-31,,695000.0,3174.79
2019-03-30,,695000.0,3174.79
2019-03-29,94.5,695000.0,3190.94
2019-03-28,94.0,696000.0,3186.43
2019-03-27,93.85,695000.0,3145.55
2019-03-26,95.35,695000.0,3126.19
2019-03-25,94.25,684000.0,3126.19
2019-03-24,,680000.0,3126.19
2019-03-23,,680000.0,3126.19
2019-03-22,93.9,680000.0,3082.45
2019-03-21,94.8,676000.0,3092.39
2019-03-20,94.75,678000.0,3095.39
2019-03-19,93.45,690000.0,3102.25
2019-03-18,93.65,692000.0,3123.28
2019-03-17,,703000.0,3123.28
2019-03-16,,703000.0,3123.28
2019-03-15,94.6,703000.0,3144.42
2019-03-14,93.95,697000.0,3145.53
2019-03-13,94.45,695000.0,3153.2
2019-03-12,92.8,682000.0,3168.35
2019-03-11,94.0,693000.0,3162.4
2019-03-10,,700000.0,3162.4
2019-03-09,,700000.0,3162.4
2019-03-08,95.3,700000.0,3120.04
2019-03-07,93.65,676000.0,3106.16
2019-03-06,95.5,685000.0,3099.12
2019-03-05,96.45,690000.0,3093.79
2019-03-04,94.1,674000.0,3091.49
2019-03-03,,692000.0,3091.49
2019-03-02,,692000.0,3091.49
2019-03-01,96.95,692000.0,3077.35
2019-02-28,95.2,678000.0,3072.01
2019-02-27,95.7,670000.0,3095.29
2019-02-26,93.55,670000.0,3101.41
2019-02-25,96.4,690000.0,3110.29
2019-02-24,,691000.0,3110.29
2019-02-23,,691000.0,3110.29
2019-02-22,96.45,691000.0,3119.42
2019-02-21,96.1,690000.0,3112.18
2019-02-20,97.55,700500.0,3118.36
2019-02-19,97.2,696000.0,3141.4
2019-02-18,,706000.0,3141.4
2019-02-17,,706000.0,3141.4
2019-02-16,,706000.0,3141.4
2019-02-15,97.95,706000.0,3155.27
2019-02-14,97.85,708000.0,3135.56
2019-02-13,98.9,709000.0,3131.1
2019-02-12,100.45,716000.0,3132.61
2019-02-11,100.2,714000.0,3115.94
2019-02-10,,725000.0,3115.94
2019-02-09,,725000.0,3115.94
2019-02-08,102.6,725000.0,3110.46
2019-02-07,104.3,732000.0,3108.54
2019-02-06,105.5,740000.0,3094.05
2019-02-05,104.85,731000.0,3089.4
2019-02-04,105.6,735000.0,3102.61
2019-02-03,,725000.0,3102.61
2019-02-02,,725000.0,3102.61
2019-02-01,103.7,725000.0,3115.7
2019-01-31,105.9,740000.0,3163.46
2019-01-30,102.1,726000.0,3157.52
2019-01-29,102.6,728000.0,3167.86
2019-01-28,102.65,728000.0,3150.58
2019-01-27,,750000.0,3150.58
2019-01-26,,750000.0,3150.58
2019-01-25,106.8,750000.0,3160.52
2019-01-24,105.3,745000.0,3146.14
2019-01-23,103.4,728000.0,3136.59
2019-01-22,103.35,725000.0,3120.56
2019-01-21,,730000.0,3120.56
2019-01-20,,730000.0,3120.56
2019-01-19,,730000.0,3120.56
2019-01-18,104.95,730000.0,3140.19
2019-01-17,102.4,714000.0,3124.96
2019-01-16,102.4,710000.0,3137.66
2019-01-15,101.3,705000.0,3143.22
2019-01-14,102.75,717000.0,3151.49
2019-01-13,,724000.0,3151.49
2019-01-12,,724000.0,3151.49
2019-01-11,103.85,724000.0,3136.49
2019-01-10,104.25,725000.0,3128.07
2019-01-09,105.3,728000.0,3164.75
2019-01-08,105.05,733000.0,3208.56
2019-01-07,102.75,727500.0,3208.56
2019-01-06,,720000.0,3208.56
2019-01-05,,720000.0,3208.56
2019-01-04,101.6,720000.0,3241.2
2019-01-03,102.15,730000.0,3250.01
2019-01-02,99.5,710000.0,3249.75
2019-01-01,,724000.0,3249.75
2018-12-31,101.85,724000.0,3249.75
2018-12-30,,718500.0,3249.75
2018-12-29,,718500.0,3249.75
2018-12-28,100.95,718500.0,3275.01
2018-12-27,101.75,732000.0,3289.69
2018-12-26,103.9,751000.0,3285.51
2018-12-25,,738500.0,3285.51
2018-12-24,102.2,738500.0,3285.34
2018-12-23,,721500.0,3285.34
2018-12-22,,721500.0,3285.34
2018-12-21,99.7,721500.0,3246.86
2018-12-20,102.5,731500.0,3216.55
2018-12-19,100.85,713000.0,3198.45
2018-12-18,94.35,700500.0,3188.66
2018-12-17,94.7,702000.0,3196.3
2018-12-16,,719000.0,3196.3
2018-12-15,,719000.0,3196.3
2018-12-14,96.95,719000.0,3178.4
2018-12-13,98.8,727000.0,3169.36
2018-12-12,97.75,718000.0,3184.7
2018-12-11,97.65,716000.0,3176.12
2018-12-10,100.45,732000.0,3153.29
2018-12-09,,720000.0,3153.29
2018-12-08,,720000.0,3153.29
2018-12-07,98.8,720000.0,3187.86
2018-12-06,100.65,741000.0,3162.29
2018-12-05,100.95,734000.0,3174.11
2018-12-04,101.9,743000.0,3196.15
2018-12-03,103.5,754000.0,3235.27
2018-12-02,,762000.0,3235.27
2018-12-01,,762000.0,3235.27
2018-11-30,103.25,762000.0,3240.02
2018-11-29,108.5,793000.0,3274.47
2018-11-28,110.1,813000.0,3250.56
2018-11-27,109.5,802000.0,3240.65
2018-11-26,107.0,783000.0,3223.95
2018-11-25,,780000.0,3223.95
2018-11-24,,780000.0,3223.95
2018-11-23,107.15,780000.0,3196.26
2018-11-22,,793000.0,3196.26
2018-11-21,110.3,793000.0,3189.51
2018-11-20,110.65,796000.0,3178.81
2018-11-19,112.35,804000.0,3173.59
2018-11-18,,800000.0,3173.59
2018-11-17,,800000.0,3173.59
2018-11-16,112.6,800000.0,3198.29
2018-11-15,110.05,792000.0,3194.7
2018-11-14,112.65,804000.0,3197.2
2018-11-13,109.2,781000.0,3176.89
2018-11-12,110.15,785000.0,3176.89
2018-11-11,,805000.0,3176.89
2018-11-11,,805000.0,3176.89
2018-11-10,,805000.0,3176.89
2018-11-09,113.85,805000.0,3145.39
2018-11-08,116.65,820000.0,3140.25
2018-11-07,115.6,815000.0,3154.55
2018-11-06,113.25,806000.0,3177.57
2018-11-05,117.1,834000.0,3177.57
2018-11-04,,852000.0,3177.57
2018-11-03,,852000.0,3177.57
2018-11-02,120.05,852000.0,3193.8
2018-11-01,117.8,841500.0,3219.85
