Fecha,PANIC_INDEX,MEDIA_HYPE_INDEX,FAKE_NEWS_INDEX,SENTIMENT_INDEX,Futuros,Precio Interno ($/125 Kg),TRM
2021-07-08,1.62,42.61,0.43,-2.99,152.05,1437000.0,3815.22
2021-07-07,3.74,36.77,0.16,-4.14,149.75,1415000.0,3782.27
2021-07-06,1.68,28.63,0.62,-3.95,147.9,1380000.0,3777.17
2021-07-05,2.34,18.26,0.22,-6.06,,1402000.0,3777.17
2021-07-04,1.0,15.98,0.43,-7.63,,1402000.0,3777.17
2021-07-03,0.68,27.82,3.27,-3.04,,1402000.0,3777.17
2021-07-02,1.21,38.7,0.08,-2.27,152.55,1402000.0,3775.53
2021-07-01,0.49,31.51,0.25,-4.48,156.0,1445000.0,3748.5
2021-06-30,0.52,21.34,0.18,-18.74,159.35,1460000.0,3756.67
2021-06-29,2.11,23.1,0.43,-18.09,159.7,1470000.0,3713.17
2021-06-28,1.87,29.67,0.23,-2.07,162.25,1465000.0,3739.03
2021-06-27,31.76,45.35,0.51,0.27,,1445000.0,3739.03
2021-06-26,2.21,30.26,0.44,-10.66,,1445000.0,3739.03
2021-06-25,4.68,40.58,0.53,-10.23,157.25,1445000.0,3770.35
2021-06-24,1.03,53.23,0.31,11.88,152.4,1420000.0,3773.11
2021-06-23,1.22,40.06,0.24,9.3,153.15,1430000.0,3784.45
2021-06-22,1.91,60.71,0.11,6.2,151.25,1415000.0,3758.08
2021-06-21,17.71,56.42,0.17,-0.28,152.35,1420000.0,3753.77
2021-06-20,11.64,68.36,0.0,-4.3,,1408000.0,3753.77
2021-06-19,2.52,54.28,0.23,-4.58,,1408000.0,3753.77
2021-06-18,5.5,50.83,0.37,-6.05,149.9,1408000.0,3730.45
2021-06-17,10.16,43.83,0.15,-17.1,149.55,1390000.0,3690.56
2021-06-16,1.22,59.63,0.12,-18.66,153.35,1396000.0,3693.35
2021-06-15,6.9,59.2,0.11,-11.93,151.2,1387000.0,3626.02
2021-06-14,5.18,64.29,1.07,-8.88,154.1,1390000.0,3626.02
2021-06-13,12.5,61.22,0.51,-2.08,,1415000.0,3626.02
2021-06-12,12.55,52.94,0.55,-9.83,,1415000.0,3626.02
2021-06-11,3.82,36.07,0.21,-5.82,157.45,1415000.0,3589.86
2021-06-10,27.44,49.6,0.4,-10.75,158.7,1405000.0,3588.41
2021-06-09,8.25,29.95,0.71,-14.83,157.2,1390000.0,3597.18
2021-06-08,3.15,41.43,0.46,-18.27,157.7,1392000.0,3609.2
2021-06-07,12.89,56.79,0.52,-21.58,160.15,1415000.0,3609.2
2021-06-06,1.63,66.24,0.73,-24.79,,1425000.0,3609.2
2021-06-05,1.23,79.84,0.52,-16.54,,1425000.0,3609.2
2021-06-04,2.05,39.7,0.64,-16.77,161.65,1425000.0,3657.41
2021-06-03,8.44,40.08,0.82,-10.6,157.6,1417000.0,3642.29
2021-06-02,4.21,43.5,0.09,-14.69,161.15,1440000.0,3671.38
2021-06-01,1.69,62.19,0.06,-16.46,161.05,1443000.0,3715.28
2021-05-31,1.35,13.51,0.25,-1.75,,1470000.0,3715.28
2021-05-30,3.25,17.35,0.24,-1.46,,1470000.0,3715.28
2021-05-29,0.7,29.43,0.47,-3.77,,1470000.0,3715.28
2021-05-28,2.4,40.01,0.39,-8.3,162.35,1470000.0,3729.02
2021-05-27,1.21,26.0,0.85,-14.15,155.35,1422000.0,3747.48
2021-05-26,0.94,29.07,0.39,-13.0,155.7,1432000.0,3735.41
2021-05-25,27.64,54.59,0.09,-13.26,150.5,1391000.0,3750.66
2021-05-24,1.72,16.49,0.86,-16.05,149.0,1378000.0,3738.19
2021-05-23,1.35,40.23,0.77,-15.89,,1390000.0,3738.19
2021-05-22,2.17,42.13,0.48,-12.43,,1390000.0,3738.19
2021-05-21,1.84,29.73,0.22,-9.2,150.1,1390000.0,3721.57
2021-05-20,1.91,41.04,0.43,-3.72,150.95,1387000.0,3682.66
2021-05-19,1.27,46.83,0.22,0.1,150.95,1374000.0,3655.74
2021-05-18,0.9,26.24,0.15,1.37,151.8,1378000.0,3682.84
2021-05-17,1.26,22.59,0.14,-6.0,145.0,1334000.0,3682.84
2021-05-16,0.72,37.73,0.43,-6.65,,1328000.0,3682.84
2021-05-15,2.15,24.16,0.31,-10.14,,1328000.0,3682.84
2021-05-14,2.66,29.05,0.31,-8.76,144.25,1328000.0,3728.09
2021-05-13,1.59,39.98,0.08,-6.24,145.65,1350000.0,3734.09
2021-05-12,0.75,36.82,0.75,-7.42,145.75,1360000.0,3703.2
2021-05-11,1.57,43.82,0.46,-17.59,147.9,1372000.0,3714.94
2021-05-10,1.37,29.53,0.0,-7.5,147.6,1355000.0,3765.33
2021-05-09,13.47,46.59,0.48,-10.83,,1409000.0,3765.33
2021-05-08,15.15,42.05,0.75,-7.26,,1409000.0,3765.33
2021-05-07,2.32,47.23,0.72,-11.29,152.3,1409000.0,3800.33
2021-05-06,1.54,38.91,0.57,-14.75,153.5,1440000.0,3846.28
2021-05-05,2.81,33.55,0.35,-7.44,148.5,1422000.0,3831.35
2021-05-04,3.02,39.14,0.95,-0.47,138.9,1340000.0,3816.65
2021-05-03,3.32,47.57,0.77,-5.81,138.75,1330000.0,3740.14
2021-05-02,0.79,61.65,0.0,-4.2,,1319000.0,3740.14
2021-05-01,8.52,41.81,0.29,-3.57,,1319000.0,3740.14
2021-04-30,1.69,25.72,0.48,-5.25,139.95,1319000.0,3712.89
2021-04-29,2.04,36.09,0.78,-1.43,141.4,1317000.0,3699.74
2021-04-28,4.25,27.94,0.27,-9.79,144.3,1332000.0,3717.46
2021-04-27,11.4,37.92,0.0,-7.94,144.35,1340000.0,3659.62
2021-04-26,0.27,40.73,0.0,3.0,141.75,1310000.0,3640.07
2021-04-25,4.64,41.49,0.62,1.93,,1250000.0,3640.07
2021-04-24,2.98,31.0,0.31,-1.02,,1250000.0,3640.07
2021-04-23,1.56,26.32,0.49,2.39,136.85,1250000.0,3630.81
2021-04-22,6.39,39.4,1.78,0.4,134.3,1233000.0,3639.12
2021-04-21,4.36,37.69,0.31,6.03,132.2,1209000.0,3636.26
2021-04-20,1.51,30.79,0.56,2.63,132.45,1220000.0,3606.42
2021-04-19,2.65,36.95,0.0,-1.51,129.85,1192000.0,3595.57
2021-04-18,3.92,26.89,1.04,-0.57,,1178000.0,3595.57
2021-04-17,1.37,40.44,0.63,1.15,,1178000.0,3595.57
2021-04-16,0.66,37.79,0.18,0.64,129.15,1178000.0,3620.4
2021-04-15,1.53,47.3,0.24,-0.54,132.7,1205000.0,3665.49
2021-04-14,0.68,48.05,0.0,-1.05,132.1,1215000.0,3666.17
2021-04-13,1.65,48.89,0.48,1.69,130.05,1200000.0,3653.57
2021-04-12,2.05,27.37,0.51,4.89,128.1,1185000.0,3650.23
2021-04-11,0.53,36.22,5.12,4.95,,1175000.0,3650.23
2021-04-10,1.86,28.74,0.55,4.95,,1175000.0,3650.23
2021-04-09,2.57,38.8,1.62,6.12,127.25,1175000.0,3634.07
2021-04-08,1.6,39.63,0.35,6.57,127.85,1169000.0,3639.62
2021-04-07,0.68,50.78,0.06,4.24,126.75,1168000.0,3645.14
2021-04-06,2.08,35.6,0.38,3.42,126.85,1160000.0,3645.79
2021-04-05,0.91,26.48,0.0,-2.56,122.1,1136000.0,3678.62
2021-04-04,1.34,30.29,1.61,-3.22,,1126000.0,3678.62
2021-04-03,1.06,27.19,0.71,-0.46,,1126000.0,3678.62
2021-04-02,1.33,17.16,0.09,0.79,,1126000.0,3678.62
2021-04-01,0.77,29.6,0.29,-1.15,121.6,1126000.0,3678.62
2021-03-31,1.29,39.68,0.41,-4.61,123.5,1138000.0,3736.91
2021-03-30,2.68,37.16,1.98,-13.09,122.6,1150000.0,3705.85
2021-03-29,0.0,25.07,0.0,-2.12,127.05,1178000.0,3665.41
2021-03-28,0.68,15.88,0.84,-0.32,,1178000.0,3665.41
2021-03-27,1.22,27.65,0.49,-0.47,,1178000.0,3665.41
2021-03-26,2.8,38.41,1.4,-3.22,128.5,1178000.0,3658.22
2021-03-25,2.46,39.75,0.61,-2.64,126.6,1153000.0,3635.12
2021-03-24,35.05,74.95,0.19,0.03,126.5,1143000.0,3589.82
2021-03-23,0.55,24.28,0.14,1.6,127.6,1142000.0,3553.34
2021-03-22,2.73,35.52,0.55,-1.42,130.1,1140000.0,3553.34
2021-03-21,1.83,34.93,0.0,-1.82,,1132000.0,3553.34
2021-03-20,1.63,38.84,0.23,-3.97,,1132000.0,3553.34
2021-03-19,6.02,31.22,0.66,-2.72,125.45,1132000.0,3569.45
2021-03-18,1.54,27.39,0.33,3.13,126.4,1134000.0,3578.02
2021-03-17,0.96,40.43,0.45,4.9,132.85,1167000.0,3553.51
2021-03-16,3.04,21.6,0.37,5.71,133.8,1168000.0,3575.63
2021-03-15,11.22,24.61,0.0,5.96,131.45,1150000.0,3575.3
2021-03-14,2.07,22.11,1.03,3.41,,1160000.0,3575.3
2021-03-13,5.0,29.07,0.93,2.83,,1160000.0,3575.3
2021-03-12,1.04,38.78,0.21,-0.49,132.45,1160000.0,3534.62
2021-03-11,1.41,33.5,0.4,-4.6,131.8,1150000.0,3561.91
2021-03-10,1.07,28.98,0.07,-8.13,129.35,1137000.0,3598.77
2021-03-09,0.59,41.95,2.09,-6.67,128.9,1145000.0,3623.61
2021-03-08,0.49,69.17,46.49,-15.12,129.05,1140000.0,3640.2
2021-03-07,2.73,65.49,0.13,-13.58,,1147000.0,3640.2
2021-03-06,1.43,43.7,0.75,-4.46,,1147000.0,3640.2
2021-03-05,0.96,35.44,0.32,-2.11,128.75,1147000.0,3647.99
2021-03-04,39.59,62.29,0.08,3.21,128.4,1175000.0,3676.94
2021-03-03,11.57,71.4,5.38,7.16,131.15,1191000.0,3646.61
2021-03-02,9.48,51.73,0.23,8.63,133.2,1190000.0,3622.36
2021-03-01,1.71,22.74,0.0,6.15,135.15,1195000.0,3624.39
2021-02-28,4.53,32.75,1.26,6.96,,1218000.0,3624.39
2021-02-27,5.98,51.56,0.26,-0.83,,1218000.0,3624.39
2021-02-26,11.04,52.77,0.16,-7.95,136.85,1218000.0,3588.23
2021-02-25,1.69,42.34,0.42,-10.77,139.2,1092000.0,3578.29
2021-02-24,1.64,45.15,0.41,-16.3,135.65,1188000.0,3590.37
2021-02-23,1.28,30.69,0.51,-19.69,136.85,1205000.0,3602.41
2021-02-22,1.49,39.03,0.74,-21.88,133.45,1180000.0,3555.4
2021-02-21,0.99,40.15,0.74,-16.82,,1128000.0,3555.4
2021-02-20,2.73,42.04,0.27,-15.05,,1128000.0,3555.4
2021-02-19,1.21,61.34,1.04,-6.17,127.5,1128000.0,3537.86
2021-02-18,0.82,69.38,0.06,-14.52,127.6,1120000.0,3545.84
2021-02-17,1.5,72.49,0.48,-7.46,125.7,1096000.0,3518.19
2021-02-16,1.77,59.08,18.4,-5.86,124.35,1088000.0,3515.65
2021-02-15,1.03,55.84,0.17,-2.14,,1053000.0,3515.65
2021-02-14,3.11,40.99,0.0,-3.85,,1053000.0,3515.65
2021-02-13,1.79,42.26,0.19,-0.26,,1053000.0,3515.65
2021-02-12,2.16,43.89,0.3,-2.33,121.15,1053000.0,3525.45
2021-02-11,2.37,42.87,1.38,0.64,121.2,1062000.0,3557.16
2021-02-10,9.43,56.92,0.85,-5.09,121.1,1072000.0,3583.23
2021-02-09,6.09,36.3,0.0,-0.34,122.95,1091000.0,3554.65
2021-02-08,3.21,58.57,0.0,2.56,124.1,1098000.0,3543.28
2021-02-07,1.54,55.7,0.0,0.95,,1095000.0,3543.28
2021-02-06,3.82,46.93,0.26,1.13,,1095000.0,3543.28
2021-02-05,4.1,27.51,1.06,1.9,124.5,1095000.0,3558.63
2021-02-04,1.23,53.34,0.61,3.06,124.05,1090000.0,3522.57
2021-02-03,2.55,36.02,0.0,2.95,123.95,1082000.0,3534.99
2021-02-02,1.13,54.78,0.14,-6.9,123.4,1076000.0,3561.37
2021-02-01,0.72,71.05,0.12,-8.64,125.35,1104000.0,3559.46
2021-01-31,1.15,65.47,0.12,-7.53,,1085000.0,3559.46
2021-01-30,24.4,53.21,0.24,-9.57,,1085000.0,3559.46
2021-01-29,1.35,70.21,1.31,-8.14,122.95,1085000.0,3585.44
2021-01-28,2.94,45.3,1.52,-5.45,124.0,1091000.0,3636.91
2021-01-27,25.15,75.49,0.55,-4.71,125.5,1115000.0,3591.48
2021-01-26,2.85,44.02,2.21,-5.15,124.5,1110000.0,3582.41
2021-01-25,4.51,42.94,0.59,-4.98,123.25,1092000.0,3525.25
2021-01-24,6.22,43.14,4.94,-8.82,,1078000.0,3525.25
2021-01-23,13.54,48.78,12.36,-12.49,,1078000.0,3525.25
2021-01-22,1.28,46.37,0.07,-12.21,124.05,1078000.0,3477.48
2021-01-21,0.53,47.53,0.33,-10.51,126.45,1080000.0,3476.19
2021-01-20,0.66,46.46,0.0,-9.24,125.2,1067000.0,3482.03
2021-01-19,0.47,43.56,0.65,-8.9,127.15,1088000.0,3466.8
2021-01-18,0.28,47.37,25.04,-8.72,,1085000.0,3466.8
2021-01-17,2.29,56.54,0.16,-5.53,,1085000.0,3466.8
2021-01-16,1.63,34.07,0.67,-3.09,,1085000.0,3466.8
2021-01-15,1.75,31.63,0.46,-4.18,128.15,1085000.0,3469.76
2021-01-14,0.66,25.86,0.07,-7.22,127.35,1075000.0,3478.36
2021-01-13,1.78,39.54,0.34,-8.31,125.25,1070000.0,3487.65
2021-01-12,0.4,22.71,0.24,-9.91,121.4,1042000.0,3478.11
2021-01-11,0.84,21.08,0.0,-8.52,121.45,1039000.0,3478.11
2021-01-10,24.26,52.15,0.0,-9.35,,1055000.0,3478.11
2021-01-09,2.82,33.9,0.14,-10.5,,1055000.0,3478.11
2021-01-08,14.7,42.82,0.54,-6.71,123.7,1055000.0,3459.39
2021-01-07,1.16,43.26,0.21,-7.93,121.1,1043000.0,3428.04
2021-01-06,1.04,50.74,0.43,-9.64,120.9,1020000.0,3450.74
2021-01-05,0.81,33.43,0.3,-4.41,125.1,1058000.0,3420.78
2021-01-04,4.09,39.55,2.27,-9.55,126.15,1066000.0,3432.5
2021-01-03,1.3,77.14,0.78,-13.12,,1073000.0,3432.5
2021-01-02,7.63,54.24,2.12,-13.12,,1073000.0,3432.5
2021-01-01,1.8,54.21,0.72,-10.25,,1073000.0,3432.5
2020-12-31,1.68,37.74,0.36,-6.9,128.25,1073000.0,3432.5
2020-12-30,0.83,73.17,0.31,-5.33,125.4,1053000.0,3482.1
2020-12-29,1.39,68.1,0.88,-2.28,125.4,1070000.0,3495.39
2020-12-28,3.7,49.74,0.53,0.04,123.35,1063000.0,3493.77
2020-12-27,3.5,66.43,0.7,-1.92,,1086000.0,3493.77
2020-12-26,10.7,81.41,0.52,0.15,,1086000.0,3493.77
2020-12-25,15.41,48.69,3.2,-1.75,,1086000.0,3493.77
2020-12-24,44.77,72.06,0.52,-3.54,125.95,1086000.0,3482.51
2020-12-23,37.74,62.9,0.38,-7.16,124.55,1071000.0,3444.9
2020-12-22,9.69,61.34,0.19,-8.54,124.2,1058000.0,3442.41
2020-12-21,1.35,36.15,1.35,-6.55,124.3,1048000.0,3420.26
2020-12-20,4.0,46.8,0.4,-4.15,,1052000.0,3420.26
2020-12-19,1.66,49.05,0.24,-10.09,,1052000.0,3420.26
2020-12-18,1.21,30.8,0.26,-13.6,123.7,1052000.0,3410.82
2020-12-17,1.52,42.24,0.0,-12.55,125.05,1059000.0,3416.21
2020-12-16,1.92,35.58,1.44,-9.9,125.05,1061000.0,3422.44
2020-12-15,4.71,41.19,3.01,-5.81,123.1,1047000.0,3426.97
2020-12-14,1.84,35.17,1.05,-6.74,123.55,1060000.0,3433.45
2020-12-13,11.61,56.93,0.37,-6.45,,1030000.0,3433.45
2020-12-12,4.15,35.36,0.4,-2.42,,1030000.0,3433.45
2020-12-11,1.16,40.19,1.16,2.75,119.1,1030000.0,3448.89
2020-12-10,3.03,37.59,0.28,9.4,118.55,1022000.0,3465.76
2020-12-09,2.77,24.0,2.69,9.39,114.9,1010000.0,3487.65
2020-12-08,1.69,46.81,0.3,8.59,117.1,1030000.0,3487.65
2020-12-07,0.41,45.93,0.0,2.97,116.95,1029000.0,3467.49
2020-12-06,3.42,26.58,1.32,3.81,,1010000.0,3467.49
2020-12-05,0.81,37.82,0.67,2.96,,1010000.0,3467.49
2020-12-04,2.52,40.54,0.78,2.75,115.35,1010000.0,3481.44
2020-12-03,3.74,46.88,0.1,-12.79,117.65,1027000.0,3533.21
2020-12-02,1.84,47.83,1.58,-4.67,116.85,1037000.0,3558.57
2020-12-01,3.41,55.43,0.38,-13.5,115.65,1040000.0,3591.84
2020-11-30,3.78,34.87,0.0,-1.05,120.7,1090000.0,3611.44
2020-11-29,2.6,47.4,0.0,-3.41,,1100000.0,3611.44
2020-11-28,1.83,32.21,0.42,-3.7,,1100000.0,3611.44
2020-11-27,0.37,25.83,3.57,-4.69,121.7,1100000.0,3620.39
2020-11-26,1.73,23.15,0.31,5.35,,1049000.0,3620.39
2020-11-25,1.25,46.14,0.1,-4.09,114.5,1049000.0,3643.24
2020-11-24,26.22,78.94,0.73,-2.4,113.15,1045000.0,3632.92
2020-11-23,10.85,38.89,0.0,-3.77,114.45,1054000.0,3649.9
2020-11-22,3.75,50.33,0.88,-0.38,,1058000.0,3649.9
2020-11-21,2.42,49.09,0.55,6.02,,1058000.0,3649.9
2020-11-20,5.75,50.03,0.91,2.06,115.5,1058000.0,3647.1
2020-11-19,2.42,32.74,1.83,-9.79,120.65,1105000.0,3647.73
2020-11-18,2.02,69.77,0.07,-2.4,119.75,1100000.0,3635.19
2020-11-17,6.01,44.3,0.07,-7.14,116.2,1075000.0,3639.95
2020-11-16,6.64,33.2,0.08,-9.43,115.65,1069000.0,3639.95
2020-11-15,1.37,44.44,0.14,-13.9,,1020000.0,3639.95
2020-11-14,0.88,49.08,0.27,-18.56,,1020000.0,3639.95
2020-11-13,5.5,36.51,1.01,-11.03,109.25,1020000.0,3646.22
2020-11-12,12.35,61.53,0.23,-5.96,110.1,1025000.0,3650.5
2020-11-11,0.45,47.07,0.45,-11.46,109.1,1012000.0,3650.5
2020-11-10,1.85,64.06,0.08,-8.34,107.3,996000.0,3646.15
2020-11-09,2.56,73.76,0.68,-8.17,106.85,997000.0,3738.19
2020-11-08,1.73,18.42,0.87,-2.52,,1015000.0,3738.19
2020-11-07,1.16,38.97,0.53,-6.47,,1015000.0,3738.19
2020-11-06,1.23,41.33,0.61,-13.21,106.95,1015000.0,3763.82
2020-11-05,1.69,28.51,0.51,-15.62,105.95,1015000.0,3807.13
2020-11-04,3.4,37.76,1.43,-15.63,103.0,1010000.0,3823.45
2020-11-03,1.99,34.07,0.32,-16.46,103.45,1013000.0,3858.56
2020-11-02,3.42,77.52,2.44,-13.47,102.8,1023000.0,3858.56
2020-11-01,0.48,80.14,0.33,-16.36,,1035000.0,3858.56
2020-10-31,0.84,49.32,1.35,-15.08,,1035000.0,3858.56
2020-10-30,1.67,47.31,0.83,-15.36,104.4,1035000.0,3849.53
2020-10-29,2.02,39.85,1.13,-14.61,104.6,1035000.0,3841.46
2020-10-28,1.82,39.79,0.86,-10.52,105.0,1030000.0,3810.23
2020-10-27,1.5,45.03,0.14,-8.52,106.95,1039000.0,3812.82
2020-10-26,0.56,85.58,0.16,-11.84,106.65,1039000.0,3782.66
2020-10-25,0.46,60.81,0.37,-11.84,,1025000.0,3782.66
2020-10-24,2.71,37.57,0.65,-7.38,,1025000.0,3782.66
2020-10-23,0.84,39.95,0.5,-1.98,105.6,1025000.0,3776.73
2020-10-22,1.41,43.49,1.04,-5.57,106.7,1033000.0,3784.51
2020-10-21,2.42,80.44,1.19,-7.52,104.15,1010000.0,3830.79
2020-10-20,13.48,78.92,0.54,-9.33,104.9,1032000.0,3842.76
2020-10-19,2.22,36.67,0.0,-3.13,106.05,1046000.0,3846.48
2020-10-18,11.3,45.8,0.87,-3.17,,1055000.0,3846.48
2020-10-17,0.77,57.69,4.11,-3.24,,1055000.0,3846.48
2020-10-16,2.43,43.78,0.93,-10.27,107.25,1055000.0,3854.47
2020-10-15,1.76,44.23,0.77,-12.62,109.5,1073000.0,3843.59
2020-10-14,0.88,56.55,0.08,-11.74,109.6,1070000.0,3856.32
2020-10-13,1.88,56.23,0.29,-9.89,110.1,1080000.0,3824.25
2020-10-12,2.74,40.41,0.68,-12.69,109.15,1064000.0,3824.25
2020-10-11,6.01,47.21,0.64,-14.11,,1082000.0,3824.25
2020-10-10,9.02,49.34,0.1,-21.92,,1082000.0,3824.25
2020-10-09,1.06,31.4,0.21,-12.86,111.55,1082000.0,3839.73
2020-10-08,0.68,49.4,0.26,-5.52,110.25,1075000.0,3837.79
2020-10-07,3.56,47.23,0.1,-12.81,109.6,1071000.0,3826.77
2020-10-06,1.47,44.22,0.45,-19.77,107.65,1053000.0,3843.75
2020-10-05,1.98,30.03,0.66,-15.87,107.2,1048000.0,3881.8
2020-10-04,1.08,25.89,0.62,-14.65,,1074000.0,3881.8
2020-10-03,2.31,39.71,0.24,-12.73,,1074000.0,3881.8
2020-10-02,1.48,44.84,0.41,-17.7,108.95,1074000.0,3842.34
2020-10-01,2.21,37.75,0.77,-20.68,107.05,1051000.0,3865.47
2020-09-30,2.02,39.77,0.97,-12.93,110.95,1077000.0,3878.94
2020-09-29,2.82,45.76,1.58,-8.43,109.55,1083000.0,3859.9
2020-09-28,3.56,48.54,0.97,-12.01,109.55,1080000.0,3867.81
2020-09-27,3.27,52.08,2.98,-11.99,,1115000.0,3867.81
2020-09-26,3.33,54.22,0.22,-10.98,,1115000.0,3867.81
2020-09-25,4.56,47.64,0.95,-8.83,113.65,1115000.0,3873.8
2020-09-24,2.49,60.07,1.28,-8.84,111.15,1078000.0,3863.6
2020-09-23,5.7,49.86,0.77,-8.71,110.5,1070000.0,3813.3
2020-09-22,2.49,48.6,0.83,-7.85,110.65,1075000.0,3790.54
2020-09-21,5.2,36.63,0.5,-12.01,112.0,1075000.0,3725.37
2020-09-20,1.57,40.6,4.05,-13.75,,1070000.0,3725.37
2020-09-19,2.36,49.43,0.31,-7.7,,1070000.0,3725.37
2020-09-18,5.29,40.54,0.56,-3.76,113.6,1070000.0,3714.65
2020-09-17,1.97,37.85,2.06,-3.85,118.1,1100000.0,3703.86
2020-09-16,2.6,41.8,4.02,-7.07,120.55,1105000.0,3683.49
2020-09-15,3.49,40.55,0.51,-14.1,122.2,1125000.0,3697.0
2020-09-14,12.98,38.6,0.17,-11.3,123.55,1132000.0,3709.0
2020-09-13,2.63,58.91,0.94,-14.88,,1208000.0,3709.0
2020-09-12,2.72,42.0,0.62,-18.04,,1208000.0,3709.0
2020-09-11,3.67,40.41,0.76,-20.41,133.35,1208000.0,3700.28
2020-09-10,1.82,60.43,31.72,-25.74,132.5,1204000.0,3717.25
2020-09-09,2.23,45.62,0.27,-11.17,129.65,1184000.0,3757.21
2020-09-08,1.84,46.47,0.42,-3.62,132.8,1217000.0,3702.62
2020-09-07,3.36,38.81,0.0,6.97,,1225000.0,3702.62
2020-09-06,11.67,39.75,0.0,7.41,,1225000.0,3702.62
2020-09-05,7.75,52.18,0.22,11.87,,1225000.0,3702.62
2020-09-04,10.23,39.08,0.57,13.67,134.8,1225000.0,3653.23
2020-09-03,3.53,45.44,0.41,17.91,131.6,1198000.0,3653.7
2020-09-02,1.74,42.91,0.0,12.22,131.5,1188000.0,3683.28
2020-09-01,1.29,59.3,0.55,1.93,131.9,1197000.0,3745.41
2020-08-31,2.53,58.53,0.92,2.83,129.8,1200000.0,3760.38
2020-08-30,5.05,49.04,0.0,2.39,,1180000.0,3760.38
2020-08-29,4.2,55.45,0.57,-0.98,,1180000.0,3760.38
2020-08-28,7.48,55.21,0.4,-1.48,127.1,1180000.0,3820.17
2020-08-27,5.36,41.09,0.49,-0.71,122.95,1170000.0,3846.64
2020-08-26,0.45,68.84,0.26,-7.44,122.8,1176000.0,3867.32
2020-08-25,2.23,61.01,0.0,-1.61,123.2,1192000.0,3843.69
2020-08-24,2.34,38.46,1.0,-10.39,120.25,1167000.0,3827.27
2020-08-23,0.59,33.82,0.0,-10.56,,1158000.0,3827.27
2020-08-22,3.49,47.84,0.56,-18.3,,1158000.0,3827.27
2020-08-21,1.7,47.92,1.28,-19.32,120.1,1158000.0,3792.13
2020-08-20,1.71,49.37,2.89,-13.48,118.55,1141000.0,3766.73
2020-08-19,1.27,41.71,0.95,-11.83,118.45,1130000.0,3784.15
2020-08-18,3.74,40.81,0.0,-15.15,119.3,1153000.0,3783.15
2020-08-17,1.63,38.69,0.23,-12.75,115.55,1128000.0,3783.15
2020-08-16,0.75,41.51,1.51,-16.22,,1120000.0,3783.15
2020-08-15,3.67,57.56,1.62,-10.96,,1120000.0,3783.15
2020-08-14,18.67,65.06,1.81,-10.36,114.7,1120000.0,3767.05
2020-08-13,18.66,70.41,1.09,-8.77,116.2,1125000.0,3755.61
2020-08-12,3.63,56.82,0.69,-4.67,112.05,1091000.0,3749.3
2020-08-11,1.06,43.14,0.0,2.34,111.35,1082000.0,3770.22
2020-08-10,0.97,53.51,0.0,-1.87,112.6,1105000.0,3769.67
2020-08-09,1.12,44.38,0.19,-4.55,,1115000.0,3769.67
2020-08-08,7.71,56.83,0.72,-4.19,,1115000.0,3769.67
2020-08-07,52.22,84.57,2.06,-4.58,115.45,1115000.0,3769.67
2020-08-06,15.87,67.92,0.06,-10.08,117.0,1123000.0,3775.95
2020-08-05,3.28,52.05,0.1,-12.95,121.55,1168000.0,3792.98
2020-08-04,1.65,49.41,0.24,-19.67,121.05,1170000.0,3768.39
2020-08-03,3.3,51.1,0.55,-14.33,117.9,1143000.0,3733.08
2020-08-02,4.93,54.52,0.82,-9.24,,1140000.0,3733.08
2020-08-01,2.69,61.97,0.1,-8.41,,1140000.0,3733.08
2020-07-31,1.65,52.84,0.62,-11.44,118.95,1140000.0,3739.49
2020-07-30,0.68,69.96,1.13,-4.57,115.35,1110000.0,3716.89
2020-07-29,29.2,69.66,0.31,-3.75,111.6,1075000.0,3718.69
2020-07-28,3.36,57.08,0.15,-1.84,109.65,1065000.0,3679.17
2020-07-27,1.26,58.16,0.0,-1.85,110.4,1057000.0,3690.8
2020-07-26,2.55,60.0,0.0,-4.99,,1047000.0,3690.8
2020-07-25,3.77,47.34,0.34,-4.52,,1047000.0,3690.8
2020-07-24,8.03,55.5,0.35,-6.44,108.4,1047000.0,3660.15
2020-07-23,4.68,47.79,1.17,-14.2,107.5,1033000.0,3627.28
2020-07-22,1.47,50.39,0.68,-6.28,108.35,1030000.0,3628.2
2020-07-21,1.39,46.4,0.25,-7.93,100.5,977000.0,3651.93
2020-07-20,4.96,34.04,0.35,-10.78,98.5,970000.0,3651.93
2020-07-19,2.76,56.9,0.69,-12.94,,990000.0,3651.93
2020-07-18,2.72,46.74,0.0,-18.36,,990000.0,3651.93
2020-07-17,5.97,52.55,0.1,-12.82,101.05,990000.0,3627.86
2020-07-16,4.1,54.62,0.63,-12.67,97.1,958000.0,3611.61
2020-07-15,2.14,47.21,0.95,-22.6,95.95,945000.0,3638.22
2020-07-14,1.01,48.91,1.34,-20.37,96.7,950000.0,3617.22
2020-07-13,13.69,48.13,0.41,-18.28,97.4,954000.0,3615.75
2020-07-12,2.3,43.78,0.92,-16.1,,942000.0,3615.75
2020-07-11,6.28,51.23,0.55,-16.14,,942000.0,3615.75
2020-07-10,2.45,54.95,0.43,-17.97,96.15,942000.0,3633.42
2020-07-09,5.13,51.25,0.6,-26.78,97.7,955000.0,3625.61
2020-07-08,3.36,52.84,0.65,-25.39,98.95,969000.0,3631.54
2020-07-07,2.97,45.07,0.63,-32.82,99.25,967000.0,3633.32
