Fecha,Vol. Futuros,typeLSTM,LSTM,typeRandomForest,RandomForest,typeXGBoost,XGBoost,typeELM,ELM
2010-01-01,0.0,,,,,,,,
2010-01-02,4.256365418895245,,,,,,,,
2010-01-03,0.7945445758837828,,,,,,,,
2010-01-04,0.7878986040086577,,,train,1.242829843123317,,,,
2010-01-05,0.6010270876692014,,,train,0.7660894424074738,,,,
2010-01-06,0.4246290881451004,,,train,0.6197276257244065,,,,
2010-01-07,0.2116402906377693,,,train,0.5982719735720332,,,,
2010-01-08,2.4022042838887896,,,train,1.7091677734205255,,,,
2010-01-09,0.9245522293630164,,,train,0.9706062864093884,train,1.16309,,
2010-01-10,0.7608066103516237,,,train,0.8848638985259485,train,0.92299515,,
2010-01-11,1.3054290110019762,train,0.9801001,train,1.2304683412627166,train,0.95314837,,
2010-01-12,0.4184106522573985,train,1.1695662,train,0.8359610967560831,train,1.1729943,,
2010-01-13,1.4224003908233684,train,0.897057,train,1.3342151077327211,train,1.1652775,,
2010-01-14,0.5526784361694898,train,0.839032,train,0.7715564332319671,train,1.2085421,,
2010-01-15,2.525563908914428,train,0.875515,train,1.9897677879788096,train,1.3012567,,
2010-01-16,0.9802063534502043,train,1.3104476,train,1.1870796350368842,train,1.2182295,train,1.402600754954889
2010-01-17,0.5074727550925193,train,1.0327934,train,0.6691294715387848,train,1.0345384,train,1.1479806505573567
2010-01-18,0.7423520389692668,train,0.86016333,train,0.820609803026927,train,1.1652775,train,0.8059104819782446
2010-01-19,0.1631032521281001,train,0.761714,train,0.3721269599812052,train,1.073385,train,0.5278153007368679
2010-01-20,1.2138671004315351,train,1.0333863,train,1.1558640599462644,train,1.0112925,train,0.8815541354705179
2010-01-21,0.3598420579533369,train,1.3574252,train,0.7456148973455469,train,1.2097834,train,1.090055659840687
2010-01-22,0.6467863007486138,train,1.0629482,train,0.8117634465937105,train,1.2215389,train,1.2023057583336656
2010-01-23,0.2344574751978121,train,0.9134921,train,0.4282308611576094,train,1.1323534,train,0.7442495029141424
