Fecha,Vol. Futuros,LSTM,typeRandomForest,RandomForest,typeXGBoost,XGBoost,typeELM,ELM
2010-03-08,0.5754413293529179,0.7860738,train,0.7031156460937636,train,0.74858654,train,0.9481211789528732
2010-03-09,1.1971566031395338,0.93068105,train,1.1439452124687497,train,0.89377344,train,1.1304137106505865
2010-03-10,0.1917546129271854,0.9182771,train,0.4833239287294001,train,1.195589,train,1.228688229107587
2010-03-11,0.7253324413142046,0.7207225,train,0.8407164614739544,train,0.8679388,train,0.9087869283710353
2010-03-12,0.993891973531573,0.8861344,train,0.9111131071410398,train,0.98807824,train,1.0357130627090478
2010-03-13,1.2081044210826095,0.84035015,train,1.0241267132485885,train,0.9283236,train,1.0877973621921513
2010-03-14,0.5131778526349522,0.8989299,train,0.6303649708249995,train,0.67629856,train,1.1878667037965092
2010-03-15,0.5620730024354387,0.8610644,train,0.6382890038269622,train,0.8612993,train,1.086527808070196
2010-03-16,1.312760165175741,1.0151997,train,1.1250930088743245,train,0.9396528,train,1.1039588932926865
2010-03-17,0.6499736130477992,1.188503,train,0.8843966484213139,train,1.2898303,train,1.3052601782838364
2010-03-18,1.4753435749952597,0.9796806,train,1.2644248002504352,train,0.9615311,train,1.0938533023104675
2010-03-19,2.1636828129141743,1.010299,train,1.7130148287213411,train,0.91401416,train,1.3462064485933345
2010-03-20,0.9724978155850186,0.88845533,train,0.9816967042688752,train,1.3716016,train,1.4554675319864474
2010-03-21,1.0624071849626917,0.71143186,train,0.99585411099285,train,0.86719334,train,1.1650507750986356
2010-03-22,1.961055039717748,0.6158342,train,1.4337297757560417,train,0.97395676,train,1.1809397342067494
2010-03-23,1.30720815673527,1.389477,train,1.353271676918601,train,1.3266771,train,1.6379477281290975
2010-03-24,0.3345106259914614,1.2201619,train,0.5972113517305796,train,1.013767,train,1.524394575361097
2010-03-25,1.990482229893304,1.5194285,train,1.7634928127281793,train,1.0300622,train,1.2811693191139393
2010-03-26,0.8429589955768164,1.3555809,train,0.8964626946566701,train,1.7645125,train,1.611536796899311
2010-03-27,0.4606400100064168,0.82845193,train,0.7705200197953692,train,0.73548126,train,0.9454091162200065
2010-03-28,0.7655347027224442,0.9637643,train,0.7971063437363225,train,0.6872843,train,0.869774118791921
2010-03-29,1.3739768569908548,0.7265828,train,1.205649343259374,train,1.0343329,train,0.9617404116944864
2010-03-30,0.5774104819086964,0.7946353,train,0.8042568359559505,train,1.3024017,train,1.332454091147035
2010-03-31,2.035693706874397,0.7189442,train,1.606018817789972,train,0.91869044,train,1.2773191667560069
2010-04-01,0.913916066848031,0.50886667,train,1.0616494778060528,train,1.3354789,train,1.360041752043745
2010-04-02,1.1847355159621429,0.43293265,train,1.0166499451398483,train,0.84333944,train,1.066878915605945
2010-04-03,0.5075556871646152,0.3753561,train,0.648216833343108,train,1.0127951,train,1.0534184435154628
2010-04-04,0.0697381726379047,0.5329866,train,0.2525701792292031,train,0.80806935,train,1.0437172125838388
2010-04-05,0.137738115470991,0.7165907,train,0.4120980972746881,train,1.0835918,train,1.080493331371344
2010-04-06,0.3227544490866599,1.1120774,train,0.6689644852228572,train,0.855617,train,1.1713540717712525
2010-04-07,1.192426052973553,1.1817936,train,1.109734733968656,train,0.98510915,train,1.152825697084112
2010-04-08,2.0937403954265426,0.99969804,train,2.1569420653138667,train,1.1421069,train,1.1537013224261718
2010-04-09,1.4959142078156509,0.9961507,train,1.4032890117774663,train,1.2014979,train,1.3706985826820324
2010-04-10,0.0235084294302442,0.7068608,train,0.3162540035420418,train,0.60316664,train,1.1456409795129157
2010-04-11,0.6173486096188712,0.5694259,train,0.6992355158726451,train,0.74233246,train,0.8113380380197295
2010-04-12,0.044659641592202,0.7186764,train,0.4088114812056008,train,0.82222146,train,1.133897590092884
2010-04-13,1.0160012138384138,1.1181113,train,1.029584286659675,train,1.1637936,train,1.097754588343289
2010-04-14,0.265101461829013,1.1873877,train,0.5805546314558976,train,1.0223547,train,1.3513206796962969
2010-04-15,0.0758725377823912,1.0311426,train,0.4652369401388291,train,1.0249189,train,1.1106660248544549
2010-04-16,2.031888956887492,1.0040683,train,1.558843439667251,train,1.4985877,train,0.9447260732906916
2010-04-17,0.9475817238767203,0.9752062,train,1.1103316707469464,train,0.7871504,train,1.192267945833653
2010-04-18,0.3193562760765831,0.56407654,train,0.5416220573925407,train,0.6129791,train,0.9795910102530708
2010-04-19,0.5507360987076767,0.5224019,train,0.6057109057361924,train,0.81360674,train,0.9908044189290256
2010-04-20,0.1162115180177518,0.78502315,train,0.3641902131524616,train,1.054218,train,1.1669103630801003
2010-04-21,0.4249571780548517,0.89782906,train,0.7769355067544683,train,1.0825186,train,1.020358184290043
2010-04-22,1.073629944725606,0.97895086,train,0.9762863534732292,train,1.259377,train,0.9722832158011177
2010-04-23,0.5325231298752781,0.94366527,train,0.787240999085014,train,1.1192145,train,1.1252048051440704
2010-04-24,0.7909531510319171,0.81077105,train,0.8555638570800129,train,0.9732026,train,0.9890197279019856
2010-04-25,0.5306899486706128,0.9341355,train,0.6062335388469466,train,0.7068535,train,1.0824534159691392
2010-04-26,0.7542120330397569,0.8553547,train,0.6979659104645949,train,0.85698354,train,1.10528455005715
2010-04-27,1.3290493711936242,0.80755913,train,1.2492151359967367,train,0.84582305,train,1.1725718628763175
2010-04-28,2.305033094326315,0.7830185,train,1.8357696721628487,train,1.1508121,train,1.3091298532718028
2010-04-29,0.4844429075532427,0.6076664,train,0.9581374392451574,train,1.4511086,train,1.377779915712119
2010-04-30,0.519096456696987,0.34298548,train,0.6463609469435413,train,0.8863999,train,1.0196782192559086
2010-05-01,1.16963475399624,0.54405403,train,1.2466787459059143,train,0.94302964,train,1.1174965902449872
2010-05-02,1.056209592334945,0.5436606,train,0.9801617474139092,train,0.9486748,train,1.1890978032234654
2010-05-03,0.1134436111393682,0.26549777,train,0.407852324619716,train,0.9800422,train,1.0040214695972889
2010-05-04,0.7251663395320236,0.45295933,train,0.941345649588847,train,0.97020817,train,0.8762006309484524
2010-05-05,0.1092299398609038,0.5930617,train,0.4274272668965255,train,0.8633824,train,1.0975331884564148
2010-05-06,3.032776812969875,0.3946183,train,2.469335583199166,train,1.7468174,train,0.898634905511768
2010-05-07,0.1127184038187498,0.38425246,train,0.6039215857067384,train,1.0861019,train,1.61309002421441
2010-05-08,0.1688199864431547,-0.5584813,train,0.5730543722738827,train,0.94173324,train,0.8636821410372887
2010-05-09,0.1325775352159067,-0.46790734,train,0.4155507784979748,train,0.7610422,train,0.7250959201525935
2010-05-10,0.376438682194376,0.32504985,train,0.6145620021372892,train,0.8471064,train,0.9409168100705586
2010-05-11,1.264897817062091,0.6474344,train,1.2671027031391762,train,0.9436109,train,0.9946631128699936
2010-05-12,1.1395087461859197,1.3298651,train,1.1908008779885837,train,1.2131914,train,1.3590830416035329
2010-05-13,0.1825817560344762,1.191158,train,0.463058916078616,train,0.91628855,train,1.1572542283490472
2010-05-14,2.064208935982084,1.3748832,train,1.6003005187038055,train,1.24939,train,0.6661454171153344
2010-05-15,1.3858086264059142,1.6048717,train,1.478105599181029,train,1.0522902,train,1.1082498450175875
2010-05-16,0.1176589377420448,1.252511,train,0.4585115435020094,train,0.85399365,train,1.1904892477507656
2010-05-17,1.4913640670579615,1.4409603,train,1.446444276146437,train,1.1305732,train,1.1703418283410938
2010-05-18,1.255555637043851,1.6295495,train,1.33361999579957,train,1.2557962,train,1.358941287908484
2010-05-19,2.79087881170765,1.513085,train,2.146789934412882,train,1.3921493,train,1.190912181299145
2010-05-20,0.6435759483958468,1.5258886,train,1.312795550446595,train,0.873569,train,1.48369389918539
2010-05-21,0.5680757560589472,0.80610883,train,0.811035717577351,train,1.0667765,train,1.0403023197595154
2010-05-22,0.1319299173082445,0.33961657,train,0.3339629692088262,train,0.5437245,train,0.8993043022259211
2010-05-23,0.1847966754542429,0.2000416,train,0.4620817891723305,train,0.4756701,train,0.7480781244003762
2010-05-24,0.0604905183039227,0.26753172,train,0.3722638632131874,train,0.7998175,train,1.0786399108433358
2010-05-25,0.3773589383639488,0.33987287,train,0.6895824793901094,train,1.0661589,train,1.140073081287787
2010-05-26,0.7130823985849266,0.64702916,train,0.9178993926992458,train,1.0361214,train,1.030312829813402
2010-05-27,0.7822725681209077,0.7100899,train,0.8935680515535345,train,1.1859764,train,1.079183639221316
2010-05-28,0.371747640013242,0.8614312,train,0.628565001335626,train,0.86156774,train,0.949002697097014
2010-05-29,0.7449328695451065,0.97730786,train,0.6944214373377039,train,0.8938071,train,1.1039230400594977
2010-05-30,0.2361915573127649,1.1142988,train,0.4450717322075275,train,0.8591311,train,1.1659539432418675
2010-05-31,1.018361440879654,1.0138775,train,0.8917086167837149,train,1.2178155,train,0.9403838069987198
2010-06-01,1.6614744390522174,1.5825753,train,1.3589457932082198,train,1.1845692,train,1.1272852138246636
2010-06-02,0.8457487441539395,1.3975376,train,1.3578884822843469,train,1.1832253,train,1.4861351290901583
2010-06-03,0.1476015028120457,1.5118412,train,0.5922334664625445,train,1.2203265,train,1.3292064466953173
2010-06-04,1.373698973017922,1.1061827,train,1.300565671314153,train,0.69804645,train,1.0316022281145945
2010-06-05,0.8641976127066084,1.0361931,train,0.9845243700453654,train,0.92832816,train,1.1333079504574075
2010-06-06,0.0287726860039251,0.8924557,train,0.3121685675969097,train,0.9672755,train,0.9047500081273666
2010-06-07,0.3482588891976945,0.5574316,train,0.5299267442762715,train,0.7706605,train,0.8821666370332661
2010-06-08,0.3375214154904086,0.8730131,train,0.5579962594355,train,0.84455335,train,1.1098761688422063
2010-06-09,0.6716443158903621,1.4230456,train,0.8338183576323523,train,0.90906453,train,1.1265618494906149
2010-06-10,1.8788543113251288,1.4697529,train,1.5725186606165362,train,1.469003,train,1.271933360739137
2010-06-11,5.640792953953959,2.158354,train,4.06918544660704,train,3.389305,train,1.3927162167401874
2010-06-12,1.8877906687090973,2.167222,train,1.8959347943620828,train,1.502538,train,2.2002961004645347
2010-06-13,0.1568259873154792,1.4658277,train,0.6543766588196961,train,0.9940484,train,1.5437514563369463
2010-06-14,2.3250153971246976,1.6328163,train,1.7698847296043885,train,1.5737437,train,1.1275965885456531
2010-06-15,5.415438471049764,2.177501,train,3.837518294850712,train,3.071987,train,1.656038171214087
2010-06-16,0.3772403090544336,1.88965,train,1.0194699268732648,train,1.2061911,train,2.259820059091954
2010-06-17,1.5233553868950829,1.0646235,train,1.383538539467681,train,1.3575505,train,1.4059497154434608
2010-06-18,2.463801189692921,1.738244,train,1.9479492965906733,train,1.7208031,train,1.8058740037518195
2010-06-19,0.8277274687887457,1.4276227,train,0.9936558784777832,train,1.5495688,train,1.822661295646864
2010-06-20,0.9252414376770428,1.1015178,train,0.9512569615088828,train,0.88805884,train,1.2508953019090303
2010-06-21,0.717026875508477,1.1700405,train,0.7796988463628031,train,0.6370272,train,1.346244216345155
2010-06-22,0.0943247986929567,1.04247,train,0.3227059320952031,train,0.8693468,train,1.4860360227437008
2010-06-23,0.3147626142993531,0.91223156,train,0.5100284291977076,train,1.1696215,train,1.1846745122945164
2010-06-24,5.011037559498554,1.6121604,train,3.5781273734769226,train,2.6203992,train,1.058183592359056
2010-06-25,0.1498127621021991,1.7357013,train,0.9247159534515056,train,1.0550795,train,2.146818032697312
2010-06-26,0.1978479885366943,1.0297941,train,0.6951379523395,train,1.0296558,train,0.9860867682401594
2010-06-27,0.597491419869875,1.2365521,train,0.6164751842907701,train,0.7446843,train,1.0062615032334168
2010-06-28,1.2153820301938658,1.9054531,train,1.2459726968094256,train,1.1321707,train,1.2740128462938505
2010-06-29,2.928824353617088,1.7417486,train,2.317134143044699,train,2.0806286,train,1.324448524922859
2010-06-30,1.6580054355616505,1.866105,train,1.4797462024664672,train,1.3842155,train,1.5308664418762008
2010-07-01,1.210668540302005,1.8291972,train,1.4046398522652666,train,1.4107723,train,1.3553972656711737
2010-07-02,2.3745407900802173,1.9249187,train,1.8585546087653213,train,1.2415681,train,1.203394604653529
2010-07-03,0.4997242571951505,1.9640387,train,1.1519046205677297,train,1.5278805,train,1.4793491224481992
2010-07-04,1.5722088415540094,1.2005332,train,1.4056440868680842,train,1.1501379,train,1.1698589911253474
2010-07-05,6.095702351042056e-06,2.0643022,train,0.6139177576223822,train,1.2097921,train,1.4325179006246491
2010-07-06,5.352552778782186,2.5072358,train,3.9157533681868806,train,3.214646,train,1.0600692311776403
2010-07-07,3.258235394257868,2.7665575,train,3.0311633325144305,train,2.1784616,train,2.1550375083756883
2010-07-08,0.6244166401076495,1.7044393,train,0.9391273830574286,train,1.1689575,train,1.902604348342976
2010-07-09,0.9661910911736892,1.2812206,train,1.098169253195595,train,1.056078,train,1.362120362627664
2010-07-10,1.395355941763886,1.4197159,train,1.256244057054972,train,1.1149281,train,1.3011811217567046
2010-07-11,0.1439140324223146,1.4557592,train,0.4859389439302219,train,1.2089612,train,1.270899639986628
2010-07-12,1.2824640904496665,1.1785202,train,1.2702552325506904,train,1.1868892,train,1.1103264252114742
2010-07-13,1.2947159895093618,1.2020993,train,1.1676024421020197,train,1.2442838,train,1.5734452295742076
2010-07-14,0.3989571042830312,1.293901,train,0.7506173555439825,train,1.5548294,train,1.5900190471404143
2010-07-15,1.3439481041270993,1.4078634,train,1.2987157336341633,train,1.5155283,train,1.1556739967932437
2010-07-16,6.06796098459396e-06,1.4390177,train,0.4470047122727291,train,1.0644324,train,1.3701488228880483
2010-07-17,0.8820864607607795,1.3717939,train,1.2134465763883056,train,0.9516076,train,0.927864199957118
2010-07-18,0.1742082556709551,1.6275201,train,0.5196723309022341,train,0.8517619,train,1.1246247786683767
2010-07-19,2.7699229407304675,1.5137529,train,2.1846021549961088,train,1.5846221,train,0.9725339967836244
2010-07-20,3.4859865117493,1.7676886,train,2.7476866014042587,train,1.7875271,train,1.4747119292343025
2010-07-21,0.5418339949341078,1.2916491,train,0.804379710099558,train,1.0731571,train,1.7036754811550954
2010-07-22,2.758795651882896,1.7192212,train,2.29760289439807,train,1.7558178,train,1.1070693148972903
2010-07-23,2.62450217734822,1.8746718,train,2.5779466536921314,train,1.519517,train,1.4741336123771271
2010-07-24,0.1209825727664281,1.5111947,train,0.5483561170476066,train,1.6326497,train,1.694155693065269
2010-07-25,0.5556608712879084,1.5156636,train,0.9414261423586232,train,1.3353485,train,1.4388871584728598
2010-07-26,0.1934236579830968,1.5956095,train,0.518003578118536,train,0.8475276,train,1.327463814311198
2010-07-27,1.1234367435798012,1.5376456,train,1.0934801097239033,train,1.0267258,train,1.2641108335924416
2010-07-28,2.2045283540013765,1.6878312,train,1.7719901580537605,train,1.5532635,train,0.966332234872476
2010-07-29,3.319441202597845,1.6471618,train,2.566690309352105,train,1.3803353,train,1.17994175008054
2010-07-30,1.860651932247132,2.044027,train,1.876771778643256,train,1.5377675,train,1.994799596393891
2010-07-31,0.1558466979104736,1.6075314,train,0.6211193097733857,train,1.1097319,train,1.5482813624425436
2010-08-01,0.7075643900892216,1.3282586,train,0.8147909501548585,train,1.337968,train,1.0833074511466974
2010-08-02,1.6272676010622644,1.6906838,train,1.342566993454462,train,1.2920893,train,1.2989305003726836
2010-08-03,3.450143171766574,1.6635777,train,2.7001463411656506,train,2.3031664,train,1.4453760917058485
2010-08-04,1.843096168505672,1.2119851,train,1.6120247568851085,train,1.7187259,train,1.811993629743553
2010-08-05,0.0588928167787413,1.0627542,train,0.5887799428596325,train,0.99673605,train,1.4587867364490128
2010-08-06,1.4529536551217854,1.0459802,train,1.2714185764147938,train,1.2000433,train,1.111601233222576
2010-08-07,0.456876751283451,0.77692163,train,0.8041625883029071,train,1.1264096,train,1.1995415771645837
2010-08-08,0.6955403490565457,0.7058897,train,0.7156059034992437,train,0.8438007,train,1.0147674179669763
2010-08-09,1.0669929324696776,0.66390693,train,0.996210182289583,train,0.9531298,train,1.2057603762616595
2010-08-10,0.0294767872436555,0.68835026,train,0.3700050653777041,train,0.96831393,train,1.2678755450208166
2010-08-11,0.5584143827339434,0.6727253,train,0.8346019835475795,train,1.3736137,train,1.0398252726892472
2010-08-12,2.86022675568626,0.81041026,train,1.9684674173797576,train,1.8627524,train,1.067963791947083
2010-08-13,0.0284859708520788,0.78405267,train,0.5627100648301906,train,0.7501571,train,1.5530911615644911
2010-08-14,0.4263558557439037,1.0846236,train,0.7486070484117302,train,0.954132,train,1.0081272866506124
2010-08-15,0.8527957343896603,0.900621,train,0.8668400317922491,train,0.84578323,train,0.94163178700363
2010-08-16,1.3804980473004365,1.1179228,train,1.388614692604401,train,1.1607313,train,1.3057930369176054
2010-08-17,1.8069379259461849,1.139694,train,1.5035932452592498,train,1.304193,train,1.4059960499848394
2010-08-18,0.1996293262424635,1.6110364,train,0.7167090478486844,train,1.2478453,train,1.4796314397527022
2010-08-19,1.2200463436666489,1.2921789,train,1.1594515886102303,train,1.1538507,train,1.1559517729119355
2010-08-20,2.3687884780182618,1.4476645,train,1.9058404469065888,train,1.5381645,train,1.053503937507492
2010-08-21,1.9411190818768027,1.5116706,train,1.6141158767510646,train,1.3965523,train,1.2533220124631086
2010-08-22,0.6308629435063727,1.5818049,train,0.6940267382234241,train,1.5771672,train,1.3388778065948126
2010-08-23,2.5995264409270944,1.4214824,train,1.9336645464178288,train,1.8273052,train,1.2738759342601806
2010-08-24,8.416044850752247,1.973677,train,5.95325668601223,train,4.4677715,train,1.7446638394918796
2010-08-25,1.6619207101337838,1.7469915,train,2.2686600211142105,train,1.6462219,train,2.925814223244755
2010-08-26,3.502827804607988,1.4339025,train,2.9024728164447207,train,2.49164,train,1.4111872627275652
2010-08-27,4.092790241578789,1.4026111,train,3.3191872970884235,train,3.0796885,train,1.9385913616445485
2010-08-28,1.3946906065266618,1.1317959,train,1.3166605101512758,train,1.6024183,train,2.0675512800896736
2010-08-29,0.079840636695355,1.0034597,train,0.715985291923821,train,1.076363,train,1.5208852073553776
2010-08-30,0.0723770318041224,0.6589408,train,0.4285977846828019,train,0.9268109,train,1.4064547847818805
2010-08-31,1.5434570468548727,1.1727495,train,1.3733953526712408,train,1.3269284,train,1.3360031863938968
2010-09-01,2.071162756939248,1.4714948,train,1.94300759672048,train,1.9766933,train,1.4914712086402604
2010-09-02,1.4847674467094316,1.0428267,train,1.535307807750782,train,1.8602165,train,1.431287647824308
2010-09-03,1.004760659213519,1.122881,train,1.067404517230783,train,0.9866807,train,1.6938957444555591
2010-09-04,0.6289608364025951,1.1574703,train,0.7489660808117975,train,0.93866795,train,1.4251950063834318
2010-09-05,0.0094248647532941,1.0683603,train,0.2399197672459436,train,0.984035,train,1.09577444779422
2010-09-06,5.370569133741764e-06,1.1845455,train,0.3552937623359378,train,1.0034394,train,0.7530722334929478
2010-09-07,2.3880147763406625,1.2227961,train,2.138516143600409,train,2.0061216,train,0.7425954903313723
2010-09-08,1.2506676828095382,1.7903826,train,1.4873255167486965,train,1.2816103,train,1.7473898477744103
2010-09-09,2.0667838355430392,1.4931033,train,1.9391669452379336,train,1.5426543,train,1.7001782474596918
2010-09-10,0.476948439903528,1.5288967,train,0.927136110143986,train,1.2757518,train,1.7651399422333596
2010-09-11,0.9814167285830904,1.2445114,train,0.9917287504073702,train,1.3426384,train,1.1229364689310444
2010-09-12,0.13507472880226,1.52236,train,0.4862708488211849,train,0.9080156,train,0.7823816690578135
2010-09-13,1.2455441267345797,1.3649006,train,1.1274117688452112,train,1.06159,train,0.6618283113670248
2010-09-14,3.25317250024846,1.934702,train,2.636494303123463,train,2.0324545,train,1.1977387842369798
2010-09-15,0.5435499340783502,1.662753,train,0.9594429648213252,train,1.3529257,train,1.7740114919410668
2010-09-16,1.2010588243660238,1.6182966,train,1.4015292737803948,train,1.676816,train,1.3987322351492135
2010-09-17,1.32207108085284,1.6544034,train,1.3591440909093468,train,1.0255668,train,1.4112283386242106
2010-09-18,2.0899771411666714,1.5593866,train,1.713944583958451,train,1.5921977,train,1.1011016870475578
2010-09-19,1.8268515749980705,1.5909721,train,1.5493834569925733,train,1.537585,train,1.1993777496956488
2010-09-20,0.0467737134863658,1.513849,train,0.4300934698197347,train,1.6864544,train,1.046879425377682
2010-09-21,1.2931807673353148,1.5820936,train,1.2972474086447114,train,1.1315252,train,0.8676067182592981
2010-09-22,1.6260520871780406,1.5553632,train,1.5742035281727336,train,1.36394,train,1.368575796486374
2010-09-23,0.9402724142171278,1.5403125,train,1.247763107142111,train,1.1528043,train,1.348731420032657
2010-09-24,0.5797117684325958,1.4833914,train,0.8877620372434694,train,1.1792841,train,1.4054721934970835
2010-09-25,1.262616714308326,1.1612252,train,1.0430731205815869,train,0.93778133,train,1.1133826609934372
2010-09-26,0.1682076949523704,1.3748413,train,0.5908992376551634,train,0.7884552,train,0.9964771365213074
2010-09-27,2.340297399848952,1.3794093,train,2.0123140616041804,train,1.566899,train,0.8793262775843977
2010-09-28,3.610305890673044,1.4643296,train,2.7291880952519505,train,2.3111444,train,1.330120022083842
2010-09-29,1.7080746197629335,1.2916255,train,1.5057712749381509,train,1.7163074,train,1.846013800345672
2010-09-30,1.4642344031623264,1.1595185,train,1.4184964536259246,train,1.4678164,train,1.5820233981366876
2010-10-01,1.0709974676877565,1.1389776,train,1.1870736464159677,train,1.2073284,train,1.3638052303379462
2010-10-02,2.443402122765481,1.3604254,train,1.9010955084482608,train,1.514178,train,1.0916138149649657
2010-10-03,2.413039854061479,1.3630931,train,1.90225692626885,train,1.5960413,train,1.3962547095488722
