Fecha,Vol. Futuros,typeLSTM,LSTM,typeRandomForest,RandomForest,typeXGBoost,XGBoost,typeELM,ELM
2020-01-01,1.2899457760904345,,,,,,,,
2020-01-02,0.7350455366085377,,,,,,,,
2020-01-03,0.5918344361205096,,,,,,,,
2020-01-04,1.367154258393283,,,,,,,,
2020-01-05,1.505321285893915,,,,,,,,
2020-01-06,0.5081280687581757,,,,,,,,
2020-01-07,0.2044572374476228,,,,,,,,
2020-01-08,2.69111665334746,,,train,2.310024703749315,,,,
2020-01-09,1.5222281247718752,,,train,1.7233427701250696,train,1.5739884,,
2020-01-10,1.3542314451934303,,,train,1.240160716281924,train,1.2977865,,
2020-01-11,0.4681859701626271,,,train,0.7767822720106818,train,1.4490939,train,1.519936852832944
2020-01-12,1.9493140031636056,,,train,1.8425046272127257,train,1.5737898,train,1.1856414012323662
2020-01-13,1.3516828116199882,,,train,1.4582401482698726,train,1.4794053,train,1.5802680105996365
2020-01-14,0.3050775955205447,,,train,0.446181901752724,train,1.1751686,train,1.2282700801220794
2020-01-15,0.5235614053945052,,,train,0.5865346985932699,train,1.3733839,train,1.1844212024164926
2020-01-16,1.1881327886752675,train,0.97857106,train,1.2134560242531642,train,1.4490939,train,1.4332454242554493
2020-01-17,0.7107981947794908,train,1.048711,train,0.6887178984621405,train,1.3218148,train,1.3596188108831129
2020-01-18,0.2995874402042159,train,1.0427805,train,0.6277572131146658,train,1.3218148,train,1.2106507008632175
2020-01-19,0.1299080621834803,train,1.0020115,train,0.4271522483096579,train,1.4490939,train,1.1485216627307548
2020-01-20,0.1611754499106269,train,0.9636337,train,0.7576342838462533,train,1.3975248,train,1.1329220083354432
2020-01-21,0.3950001102797744,train,0.9559255,train,0.5104947097652749,train,1.3975248,train,1.0319385736986662
2020-01-22,0.0450349028102233,train,1.0097555,train,0.3360431164278958,train,1.3975248,train,0.9874474036483745
2020-01-23,1.4311514393255726,train,1.0586468,train,1.207794050831466,train,1.3975248,train,0.8940737643389522
2020-01-24,2.1998642457237776,train,1.1126626,train,1.853643991229416,train,1.3975248,train,1.3391187069837442
2020-01-25,1.904046571174338,train,1.2467167,train,1.656527492447172,train,1.461601,train,1.3474458725378704
2020-01-26,0.797569047456087,train,1.2841167,train,0.9121617342711484,train,1.4313345,train,1.317231479627303
2020-01-27,0.5743405330303827,train,1.2321912,train,0.9479630172003056,train,1.3318405,train,1.0999863953869684
2020-01-28,1.4647084440734763,train,1.1370635,train,1.346721381098724,train,1.3733839,train,1.054935768677226
2020-01-29,2.897353803515561,train,1.1621711,train,1.9611025166381968,train,1.4488454,train,1.2464697375923495
2020-01-30,0.5404090774011734,train,1.3472294,train,1.0365375572529347,train,1.461601,train,1.6281119275399951
2020-01-31,1.1266344983100531,train,1.1918553,train,1.5088788570317295,train,1.4250656,train,1.2125447528972764
2020-02-01,0.949190543424825,train,1.1518438,train,1.197094560961327,train,1.4490939,train,1.7293186408879087
2020-02-02,2.2841217784914933,train,1.1085775,train,1.6250356743414656,train,1.3218148,train,1.2838672567292693
2020-02-03,1.5045470709314714,train,1.2651815,train,1.6154046100026909,train,1.5131701,train,1.6236642330545619
2020-02-04,0.2550371186005288,train,1.218907,train,0.4361027455769225,train,1.2508787,train,1.374891239248219
2020-02-05,0.4083721856994941,train,1.0321707,train,0.8285619961810515,train,1.4490939,train,1.3077762101961523
2020-02-06,0.4083721856995077,train,0.9593385,train,0.6495365978243838,train,1.4490939,train,1.4172476315398455
2020-02-07,0.2035624112597794,train,0.9601424,train,0.3042844413182672,train,1.3218148,train,1.0621662518713593
2020-02-08,0.4964518092232793,train,0.9499804,train,0.6324522338445973,train,1.3218148,train,1.0994227153804799
2020-02-09,0.7667193305619916,train,0.98414165,train,1.0154052445257609,train,1.3975248,train,1.2133139763559626
2020-02-10,0.7001438734968917,train,1.0539894,train,0.8117955562920058,train,1.3975248,train,1.2957349944245289
2020-02-11,0.1992032531240576,train,1.1134292,train,0.4691116289650978,train,1.3975248,train,1.1862922476655509
2020-02-12,0.1491424586670119,train,1.1215539,train,0.2847462452990432,train,1.3975248,train,0.9346155144709136
2020-02-13,3.7059335916774248,train,1.0926645,train,2.688784185733536,train,1.3975248,train,0.9086602857829877
2020-02-14,4.35564048364502,train,1.3351319,train,3.256603188773288,train,2.9361672,train,1.7832077469880838
2020-02-15,1.1724009371212356,train,1.5534625,train,1.160403579653788,train,1.3827487,train,1.737933183924611
2020-02-16,1.2240897412521297,train,1.3773991,train,1.415729957186189,train,1.4250656,train,1.3165374428990064
2020-02-17,1.8066111016514084,train,1.3313795,train,1.6923371840466035,train,1.5737898,train,1.576040726799043
2020-02-18,0.5067535236575924,train,1.3559041,train,0.6622789133052143,train,1.4980798,train,1.3108378376082928
2020-02-19,0.2343567981468269,train,1.1844606,train,0.5090042696549786,train,1.2267377,train,1.0746624951329475
2020-02-20,3.0420596700711853,train,1.0535345,train,2.223822543575164,train,1.7838998,train,1.3601538435157945
2020-02-21,4.943345785517375,train,1.5639961,train,4.115766993091645,train,2.9321156,train,2.245856308569332
2020-02-22,1.571832626950776,train,2.0512948,train,1.5224943971208351,train,1.5341798,train,2.5566632127169706
2020-02-23,2.24620381678938,train,1.4721628,train,1.8142391039802763,train,1.4250656,train,1.596912126352942
2020-02-24,2.073182317480946,train,1.5943812,train,1.9842403918437417,train,1.8809404,train,2.0519222974087032
2020-02-25,1.1267724846342289,train,1.5993336,train,1.2323107710672387,train,1.637866,train,1.5250399679005215
2020-02-26,1.8501915385321988,train,1.4099089,train,1.4449484056647468,train,1.2267377,train,1.3733258853308903
2020-02-27,0.8283526426643875,train,1.6805865,train,0.9179478627306435,train,1.3733839,train,1.7763083353983562
2020-02-28,1.7407677316253023,train,1.5144123,train,1.4947962209550083,train,1.5057956,train,1.6144419705664848
2020-02-29,0.4069836621173391,train,1.7219191,train,0.735041890362471,train,1.685369,train,2.162113034746355
2020-03-01,0.2639822201410393,train,1.2938559,train,0.5172409267643542,train,1.3975248,train,1.34616537451205
2020-03-02,3.3785306752695474,train,1.270594,train,2.5884477909050965,train,1.3733839,train,1.4365778804566016
2020-03-03,5.431967408015392,train,2.2108307,train,4.490177225375173,train,3.9550717,train,2.068458965462284
2020-03-04,3.274851843026279,train,2.4428153,train,3.2256063109395985,train,2.189328,train,2.278697295818509
2020-03-05,6.43393661231856,train,1.784348,train,4.4133390771399865,train,4.085758,train,1.998397441193922
2020-03-06,3.945742755845812,train,2.6064284,train,3.9168844422850793,train,3.0716774,train,3.0054400733558073
2020-03-07,1.7091587710159044,train,2.0275629,train,2.121149389077618,train,1.9810029,train,1.914819716691657
2020-03-08,0.8233164760327127,train,1.9132334,train,1.863151221916017,train,1.3736842,train,1.8656389437521794
2020-03-09,4.008911306829982,train,1.9702091,train,2.9250108668085018,train,1.946705,train,1.6746351044653771
