Fecha,Vol. Futuros,typeLSTM,LSTM,typeRandomForest_x,RandomForest,typeRandomForest_y,RandomForest.1,typeXGBoost,XGBoost,typeELM,ELM
2020-02-15,1.172400937,train,1.5375948,train,1.675056898,train,1.667865793,train,1.7682477,train,1.698277197
2020-02-16,1.224089741,train,1.4570929,train,1.276304189,train,1.498495734,train,1.7298347,train,1.351448755
2020-02-17,1.806611102,train,1.4106855,train,1.681683228,train,1.654687378,train,1.6099132,train,1.713495225
2020-02-18,0.506753524,train,1.384876,train,0.687406018,train,0.710352109,train,1.5276543,train,1.585393289
2020-02-19,0.234356798,train,1.2943591,train,0.549471735,train,0.720270026,train,1.6099132,train,1.177632813
2020-02-20,3.04205967,train,1.3150144,train,2.403113215,train,2.366177736,train,1.6099132,train,1.324964367
2020-02-21,4.943345786,train,1.3365463,train,4.00636459,train,3.2718138,train,2.2098477,train,1.685266867
2020-02-22,1.571832627,train,1.465957,train,2.100229043,train,1.877048208,train,1.7682477,train,1.989762064
2020-02-23,2.246203817,train,1.2554679,train,1.739292136,train,1.954298007,train,1.7298347,train,1.835305735
2020-02-24,2.073182317,train,1.1854556,train,1.971461672,train,1.956442029,train,1.6030552,train,2.158947393
2020-02-25,1.126772485,train,1.1256275,train,1.282867521,train,1.215247823,train,1.6030552,train,1.700392213
2020-02-26,1.850191539,train,0.9819122,train,1.50913408,train,1.373945548,train,1.6099132,train,1.425004701
2020-02-27,0.828352643,train,0.9276415,train,0.989778525,train,1.013745647,train,1.6099132,train,1.867671897
2020-02-28,1.740767732,train,0.7953504,train,1.55947453,train,1.631713426,train,1.5276543,train,1.430408462
2020-02-29,0.406983662,train,0.7944023,train,0.740887991,train,0.64323441,train,1.6099132,train,2.003063585
