Fecha,Vol. Futuros,typeLSTM,LSTM,typeRandomForest_x,RandomForest,typeRandomForest_y,RandomForest.1,typeXGBoost,XGBoost,typeELM,ELM
2020-03-01,0.26398222,train,1.2574595,train,0.581826139,train,0.674195789,train,1.5276543,train,2.152512298
2020-03-02,3.378530675,train,2.5881433,train,2.638828097,train,2.768902019,train,1.6099132,train,2.541200219
2020-03-03,5.431967408,train,4.408139,train,4.344093557,train,4.612968508,train,3.6321654,train,3.11295803
2020-03-04,3.274851843,train,4.7287617,train,3.211200954,train,3.406046613,train,2.5019963,train,3.556063914
2020-03-05,6.433936612,train,4.529985,train,4.821874618,train,5.186806683,train,3.8650627,train,3.419757848
2020-03-06,3.945742756,train,3.9751728,train,3.723751216,train,3.402675595,train,3.1706712,train,3.766979384
2020-03-07,1.709158771,train,3.0174017,train,2.073778796,train,2.202812811,train,1.9101001,train,2.36423537
2020-03-08,0.823316476,train,2.61651,train,1.266775525,train,1.561849414,train,1.7298347,train,2.345121755
2020-03-09,4.008911307,train,2.669015,train,3.071981892,train,2.996888939,train,2.0967171,train,1.991412687
2020-03-10,4.749996838,train,3.2790835,train,3.945702219,train,3.693122493,train,3.1706712,train,2.118364543
2020-03-11,2.39161089,train,2.6823435,train,2.654177557,train,2.420856151,train,2.1816742,train,2.87914632
2020-03-12,2.174983788,train,2.0236511,train,2.332264869,train,2.431895981,train,1.6030552,train,3.119158395
2020-03-13,1.942706796,train,1.818581,train,1.945334297,train,2.148437466,train,2.0097947,train,3.016754495
2020-03-14,1.116197116,train,1.7003335,train,1.319528038,train,1.528786226,train,1.4886572,train,2.703114071
2020-03-15,0.674189282,train,1.6462965,train,1.186367792,train,1.166236374,train,1.4886572,train,2.250486004
2020-03-16,1.196325295,train,1.5758132,train,1.305376844,train,1.575042189,train,1.4886572,train,1.582997391
2020-03-17,0.967125527,train,2.4571877,train,1.261092371,train,1.530748636,train,1.4063983,train,2.004254945
2020-03-18,4.883644011,train,3.6578848,train,3.665987566,train,3.481343281,train,2.7910197,train,4.21112146
2020-03-19,7.658391551,train,4.4943953,train,6.076792308,train,5.715728135,train,4.396331,train,5.138432594
2020-03-20,2.58106141,train,3.3326,train,3.244321294,train,3.490765677,train,2.1587093,train,3.887560953
2020-03-21,0.134163727,train,1.7765846,train,1.004398199,train,0.621861854,train,1.9247769,train,1.71573754
2020-03-22,0.056530998,train,1.1627663,train,0.843160313,train,0.93529419,train,1.5105255,train,1.135850654
2020-03-23,1.208958996,train,1.9036134,train,1.540004102,train,1.664569887,train,1.7128522,train,1.934942412
2020-03-24,3.524772422,train,3.3846703,train,3.147117246,train,2.841389593,train,2.583604,train,2.455919167
2020-03-25,3.404750705,train,3.9875412,train,3.453328739,train,3.547040072,train,2.6342323,train,3.750467802
2020-03-26,4.163995112,train,3.901724,train,3.655886332,train,3.718390143,train,2.6342323,train,4.025401191
2020-03-27,7.321355909,train,4.3448505,train,5.728883134,train,5.358893681,train,4.396331,train,4.335807589
2020-03-28,2.254793139,train,3.163323,train,3.308640587,train,2.899349621,train,2.1006157,train,2.803189003
2020-03-29,2.165905679,train,1.9367824,train,2.083159573,train,2.00809213,train,2.0683568,train,1.520835073
2020-03-30,3.023395282,train,2.3464394,train,2.773516676,train,2.614333185,train,2.3537805,train,2.054056427
2020-03-31,0.20933648,train,2.2358265,train,1.137083373,train,1.069219998,train,1.4817992,train,1.959711073
2020-04-01,3.01445028,train,2.5724318,train,2.742342341,train,2.560906785,train,2.583604,train,1.868357957
