"Fecha","Último","Apertura","Máximo","Mínimo","Vol.","% var."
"24.04.2019","90,45","91,65","92,00","90,25","0,16K","-1,15%"
"23.04.2019","91,50","92,00","92,00","90,10","0,18K","0,44%"
"22.04.2019","91,10","90,50","93,20","90,50","0,58K","1,00%"
"18.04.2019","90,20","87,05","91,50","87,00","15,14K","3,62%"
"17.04.2019","87,05","90,20","90,75","86,35","26,97K","-3,81%"
"16.04.2019","90,50","91,05","91,55","89,80","19,19K","-0,98%"
"15.04.2019","91,40","90,00","91,70","89,85","34,58K","1,11%"
"12.04.2019","90,40","90,80","91,15","89,35","33,84K","0,17%"
"11.04.2019","90,25","94,10","94,30","90,15","62,05K","-4,24%"
"10.04.2019","94,25","93,75","94,50","93,10","28,26K","0,64%"
"09.04.2019","93,65","93,30","94,85","93,15","47,97K","0,75%"
"08.04.2019","92,95","93,20","93,80","92,05","35,23K","-0,27%"
"05.04.2019","93,20","94,80","95,75","93,05","35,73K","-2,20%"
"04.04.2019","95,30","95,20","96,95","94,50","43,59K","-0,05%"
"03.04.2019","95,35","91,65","95,85","91,30","48,27K","4,04%"
"02.04.2019","91,65","92,35","92,55","91,25","22,45K","-0,49%"
"01.04.2019","92,10","94,05","94,80","91,65","40,74K","-2,54%"
"29.03.2019","94,50","94,25","95,65","94,20","21,78K","0,53%"
"28.03.2019","94,00","93,40","94,60","92,70","24,20K","0,16%"
"27.03.2019","93,85","95,05","96,40","93,45","31,14K","-1,57%"
"26.03.2019","95,35","94,35","95,85","93,95","25,12K","1,17%"
"25.03.2019","94,25","93,65","94,85","92,60","23,11K","0,37%"
"22.03.2019","93,90","95,00","95,50","93,65","17,91K","-0,95%"
"21.03.2019","94,80","94,85","96,30","94,55","18,95K","0,05%"
"20.03.2019","94,75","96,60","96,80","94,35","25,00K","1,39%"
"19.03.2019","93,45","97,03","97,80","96,50","-","-0,21%"
"18.03.2019","93,65","97,15","97,97","96,35","0,00K","-1,00%"
"15.03.2019","94,60","97,28","97,85","96,60","-","0,69%"
"14.03.2019","93,95","95,30","95,30","94,05","0,00K","-0,53%"
"13.03.2019","94,45","96,10","97,78","95,25","-","1,78%"
"12.03.2019","92,80","94,55","94,55","94,50","0,01K","-1,28%"
"11.03.2019","94,00","98,08","98,30","97,05","-","-1,36%"
"08.03.2019","95,30","94,50","95,25","94,50","0,00K","1,76%"
"07.03.2019","93,65","98,55","99,30","96,85","-","-1,94%"
"06.03.2019","95,50","99,85","100,10","98,35","0,02K","-0,98%"
"05.03.2019","96,45","96,45","96,45","96,45","-","2,50%"
"04.03.2019","94,10","96,50","96,50","96,50","0,01K","-2,94%"
"01.03.2019","96,95","97,50","97,50","97,50","0,01K","1,84%"
"28.02.2019","95,20","94,70","95,55","94,70","0,04K","-0,52%"
"27.02.2019","95,70","93,95","96,30","93,95","0,02K","2,30%"
"26.02.2019","93,55","96,40","96,50","93,60","0,07K","-2,96%"
"25.02.2019","96,40","96,35","97,25","96,25","0,01K","-0,05%"
"22.02.2019","96,45","96,50","96,95","96,45","0,03K","0,36%"
"21.02.2019","96,10","97,00","97,35","96,00","0,04K","-1,49%"
"20.02.2019","97,55","97,60","98,20","96,10","0,22K","0,36%"
"19.02.2019","97,20","97,65","98,30","96,10","13,80K","-0,77%"
"15.02.2019","97,95","97,80","98,85","97,45","19,14K","0,10%"
"14.02.2019","97,85","98,85","99,20","97,05","17,48K","-1,06%"
"13.02.2019","98,90","101,00","101,00","98,65","29,86K","-1,54%"
"12.02.2019","100,45","100,20","101,25","99,90","28,91K","0,25%"
"11.02.2019","100,20","102,60","102,70","99,85","41,31K","-2,34%"
"08.02.2019","102,60","104,25","104,75","102,25","39,20K","-1,63%"
"07.02.2019","104,30","105,20","105,30","103,55","38,97K","-1,14%"
"06.02.2019","105,50","104,70","105,90","104,35","23,73K","0,62%"
"05.02.2019","104,85","105,80","106,20","104,25","21,21K","-0,71%"
"04.02.2019","105,60","103,80","106,35","103,25","28,65K","1,83%"
"01.02.2019","103,70","106,15","107,00","103,55","27,78K","-2,08%"
"31.01.2019","105,90","102,30","106,35","102,30","31,56K","3,72%"
"30.01.2019","102,10","102,65","103,35","101,95","12,75K","-0,49%"
"29.01.2019","102,60","103,00","103,30","102,15","16,06K","-0,05%"
"28.01.2019","102,65","105,65","105,80","101,55","31,32K","-3,89%"
"25.01.2019","106,80","106,10","107,15","105,20","26,25K","1,42%"
"24.01.2019","105,30","103,70","106,10","103,05","22,42K","1,84%"
"23.01.2019","103,40","102,90","104,00","102,30","16,63K","0,05%"
"22.01.2019","103,35","104,90","105,75","102,80","19,24K","-1,52%"
"18.01.2019","104,95","102,85","106,20","102,60","27,46K","2,49%"
"17.01.2019","102,40","102,40","103,50","101,75","17,11K","0,00%"
"16.01.2019","102,40","100,90","103,00","100,65","21,69K","1,09%"
"15.01.2019","101,30","102,25","102,90","100,40","20,66K","-1,41%"
"14.01.2019","102,75","103,40","103,55","101,55","16,71K","-1,06%"
"11.01.2019","103,85","104,00","104,80","102,50","24,88K","-0,38%"
"10.01.2019","104,25","105,00","106,00","103,35","23,61K","-1,00%"
"09.01.2019","105,30","105,00","106,85","104,35","21,96K","0,24%"
"08.01.2019","105,05","102,90","106,05","102,35","32,99K","2,24%"
"07.01.2019","102,75","101,50","103,45","101,15","15,31K","1,13%"
"04.01.2019","101,60","102,30","103,00","100,40","16,12K","-0,54%"
"03.01.2019","102,15","99,50","103,25","99,45","21,49K","2,66%"
"02.01.2019","99,50","101,60","102,65","99,35","22,18K","-2,31%"
"31.12.2018","101,85","100,95","102,00","99,30","11,74K","0,89%"
"28.12.2018","100,95","101,75","102,75","100,40","9,03K","-0,79%"
"27.12.2018","101,75","103,70","103,80","100,90","14,52K","-2,07%"
"26.12.2018","103,90","102,20","104,00","100,35","12,21K","1,66%"
"24.12.2018","102,20","99,70","102,40","99,65","8,82K","2,51%"
"21.12.2018","99,70","102,50","102,65","99,40","13,87K","-2,73%"
"20.12.2018","102,50","100,90","102,75","100,50","16,04K","1,64%"
"19.12.2018","100,85","99,50","101,90","98,60","18,60K","6,89%"
"18.12.2018","94,35","95,75","95,75","95,75","0,00K","-0,37%"
"17.12.2018","94,70","98,05","98,05","96,05","0,04K","-2,32%"
"14.12.2018","96,95","96,95","96,95","96,95","-","-1,87%"
"13.12.2018","98,80","99,25","99,25","98,45","0,02K","1,07%"
"12.12.2018","97,75","98,15","98,15","98,15","0,02K","0,10%"
"11.12.2018","97,65","100,30","100,30","100,30","0,00K","-2,79%"
"10.12.2018","100,45","100,00","100,25","100,00","0,02K","1,67%"
"07.12.2018","98,80","98,80","98,80","98,80","-","-1,84%"
"06.12.2018","100,65","100,00","100,00","100,00","0,10K","-0,30%"
"05.12.2018","100,95","102,30","102,35","101,30","0,02K","-0,93%"
"04.12.2018","101,90","102,05","102,70","101,90","0,01K","-1,55%"
"03.12.2018","103,50","103,50","103,50","103,50","-","0,24%"
"30.11.2018","103,25","108,50","108,50","104,00","0,04K","-4,84%"
"29.11.2018","108,50","110,40","110,40","109,30","0,01K","-1,45%"
"28.11.2018","110,10","108,30","108,30","108,30","0,02K","0,55%"
"27.11.2018","109,50","107,50","109,80","107,40","0,02K","2,34%"
"26.11.2018","107,00","107,15","107,55","106,20","0,03K","-0,14%"
"23.11.2018","107,15","110,15","110,15","106,70","0,46K","-2,86%"
"21.11.2018","110,30","111,50","111,50","109,75","0,14K","-0,32%"
"20.11.2018","110,65","112,25","112,80","110,10","4,73K","-1,51%"
"19.11.2018","112,35","111,90","113,00","109,05","6,19K","-0,22%"
"16.11.2018","112,60","110,30","112,80","109,85","4,19K","2,32%"
"15.11.2018","110,05","112,65","113,70","109,40","8,08K","-2,31%"
"14.11.2018","112,65","109,20","112,95","108,60","17,19K","3,16%"
"13.11.2018","109,20","110,15","110,25","107,55","26,75K","-0,86%"
"12.11.2018","110,15","113,85","113,85","109,65","30,31K","-3,25%"
"09.11.2018","113,85","116,25","116,40","113,70","35,83K","-2,40%"
"08.11.2018","116,65","115,55","118,15","114,55","34,86K","0,91%"
"07.11.2018","115,60","114,10","115,90","113,65","33,31K","2,08%"
"06.11.2018","113,25","116,50","117,50","113,10","35,79K","-3,29%"
"05.11.2018","117,10","119,25","119,30","116,25","37,34K","-2,46%"
"02.11.2018","120,05","118,65","121,30","118,10","34,87K","1,91%"
"01.11.2018","117,80","113,05","118,20","112,60","53,36K","4,53%"
"31.10.2018","112,70","112,35","113,50","111,35","26,18K","0,27%"
"30.10.2018","112,40","114,70","115,75","112,15","33,86K","-1,62%"
"29.10.2018","114,25","120,10","122,80","113,95","37,96K","-4,51%"
"26.10.2018","119,65","121,00","122,80","119,25","27,54K","-1,24%"
"25.10.2018","121,15","119,85","123,10","119,30","28,16K","0,75%"
"24.10.2018","120,25","121,10","124,35","120,00","31,99K","-0,70%"
"23.10.2018","121,10","117,65","121,65","116,35","39,37K","2,93%"
"22.10.2018","117,65","121,90","122,10","117,45","24,48K","-3,64%"
"19.10.2018","122,10","121,75","125,50","120,90","26,41K","0,04%"
"18.10.2018","122,05","122,55","124,30","120,80","41,84K","-0,41%"
"17.10.2018","122,55","117,45","122,90","117,00","43,59K","4,16%"
"16.10.2018","117,65","119,80","120,00","116,80","33,67K","-1,42%"
"15.10.2018","119,35","116,90","119,70","116,90","45,21K","2,40%"
"12.10.2018","116,55","113,50","116,80","112,55","34,69K","3,23%"
"11.10.2018","112,90","111,50","113,50","109,75","35,80K","0,89%"
"10.10.2018","111,90","113,65","114,20","111,05","30,38K","-1,10%"
"09.10.2018","113,15","111,95","113,40","110,95","29,18K","1,16%"
"08.10.2018","111,85","110,60","112,95","110,45","40,73K","2,66%"
"05.10.2018","108,95","106,95","109,40","106,75","22,83K","1,87%"
"04.10.2018","106,95","106,15","108,80","104,80","26,41K","0,33%"
"03.10.2018","106,60","107,65","110,80","106,45","43,06K","-0,98%"
"02.10.2018","107,65","102,05","108,15","101,10","42,10K","5,33%"
"01.10.2018","102,20","102,15","103,45","101,40","26,26K","-0,24%"
"28.09.2018","102,45","99,15","103,45","98,75","34,02K","3,17%"
"27.09.2018","99,30","97,70","99,55","96,90","13,46K","1,59%"
"26.09.2018","97,75","97,30","98,60","96,70","13,73K","0,67%"
"25.09.2018","97,10","97,80","98,05","96,55","19,61K","-1,42%"
"24.09.2018","98,50","99,70","100,10","97,85","14,35K","-1,40%"
"21.09.2018","99,90","99,45","100,75","98,30","23,57K","0,15%"
"20.09.2018","99,75","96,90","100,70","96,65","26,43K","3,15%"
"19.09.2018","96,70","96,05","97,20","95,20","15,26K","5,11%"
"18.09.2018","92,00","92,00","92,00","92,00","-","-1,55%"
"17.09.2018","93,45","95,10","95,10","93,50","0,01K","-2,10%"
"14.09.2018","95,45","95,45","95,45","95,25","0,02K","-0,99%"
"13.09.2018","96,40","96,70","96,70","96,70","0,00K","-1,48%"
"12.09.2018","97,85","96,80","97,80","96,80","0,00K","1,72%"
"11.09.2018","96,20","97,30","97,30","97,30","0,00K","-1,33%"
"10.09.2018","97,50","97,50","97,50","97,50","-","-1,32%"
"07.09.2018","98,80","98,80","98,80","98,80","0,00K","0,87%"
"06.09.2018","97,95","99,05","99,05","99,05","0,00K","-2,15%"
"05.09.2018","100,10","100,10","100,10","100,10","-","2,40%"
"04.09.2018","97,75","96,35","96,35","95,60","0,00K","-0,36%"
"31.08.2018","98,10","98,10","98,10","98,10","0,02K","-0,86%"
"30.08.2018","98,95","98,35","98,35","98,35","0,01K","0,30%"
"29.08.2018","98,65","99,20","99,20","99,20","0,01K","-0,60%"
"28.08.2018","99,25","101,70","102,25","100,20","0,03K","-2,55%"
"27.08.2018","101,85","101,95","102,20","101,95","0,09K","1,29%"
"24.08.2018","100,55","98,35","101,05","98,35","0,03K","3,45%"
"23.08.2018","97,20","96,40","98,25","96,15","0,28K","0,83%"
"22.08.2018","96,40","97,20","98,30","95,45","12,01K","-1,58%"
"21.08.2018","97,95","97,50","98,95","96,90","13,35K","0,72%"
"20.08.2018","97,25","101,20","101,75","96,95","15,58K","-3,90%"
"17.08.2018","101,20","102,30","102,55","100,25","11,69K","-0,49%"
"16.08.2018","101,70","102,65","103,55","101,30","16,03K","-0,68%"
"15.08.2018","102,40","105,35","105,55","102,10","28,29K","-2,52%"
"14.08.2018","105,05","106,15","106,95","105,05","37,56K","-1,13%"
"13.08.2018","106,25","107,05","107,25","104,35","46,20K","-0,70%"
"10.08.2018","107,00","107,20","107,60","106,40","43,34K","-0,60%"
"09.08.2018","107,65","107,80","108,40","106,85","29,13K","-0,19%"
"08.08.2018","107,85","108,85","108,90","106,65","38,06K","-1,10%"
"07.08.2018","109,05","108,55","110,25","108,45","47,05K","0,28%"
"06.08.2018","108,75","107,65","110,15","107,20","24,43K","0,93%"
"03.08.2018","107,75","107,05","108,75","106,70","26,84K","0,98%"
"02.08.2018","106,70","108,05","108,05","106,00","32,64K","-1,25%"
"01.08.2018","108,05","109,70","110,40","107,70","34,48K","-1,68%"
"31.07.2018","109,90","111,40","111,80","109,55","29,68K","-1,35%"
"30.07.2018","111,40","110,50","113,40","109,65","34,16K","0,86%"
"27.07.2018","110,45","109,50","110,85","108,70","21,09K","0,82%"
"26.07.2018","109,55","111,35","111,70","109,25","21,19K","-1,31%"
"25.07.2018","111,00","111,05","112,00","109,90","12,84K","0,05%"
"24.07.2018","110,95","111,75","113,20","110,15","21,61K","-0,63%"
"23.07.2018","111,65","111,05","113,00","110,70","23,94K","0,90%"
"20.07.2018","110,65","108,30","111,05","108,10","17,12K","5,13%"
"19.07.2018","105,25","105,25","105,25","105,25","-","0,62%"
"18.07.2018","104,60","105,80","105,80","105,80","0,00K","-1,04%"
"17.07.2018","105,70","106,55","106,55","106,55","0,05K","-1,63%"
"16.07.2018","107,45","107,45","107,45","107,45","-","0,37%"
"13.07.2018","107,05","108,15","108,25","107,15","0,01K","-1,52%"
"12.07.2018","108,70","108,70","108,70","108,70","-","-0,46%"
"11.07.2018","109,20","108,50","109,35","108,35","0,01K","-2,46%"
"10.07.2018","111,95","111,80","111,80","111,80","0,00K","-0,22%"
"09.07.2018","112,20","112,20","112,20","112,20","-","0,85%"
"06.07.2018","111,25","106,20","108,25","106,20","0,00K","4,66%"
"05.07.2018","106,30","106,30","106,30","106,30","0,01K","-1,89%"
"03.07.2018","108,35","109,75","109,75","108,45","0,00K","0,51%"
"02.07.2018","107,80","108,45","109,10","107,65","0,13K","-3,32%"
"29.06.2018","111,50","112,55","112,65","112,55","0,02K","-0,58%"
"28.06.2018","112,15","112,00","112,00","112,00","0,02K","-1,88%"
"27.06.2018","114,30","114,80","114,80","113,70","0,01K","-0,44%"
"26.06.2018","114,80","114,55","115,80","114,05","0,03K","0,57%"
"25.06.2018","114,15","113,75","114,35","113,50","0,04K","0,26%"
"22.06.2018","113,85","113,75","114,15","113,40","0,04K","1,11%"
"21.06.2018","112,60","113,75","113,75","112,00","0,32K","-0,92%"
"20.06.2018","113,65","114,10","114,80","113,35","11,21K","-0,39%"
"19.06.2018","114,10","114,30","114,35","112,65","13,00K","-0,31%"
"18.06.2018","114,45","115,40","115,80","114,30","10,40K","-0,65%"
"15.06.2018","115,20","115,65","115,65","114,60","17,16K","-0,43%"
"14.06.2018","115,70","116,50","117,15","115,55","32,07K","-0,56%"
"13.06.2018","116,35","117,20","117,25","116,20","28,77K","-0,85%"
"12.06.2018","117,35","117,05","117,95","116,75","26,63K","0,21%"
"11.06.2018","117,10","117,25","118,05","116,25","44,33K","-0,13%"
"08.06.2018","117,25","116,05","117,45","115,65","41,92K","1,34%"
"07.06.2018","115,70","118,25","118,65","115,65","48,60K","-2,16%"
"06.06.2018","118,25","119,30","119,85","118,20","28,57K","-1,00%"
"05.06.2018","119,45","121,15","121,55","119,15","33,65K","-1,69%"
"04.06.2018","121,50","122,55","123,15","120,90","35,55K","-1,02%"
"01.06.2018","122,75","123,90","124,95","122,35","36,14K","-0,77%"
"31.05.2018","123,70","120,40","124,05","120,25","32,67K","2,83%"
"30.05.2018","120,30","119,75","122,20","119,75","38,34K","0,04%"
"29.05.2018","120,25","119,80","120,50","119,35","17,87K","-0,12%"
"25.05.2018","120,40","120,60","120,70","119,10","12,51K","-0,12%"
"24.05.2018","120,55","119,70","121,00","119,45","21,64K","1,01%"
"23.05.2018","119,35","120,40","120,80","118,60","19,57K","-1,24%"
"22.05.2018","120,85","120,55","121,45","119,55","26,84K","0,54%"
"21.05.2018","120,20","118,00","120,60","117,85","25,92K","5,48%"
"18.05.2018","113,95","113,95","113,95","113,95","0,00K","0,09%"
"17.05.2018","113,85","113,85","113,85","113,85","-","0,53%"
"16.05.2018","113,25","114,50","114,50","112,45","0,00K","0,31%"
"15.05.2018","112,90","114,75","114,75","113,20","0,00K","-0,66%"
"14.05.2018","113,65","113,65","113,65","113,65","-","-1,39%"
"11.05.2018","115,25","115,35","116,40","115,10","0,02K","-0,90%"
"10.05.2018","116,30","116,30","116,30","116,30","-","0,69%"
"09.05.2018","115,50","115,50","115,50","115,50","0,01K","-0,90%"
"08.05.2018","116,55","116,55","116,55","116,55","0,00K","-1,40%"
"07.05.2018","118,20","119,55","119,55","118,45","0,01K","-1,87%"
"04.05.2018","120,45","120,45","120,45","120,45","0,00K","-1,43%"
"03.05.2018","122,20","122,45","122,45","122,45","0,00K","0,49%"
"02.05.2018","121,60","122,75","122,75","122,75","0,00K","-0,82%"
"01.05.2018","122,60","122,85","122,85","122,85","0,00K","1,62%"
"30.04.2018","120,65","120,05","120,80","120,05","0,02K","0,25%"
"27.04.2018","120,35","119,80","120,30","119,15","0,02K","2,34%"
"26.04.2018","117,60","117,60","117,60","117,60","0,05K","0,64%"
"25.04.2018","116,85","117,75","117,75","116,00","0,02K","-1,39%"
"24.04.2018","118,50","117,00","118,50","116,65","0,09K","1,28%"
"23.04.2018","117,00","116,30","117,10","116,30","0,32K","1,08%"
"20.04.2018","115,75","115,00","115,25","114,45","0,63K","1,31%"
"19.04.2018","114,25","114,70","115,20","113,35","13,94K","-0,57%"
"18.04.2018","114,90","113,75","115,35","113,35","18,10K","1,19%"
"17.04.2018","113,55","114,50","114,60","113,05","17,73K","-0,61%"
"16.04.2018","114,25","117,30","117,35","114,15","20,64K","-2,60%"
"13.04.2018","117,30","118,00","118,95","117,10","39,10K","-0,51%"
"12.04.2018","117,90","118,30","118,40","117,45","26,05K","-0,21%"
"11.04.2018","118,15","117,85","118,35","116,50","43,03K","0,47%"
"10.04.2018","117,60","118,60","118,75","117,15","34,68K","-0,88%"
"09.04.2018","118,65","117,85","119,45","117,70","40,93K","1,02%"
"06.04.2018","117,45","117,60","118,05","116,80","31,35K","-0,09%"
"05.04.2018","117,55","117,30","118,40","117,00","31,09K","0,56%"
"04.04.2018","116,90","116,70","117,45","115,95","36,47K","0,26%"
"03.04.2018","116,60","116,75","117,15","116,00","21,39K","0,17%"
"02.04.2018","116,40","118,70","119,10","116,15","18,08K","-1,48%"
"29.03.2018","118,15","117,80","118,75","117,40","13,01K","0,34%"
"28.03.2018","117,75","119,15","119,20","117,35","12,66K","-1,01%"
"27.03.2018","118,95","118,40","119,75","117,70","19,92K","0,68%"
"26.03.2018","118,15","117,20","118,80","116,65","24,62K","0,81%"
"23.03.2018","117,20","118,90","119,15","116,50","23,23K","-1,51%"
"22.03.2018","119,00","119,35","119,65","118,15","14,01K","0,13%"
"21.03.2018","118,85","118,60","120,75","118,55","19,61K","-0,08%"
"20.03.2018","118,95","119,20","120,05","118,65","11,01K","0,51%"
"19.03.2018","118,35","118,35","118,35","118,35","0,00K","1,20%"
"16.03.2018","116,95","117,25","117,25","117,25","0,00K","-0,59%"
"15.03.2018","117,65","120,00","120,10","119,85","0,03K","-1,92%"
"14.03.2018","119,95","119,95","119,95","119,95","0,00K","-0,42%"
"13.03.2018","120,45","120,45","120,45","120,45","-","1,95%"
"12.03.2018","118,15","118,15","118,15","118,15","-","-0,59%"
"09.03.2018","118,85","119,75","119,75","119,40","0,00K","-0,13%"
"08.03.2018","119,00","119,10","119,10","119,10","0,00K","-0,25%"
"07.03.2018","119,30","118,50","119,60","118,15","0,01K","-0,54%"
"06.03.2018","119,95","120,10","120,10","120,10","0,00K","0,63%"
"05.03.2018","119,20","119,10","119,20","118,15","0,01K","-0,96%"
"02.03.2018","120,35","121,55","121,55","120,95","0,00K","-1,71%"
"01.03.2018","122,45","121,35","122,00","121,35","0,06K","1,16%"
"28.02.2018","121,05","120,00","120,50","120,00","0,00K","0,92%"
"27.02.2018","119,95","120,15","120,20","119,80","0,01K","-0,46%"
"26.02.2018","120,50","119,50","121,05","119,50","0,02K","0,88%"
"23.02.2018","119,45","119,80","121,00","118,75","0,10K","-0,13%"
"22.02.2018","119,60","117,65","118,00","117,45","0,03K","2,27%"
"21.02.2018","116,95","118,00","118,50","116,50","0,33K","-1,06%"
"20.02.2018","118,20","117,75","119,15","116,95","0,95K","0,21%"
"16.02.2018","117,95","121,85","122,25","117,65","15,90K","-3,12%"
"15.02.2018","121,75","122,70","123,40","121,45","17,03K","-0,86%"
"14.02.2018","122,80","122,85","123,10","120,90","11,97K","0,04%"
"13.02.2018","122,75","121,40","123,00","120,50","18,20K","1,11%"
"12.02.2018","121,40","121,75","123,20","120,80","37,90K","-0,37%"
"09.02.2018","121,85","122,70","124,10","121,75","32,42K","-0,81%"
"08.02.2018","122,85","122,85","124,40","121,75","34,97K","-0,36%"
"07.02.2018","123,30","122,95","123,90","122,60","35,71K","0,37%"
"06.02.2018","122,85","120,00","123,10","119,10","39,22K","2,55%"
"05.02.2018","119,80","120,40","120,70","119,50","32,79K","-0,50%"
"02.02.2018","120,40","121,55","121,60","119,85","23,71K","-0,82%"
"01.02.2018","121,40","121,70","122,30","120,35","24,08K","-0,37%"
"31.01.2018","121,85","122,50","123,30","121,15","19,03K","-0,37%"
"30.01.2018","122,30","124,75","125,20","121,55","32,82K","-2,12%"
"29.01.2018","124,95","125,55","125,85","123,65","29,52K","-0,16%"
"26.01.2018","125,15","123,65","125,35","123,50","25,37K","1,21%"
"25.01.2018","123,65","122,70","125,50","121,70","26,65K","0,94%"
"24.01.2018","122,50","121,25","123,10","120,70","19,65K","1,28%"
"23.01.2018","120,95","122,15","122,40","120,50","16,60K","-1,31%"
"22.01.2018","122,55","121,65","123,35","121,55","16,54K","1,07%"
"19.01.2018","121,25","121,10","121,75","119,60","18,48K","0,12%"
"18.01.2018","121,10","123,65","123,90","120,95","17,46K","-1,62%"
"17.01.2018","123,10","121,00","123,80","120,15","28,42K","2,20%"
"16.01.2018","120,45","121,80","121,85","119,85","29,30K","-1,47%"
"12.01.2018","122,25","122,80","123,25","120,90","26,75K","-0,45%"
"11.01.2018","122,80","123,95","124,00","122,15","22,17K","-0,93%"
"10.01.2018","123,95","125,45","125,95","123,00","21,99K","-0,96%"
"09.01.2018","125,15","125,30","125,30","122,60","24,57K","0,00%"
"08.01.2018","125,15","127,60","127,65","124,30","31,51K","-2,57%"
"05.01.2018","128,45","129,20","129,55","127,90","21,74K","-0,85%"
"04.01.2018","129,55","128,20","129,65","126,60","21,05K","0,74%"
"03.01.2018","128,60","130,00","131,35","126,20","37,67K","-1,23%"
"02.01.2018","130,20","126,00","130,65","126,00","29,54K","3,17%"
"29.12.2017","126,20","124,60","126,55","124,40","16,69K","1,12%"
"28.12.2017","124,80","124,00","124,90","123,20","12,04K","0,24%"
"27.12.2017","124,50","122,30","124,70","121,70","17,27K","1,88%"
"26.12.2017","122,20","120,75","122,30","120,65","7,30K","1,50%"
"22.12.2017","120,40","122,45","122,50","119,50","14,49K","-1,51%"
"21.12.2017","122,25","122,70","123,55","121,30","14,35K","-0,73%"
"20.12.2017","123,15","122,50","124,05","122,05","14,11K","1,15%"
"19.12.2017","121,75","121,90","122,45","121,00","15,19K","2,70%"
"18.12.2017","118,55","118,55","118,55","118,55","0,01K","1,37%"
"15.12.2017","116,95","117,05","117,05","116,90","0,01K","-1,85%"
"14.12.2017","119,15","119,15","119,15","119,15","-","0,17%"
"13.12.2017","118,95","118,95","118,95","118,95","0,00K","1,62%"
"12.12.2017","117,05","117,05","117,05","117,05","0,00K","-1,64%"
"11.12.2017","119,00","121,00","121,00","121,00","0,01K","-1,33%"
"08.12.2017","120,60","120,60","120,60","120,60","-","-0,21%"
"07.12.2017","120,85","120,85","120,85","120,85","0,01K","-3,20%"
"06.12.2017","124,85","126,00","126,10","125,00","0,47K","-0,87%"
"05.12.2017","125,95","126,75","126,75","125,85","0,03K","-0,63%"
"04.12.2017","126,75","126,20","127,25","126,15","0,01K","-0,63%"
"01.12.2017","127,55","126,95","128,00","126,95","0,01K","0,99%"
"30.11.2017","126,30","129,95","130,30","126,25","0,07K","-2,55%"
"29.11.2017","129,60","127,70","129,65","127,55","0,01K","1,69%"
"28.11.2017","127,45","125,50","127,10","124,85","0,02K","1,51%"
"27.11.2017","125,55","125,25","126,30","125,05","0,04K","0,60%"
"24.11.2017","124,80","124,00","126,60","124,00","0,09K","0,20%"
"22.11.2017","124,55","124,10","125,10","123,85","0,08K","0,57%"
"21.11.2017","123,85","123,15","125,40","122,55","0,36K","0,77%"
"20.11.2017","122,90","122,50","123,70","121,15","12,10K","-0,73%"
"17.11.2017","123,80","126,15","126,55","123,55","14,56K","-2,29%"
"16.11.2017","126,70","126,55","127,45","125,95","9,23K","-0,04%"
"15.11.2017","126,75","127,15","128,10","125,65","13,65K","-0,24%"
"14.11.2017","127,05","127,55","129,00","124,25","25,52K","-0,43%"
"13.11.2017","127,60","127,50","128,15","126,65","29,17K","0,04%"
"10.11.2017","127,55","126,05","128,35","125,50","34,38K","0,91%"
"09.11.2017","126,40","125,55","127,40","125,00","31,15K","0,52%"
"08.11.2017","125,75","125,05","125,90","124,20","30,26K","0,84%"
"07.11.2017","124,70","125,50","125,80","123,10","29,17K","-0,68%"
"06.11.2017","125,55","123,95","126,40","122,25","18,63K","1,29%"
"03.11.2017","123,95","127,15","127,40","123,25","25,59K","-1,94%"
"02.11.2017","126,40","123,35","127,60","122,55","33,63K","2,81%"
"01.11.2017","122,95","124,70","126,20","121,20","34,71K","-1,72%"
"31.10.2017","125,10","125,10","125,70","124,15","22,00K","-0,64%"
"30.10.2017","125,90","127,00","127,75","125,05","12,84K","-0,55%"
"27.10.2017","126,60","124,00","127,50","123,70","21,41K","1,65%"
"26.10.2017","124,55","124,40","124,90","123,00","18,91K","0,36%"
"25.10.2017","124,10","123,30","125,30","123,10","13,17K","0,73%"
"24.10.2017","123,20","124,25","124,75","122,85","13,99K","-0,92%"
"23.10.2017","124,35","125,10","126,50","123,85","12,53K","-0,72%"
"20.10.2017","125,25","126,95","127,95","124,00","17,83K","-1,26%"
"19.10.2017","126,85","124,75","128,05","124,50","20,37K","2,05%"
"18.10.2017","124,30","124,15","124,70","123,00","12,32K","0,12%"
"17.10.2017","124,15","123,75","125,05","123,00","15,25K","0,32%"
"16.10.2017","123,75","126,10","126,45","123,70","19,77K","-2,14%"
"13.10.2017","126,45","126,40","127,15","125,45","14,59K","0,08%"
"12.10.2017","126,35","127,20","127,80","125,40","16,89K","-0,35%"
"11.10.2017","126,80","129,80","129,85","126,55","25,33K","-3,21%"
"10.10.2017","131,00","131,00","132,70","130,05","21,71K","0,04%"
"09.10.2017","130,95","131,00","131,90","129,80","17,44K","0,73%"
"06.10.2017","130,00","127,90","130,70","127,40","18,12K","2,20%"
"05.10.2017","127,20","125,75","127,65","124,30","14,90K","1,64%"
"04.10.2017","125,15","126,20","126,40","124,40","19,59K","-0,24%"
"03.10.2017","125,45","127,40","127,80","125,40","17,54K","-1,38%"
"02.10.2017","127,20","127,80","128,00","125,30","22,45K","-0,66%"
"29.09.2017","128,05","128,95","129,15","127,25","16,44K","-0,35%"
