"Fecha","Último","Apertura","Máximo","Mínimo","Vol.","% var."
"11.01.2016","114,45","118,00","118,05","113,60","29,52K","-3,82%"
"08.01.2016","119,00","119,60","119,90","118,25","15,26K","0,46%"
"07.01.2016","118,45","119,05","119,20","117,90","13,89K","-1,25%"
"06.01.2016","119,95","123,05","123,25","119,50","15,59K","-2,48%"
"05.01.2016","123,00","123,90","125,10","121,75","13,28K","-0,73%"
"04.01.2016","123,90","126,15","126,30","122,05","21,32K","-2,21%"
"31.12.2015","126,70","123,80","126,80","123,65","11,33K","2,47%"
"30.12.2015","123,65","121,50","123,75","121,25","11,13K","1,81%"
"29.12.2015","121,45","118,85","122,40","118,40","9,48K","1,93%"
"28.12.2015","119,15","119,70","119,80","118,30","4,76K","-0,46%"
"24.12.2015","119,70","121,00","121,40","118,90","4,60K","-1,03%"
"23.12.2015","120,95","119,20","121,40","118,20","10,03K","1,51%"
"22.12.2015","119,15","117,75","119,45","117,60","7,85K","1,40%"
"21.12.2015","117,50","118,25","119,25","116,80","9,72K","-0,80%"
"18.12.2015","118,45","118,45","118,45","118,45","0,00K","0,55%"
"17.12.2015","117,80","117,05","117,55","117,05","0,01K","-0,25%"
"16.12.2015","118,10","119,20","119,20","119,20","0,00K","2,12%"
"15.12.2015","115,65","115,65","115,65","115,65","0,00K","-1,36%"
"14.12.2015","117,25","117,25","117,50","116,20","0,01K","-0,72%"
"11.12.2015","118,10","118,10","118,10","118,10","0,01K","-3,71%"
"10.12.2015","122,65","122,65","122,65","122,65","0,01K","-0,97%"
"09.12.2015","123,85","122,75","124,60","122,75","0,00K","1,31%"
"08.12.2015","122,25","122,25","122,25","122,25","0,00K","-0,33%"
"07.12.2015","122,65","123,55","123,90","122,55","0,03K","-1,09%"
"04.12.2015","124,00","122,25","123,50","122,25","0,01K","1,60%"
"03.12.2015","122,05","120,10","120,10","120,10","0,01K","3,61%"
"02.12.2015","117,80","116,90","117,60","116,90","0,01K","0,55%"
"01.12.2015","117,15","116,30","116,55","115,75","0,01K","0,21%"
"30.11.2015","116,90","120,60","120,60","115,85","0,04K","-3,39%"
"27.11.2015","121,00","120,95","120,95","120,80","0,03K","-1,55%"
"25.11.2015","122,90","122,65","122,65","120,60","0,05K","0,37%"
"24.11.2015","122,45","121,25","123,00","120,15","0,04K","2,08%"
"23.11.2015","119,95","122,30","122,30","118,85","0,15K","-1,60%"
"20.11.2015","121,90","120,95","123,95","120,30","0,08K","1,67%"
"19.11.2015","119,90","112,50","120,05","112,50","0,94K","6,34%"
"18.11.2015","112,75","114,00","114,95","111,85","10,95K","-1,31%"
"17.11.2015","114,25","114,70","115,90","113,70","10,77K","-0,09%"
"16.11.2015","114,35","112,50","115,00","112,20","14,90K","1,96%"
"13.11.2015","112,15","115,85","116,20","111,60","18,06K","-2,73%"
"12.11.2015","115,30","116,95","117,15","115,00","27,88K","-1,28%"
"11.11.2015","116,80","116,65","117,65","116,35","23,85K","0,43%"
"10.11.2015","116,30","118,25","118,55","115,75","29,81K","-1,23%"
"09.11.2015","117,75","118,05","119,70","116,95","29,24K","0,00%"
"06.11.2015","117,75","120,75","121,15","116,90","29,30K","-2,61%"
"05.11.2015","120,90","120,10","122,00","118,75","23,24K","0,33%"
"04.11.2015","120,50","120,05","122,35","119,80","13,72K","0,21%"
"03.11.2015","120,25","118,65","121,70","117,80","15,66K","1,22%"
"02.11.2015","118,80","121,00","121,40","118,00","14,59K","-1,78%"
"30.10.2015","120,95","121,05","121,95","119,15","13,63K","0,54%"
"29.10.2015","120,30","119,45","120,55","118,20","12,05K","1,01%"
"28.10.2015","119,10","117,45","119,95","117,00","14,55K","1,53%"
"27.10.2015","117,30","117,70","118,45","116,60","18,44K","0,00%"
"26.10.2015","117,30","118,00","118,95","116,30","14,64K","-0,97%"
"23.10.2015","118,45","119,80","120,80","117,55","16,04K","-1,17%"
"22.10.2015","119,85","121,50","122,10","119,75","12,71K","-0,95%"
"21.10.2015","121,00","124,80","124,95","120,55","15,89K","-3,01%"
"20.10.2015","124,75","123,80","125,40","123,25","12,30K","0,69%"
"19.10.2015","123,90","126,10","126,20","123,50","16,63K","-1,55%"
"16.10.2015","125,85","132,25","132,40","125,05","28,13K","-5,87%"
"15.10.2015","133,70","134,00","135,95","132,25","19,71K","-0,71%"
"14.10.2015","134,65","134,70","137,50","133,80","19,04K","0,22%"
"13.10.2015","134,35","134,70","137,10","133,10","21,06K","-0,11%"
"12.10.2015","134,50","131,70","137,60","131,70","20,42K","2,20%"
"09.10.2015","131,60","129,00","134,25","128,95","23,69K","2,45%"
"08.10.2015","128,45","126,05","128,80","125,20","15,25K","1,90%"
"07.10.2015","126,05","127,70","130,25","124,50","22,61K","-1,60%"
"06.10.2015","128,10","127,05","129,05","126,15","14,13K","0,43%"
"05.10.2015","127,55","125,00","129,65","124,30","21,26K","2,61%"
"02.10.2015","124,30","121,25","125,25","119,35","18,92K","2,94%"
"01.10.2015","120,75","121,30","122,45","119,10","12,25K","-0,49%"
"30.09.2015","121,35","121,10","122,60","118,85","15,76K","0,41%"
"29.09.2015","120,85","119,15","122,90","117,95","15,80K","1,43%"
"28.09.2015","119,15","122,70","122,70","118,30","13,54K","-2,89%"
"25.09.2015","122,70","120,00","123,35","119,90","21,66K","3,72%"
"24.09.2015","118,30","115,75","119,45","114,55","16,16K","1,81%"
"23.09.2015","116,20","115,45","117,20","114,75","13,88K","0,65%"
"22.09.2015","115,45","116,80","117,30","115,05","12,10K","-1,54%"
"21.09.2015","117,25","118,00","119,80","116,35","14,13K","3,44%"
"18.09.2015","113,35","113,35","113,35","113,35","0,01K","-0,13%"
"17.09.2015","113,50","113,50","113,50","113,50","0,03K","-0,26%"
"16.09.2015","113,80","115,55","115,55","115,55","0,00K","-1,47%"
"15.09.2015","115,50","115,50","115,50","115,50","0,00K","-1,28%"
"14.09.2015","117,00","114,90","114,90","114,90","0,01K","3,22%"
"11.09.2015","113,35","113,20","113,20","113,20","0,00K","0,27%"
"10.09.2015","113,05","113,05","113,05","113,05","0,01K","-4,03%"
"09.09.2015","117,80","117,80","117,80","117,80","0,01K","0,08%"
"08.09.2015","117,70","116,70","116,75","116,20","0,01K","1,60%"
"04.09.2015","115,85","116,50","116,50","115,70","0,00K","-0,30%"
"03.09.2015","116,20","115,40","116,45","114,70","0,01K","1,31%"
"02.09.2015","114,70","117,25","117,25","115,40","0,01K","-2,01%"
"01.09.2015","117,05","119,55","119,55","119,55","0,01K","-2,90%"
"31.08.2015","120,55","121,00","121,00","121,00","0,00K","0,08%"
"28.08.2015","120,45","120,75","121,30","120,60","0,01K","-0,50%"
"27.08.2015","121,05","120,75","122,45","120,70","0,01K","1,98%"
"26.08.2015","118,70","117,65","119,20","117,10","0,02K","1,41%"
"25.08.2015","117,05","118,40","120,15","117,50","0,04K","-0,38%"
"24.08.2015","117,50","121,20","121,95","117,15","0,11K","-3,61%"
"21.08.2015","121,90","128,55","128,75","121,95","0,28K","-4,50%"
"20.08.2015","127,65","131,50","131,85","127,55","13,60K","-2,67%"
"19.08.2015","131,15","136,00","136,90","130,90","13,67K","-3,07%"
"18.08.2015","135,30","134,70","136,35","133,10","10,27K","0,41%"
"17.08.2015","134,75","135,95","137,35","134,35","14,38K","-2,00%"
"14.08.2015","137,50","137,50","139,00","136,30","20,08K","0,33%"
"13.08.2015","137,05","131,95","138,00","131,90","30,11K","3,94%"
"12.08.2015","131,85","137,25","138,05","131,40","33,09K","-3,90%"
"11.08.2015","137,20","133,75","137,55","133,40","35,44K","2,77%"
"10.08.2015","133,50","127,15","133,90","127,00","40,38K","4,46%"
"07.08.2015","127,80","124,25","128,85","123,65","26,26K","2,86%"
"06.08.2015","124,25","125,50","128,45","123,95","23,70K","-1,31%"
"05.08.2015","125,90","124,50","126,45","123,25","21,68K","0,80%"
"04.08.2015","124,90","123,90","126,20","123,00","18,70K","0,77%"
"03.08.2015","123,95","125,10","125,20","121,75","17,59K","-1,04%"
"31.07.2015","125,25","125,15","127,65","124,15","20,07K","0,28%"
"30.07.2015","124,90","122,20","125,35","122,05","15,86K","2,25%"
"29.07.2015","122,15","120,50","123,10","120,10","12,33K","1,58%"
"28.07.2015","120,25","119,95","122,60","119,90","17,24K","-0,12%"
"27.07.2015","120,40","122,20","122,30","119,85","16,17K","-1,51%"
"24.07.2015","122,25","122,40","124,60","120,65","15,00K","0,58%"
"23.07.2015","121,55","125,45","126,35","121,10","23,52K","-2,80%"
"22.07.2015","125,05","126,40","128,00","124,45","14,51K","0,97%"
"21.07.2015","123,85","123,85","123,85","123,85","0,01K","-1,59%"
"20.07.2015","125,85","126,50","126,50","126,50","0,00K","-0,91%"
"17.07.2015","127,00","127,00","127,00","127,00","8,53K","-0,35%"
"16.07.2015","127,45","128,00","128,00","127,35","0,00K","-0,43%"
"15.07.2015","128,00","130,20","130,20","128,35","0,01K","-1,42%"
"14.07.2015","129,85","129,60","130,30","129,60","0,01K","2,57%"
"13.07.2015","126,60","125,85","125,85","125,85","0,00K","2,97%"
"10.07.2015","122,95","123,15","123,15","123,15","0,01K","0,16%"
"09.07.2015","122,75","123,40","123,40","123,40","0,02K","-0,32%"
"08.07.2015","123,15","123,00","123,10","123,00","0,00K","0,20%"
"07.07.2015","122,90","123,00","123,00","122,20","0,00K","-0,32%"
"06.07.2015","123,30","125,90","125,90","123,75","0,02K","-1,83%"
"02.07.2015","125,60","127,15","127,15","125,15","0,01K","0,40%"
"01.07.2015","125,10","130,15","130,15","126,05","0,01K","-4,25%"
"30.06.2015","130,65","130,65","130,65","130,65","0,01K","-0,11%"
"29.06.2015","130,80","128,40","131,35","128,40","0,06K","-0,68%"
"26.06.2015","131,70","130,75","134,60","130,75","0,03K","-1,24%"
"25.06.2015","133,35","132,00","133,35","130,95","0,05K","0,04%"
"24.06.2015","133,30","128,40","133,85","127,90","0,22K","4,39%"
"23.06.2015","127,70","129,65","132,50","126,85","0,17K","-2,03%"
"22.06.2015","130,35","127,00","130,50","126,65","0,62K","2,52%"
"19.06.2015","127,15","128,75","129,80","124,80","9,16K","-1,20%"
"18.06.2015","128,70","127,55","130,20","126,60","11,74K","1,62%"
"17.06.2015","126,65","129,00","130,00","126,45","11,30K","-2,09%"
"16.06.2015","129,35","128,75","130,35","127,90","8,97K","1,21%"
"15.06.2015","127,80","131,05","131,60","127,20","23,42K","-3,22%"
"12.06.2015","132,05","132,00","135,35","130,60","18,23K","0,04%"
"11.06.2015","132,00","135,40","135,70","131,20","27,17K","-3,26%"
"10.06.2015","136,45","137,55","138,85","135,55","23,95K","-0,66%"
"09.06.2015","137,35","136,45","137,70","133,55","24,15K","0,59%"
"08.06.2015","136,55","135,00","137,40","134,20","23,46K","1,07%"
"05.06.2015","135,10","135,00","136,40","132,90","19,42K","-0,44%"
"04.06.2015","135,70","134,30","137,00","133,20","17,17K","1,04%"
"03.06.2015","134,30","132,70","135,15","130,60","22,93K","1,21%"
"02.06.2015","132,70","129,35","134,00","128,90","21,36K","2,23%"
"01.06.2015","129,80","128,20","132,15","128,15","20,68K","2,89%"
"29.05.2015","126,15","125,60","127,05","124,55","13,30K","0,80%"
"28.05.2015","125,15","124,95","127,05","123,80","11,73K","0,52%"
"27.05.2015","124,50","124,75","126,75","123,55","18,37K","0,36%"
"26.05.2015","124,05","128,00","128,60","123,65","24,62K","-2,28%"
"22.05.2015","126,95","129,50","129,70","125,80","23,96K","-1,17%"
"21.05.2015","128,45","136,15","136,75","127,85","29,58K","-5,55%"
"20.05.2015","136,00","139,55","141,40","135,55","15,17K","-2,75%"
"19.05.2015","139,85","143,00","143,85","138,20","18,62K","-1,27%"
"18.05.2015","141,65","137,60","137,60","137,60","0,00K","3,24%"
"15.05.2015","137,20","137,95","137,95","137,95","0,04K","1,14%"
"14.05.2015","135,65","135,50","135,50","135,50","0,00K","0,93%"
"13.05.2015","134,40","134,75","134,75","134,75","0,01K","-0,07%"
"12.05.2015","134,50","132,95","132,95","132,95","0,00K","0,86%"
"11.05.2015","133,35","133,50","133,65","133,50","0,01K","0,34%"
"08.05.2015","132,90","134,10","134,10","132,00","0,00K","1,57%"
"07.05.2015","130,85","129,05","129,90","129,05","0,01K","2,19%"
"06.05.2015","128,05","132,40","132,40","127,85","0,01K","-3,39%"
"05.05.2015","132,55","131,70","132,80","131,50","0,01K","0,53%"
"04.05.2015","131,85","132,50","132,50","131,50","0,04K","-1,20%"
"01.05.2015","133,45","137,00","137,00","131,40","0,01K","-2,27%"
"30.04.2015","136,55","138,80","143,30","137,20","0,04K","-1,30%"
"29.04.2015","138,35","137,65","137,65","136,90","0,02K","0,14%"
"28.04.2015","138,15","136,55","137,80","135,25","0,05K","1,51%"
"27.04.2015","136,10","140,00","140,35","134,30","0,16K","-3,58%"
"24.04.2015","141,15","141,25","142,80","140,85","0,15K","0,50%"
"23.04.2015","140,45","142,05","143,85","140,65","0,30K","-1,37%"
"22.04.2015","142,40","139,65","145,00","139,65","0,34K","1,50%"
"21.04.2015","140,30","139,20","142,70","138,20","5,23K","1,15%"
"20.04.2015","138,70","138,40","140,00","134,25","4,80K","0,00%"
"17.04.2015","138,70","139,40","141,25","137,80","4,98K","-0,64%"
"16.04.2015","139,60","136,90","140,80","136,10","4,92K","2,80%"
"15.04.2015","135,80","134,60","138,00","133,85","15,93K","0,89%"
"14.04.2015","134,60","133,85","136,10","131,95","20,70K","0,64%"
"13.04.2015","133,75","135,15","138,10","132,95","23,27K","-1,00%"
"10.04.2015","135,10","137,40","138,45","133,80","21,12K","-1,71%"
"09.04.2015","137,45","135,90","137,90","133,60","27,09K","1,29%"
"08.04.2015","135,70","141,75","144,40","135,10","25,55K","-4,40%"
"07.04.2015","141,95","145,50","145,75","141,20","15,86K","-2,91%"
"06.04.2015","146,20","140,90","147,35","140,20","23,23K","3,76%"
"02.04.2015","140,90","134,15","141,45","134,05","27,83K","4,49%"
"01.04.2015","134,85","133,40","139,80","133,05","16,44K","1,47%"
"31.03.2015","132,90","133,00","135,95","131,90","15,31K","0,42%"
"30.03.2015","132,35","138,80","138,90","131,80","9,38K","-4,23%"
"27.03.2015","138,20","139,75","140,80","136,55","12,36K","-1,46%"
"26.03.2015","140,25","140,00","142,80","138,30","11,42K","0,21%"
"25.03.2015","139,95","137,30","142,35","136,00","18,30K","1,93%"
"24.03.2015","137,30","142,00","145,40","136,15","18,65K","-3,21%"
"23.03.2015","141,85","142,00","144,30","139,40","9,56K","-1,05%"
"20.03.2015","143,35","143,00","143,90","140,50","10,78K","2,39%"
"19.03.2015","140,00","136,35","136,35","136,35","0,00K","2,75%"
"18.03.2015","136,25","134,45","137,00","131,45","0,01K","1,72%"
"17.03.2015","133,95","134,05","134,05","132,60","0,01K","-0,70%"
"16.03.2015","134,90","133,35","134,75","132,00","0,01K","6,68%"
"13.03.2015","126,45","126,45","126,45","126,45","0,01K","-1,86%"
"12.03.2015","128,85","130,25","130,25","130,25","0,00K","0,35%"
"11.03.2015","128,40","128,40","128,40","128,40","14,59K","-2,51%"
"10.03.2015","131,70","133,10","133,10","133,10","0,00K","-1,46%"
"09.03.2015","133,65","136,50","136,55","131,50","0,01K","-2,09%"
"06.03.2015","136,50","131,65","131,95","131,65","0,00K","3,76%"
"05.03.2015","131,55","133,50","133,95","133,20","0,01K","-1,86%"
"04.03.2015","134,05","129,30","130,70","129,05","0,02K","6,18%"
"03.03.2015","126,25","134,15","134,15","134,15","0,01K","-6,55%"
"02.03.2015","135,10","138,55","138,55","134,85","0,01K","-1,21%"
"27.02.2015","136,75","139,20","139,20","136,45","0,08K","0,15%"
"26.02.2015","136,55","140,00","140,30","139,80","0,10K","-2,29%"
"25.02.2015","139,75","147,05","147,05","140,05","0,02K","-3,85%"
"24.02.2015","145,35","144,80","145,50","143,55","0,05K","0,62%"
"23.02.2015","144,45","147,95","149,75","145,25","0,08K","-2,83%"
"20.02.2015","148,65","150,20","151,35","147,00","0,41K","-0,37%"
"19.02.2015","149,20","152,60","153,85","149,40","0,71K","-2,36%"
"18.02.2015","152,80","156,15","157,85","152,05","17,35K","-1,83%"
"17.02.2015","155,65","164,00","165,75","154,50","16,73K","-4,63%"
"13.02.2015","163,20","164,60","165,85","162,15","15,82K","-0,82%"
"12.02.2015","164,55","160,05","164,95","159,30","25,34K","3,20%"
"11.02.2015","159,45","160,30","161,35","159,00","27,64K","0,03%"
"10.02.2015","159,40","167,05","169,25","158,80","34,44K","-4,89%"
"09.02.2015","167,60","166,50","168,10","163,80","20,05K","0,45%"
"06.02.2015","166,85","165,45","169,75","165,05","25,06K","1,27%"
"05.02.2015","164,75","164,45","166,40","163,30","13,57K","-0,09%"
"04.02.2015","164,90","161,55","167,00","160,15","14,08K","2,58%"
"03.02.2015","160,75","162,80","163,40","158,40","18,82K","-1,05%"
"02.02.2015","162,45","162,40","163,65","159,70","19,22K","0,34%"
"30.01.2015","161,90","160,10","162,25","159,20","12,18K","1,19%"
"29.01.2015","160,00","167,90","167,95","158,70","19,82K","-4,59%"
"28.01.2015","167,70","167,05","169,90","165,60","15,53K","-0,30%"
"27.01.2015","168,20","162,30","168,50","161,70","14,70K","3,92%"
"26.01.2015","161,85","162,20","165,25","160,75","15,20K","-0,37%"
"23.01.2015","162,45","160,70","162,85","159,40","12,65K","1,56%"
"22.01.2015","159,95","161,40","163,55","159,70","15,15K","-0,81%"
"21.01.2015","161,25","166,05","166,85","161,00","15,12K","-1,86%"
"20.01.2015","164,30","170,10","172,50","163,85","22,32K","-3,92%"
"16.01.2015","171,00","177,50","177,60","170,40","14,05K","-3,20%"
"15.01.2015","176,65","180,00","182,85","175,20","16,30K","-1,78%"
"14.01.2015","179,85","178,25","184,80","177,60","19,42K","1,64%"
"13.01.2015","176,95","177,00","178,90","173,85","18,71K","0,11%"
"12.01.2015","176,75","181,25","184,90","175,30","23,16K","-1,83%"
"09.01.2015","180,05","177,75","183,85","177,75","21,54K","1,78%"
"08.01.2015","176,90","175,80","182,35","174,30","22,34K","1,06%"
"07.01.2015","175,05","175,60","182,85","173,00","27,68K","0,09%"
"06.01.2015","174,90","168,05","175,40","168,05","18,55K","4,05%"
"05.01.2015","168,10","160,95","168,65","160,10","15,03K","4,38%"
"02.01.2015","161,05","165,05","167,25","160,20","10,08K","-3,33%"
"31.12.2014","166,60","164,95","171,30","164,00","8,58K","1,09%"
"30.12.2014","164,80","164,50","166,45","164,50","7,00K","-0,21%"
"29.12.2014","165,15","167,65","168,65","164,65","8,67K","-2,32%"
"28.12.2014","169,07","169,07","169,07","169,07","-","0,28%"
"26.12.2014","168,60","171,15","173,00","167,75","4,27K","-0,91%"
"24.12.2014","170,15","170,80","171,85","169,75","3,50K","-0,50%"
"23.12.2014","171,00","172,75","173,95","170,55","6,27K","-0,67%"
"22.12.2014","172,15","174,70","176,50","171,10","7,56K","-1,56%"
"21.12.2014","174,88","174,88","174,88","174,88","-","0,10%"
"19.12.2014","174,70","174,40","177,65","174,15","8,43K","0,60%"
"18.12.2014","173,65","172,25","172,25","172,25","0,00K","1,64%"
"17.12.2014","170,85","170,85","170,85","170,85","0,00K","-3,31%"
"16.12.2014","176,70","174,10","174,10","174,10","0,00K","-0,53%"
"15.12.2014","177,65","177,65","177,65","177,65","9,08K","2,02%"
"14.12.2014","174,13","174,13","174,13","174,13","-","0,65%"
"12.12.2014","173,00","174,60","174,60","174,00","0,00K","-1,37%"
"11.12.2014","175,40","175,85","175,90","175,00","0,01K","-1,21%"
"10.12.2014","177,55","178,50","178,50","178,50","0,00K","-1,06%"
"09.12.2014","179,45","177,05","177,05","177,05","0,00K","1,36%"
"08.12.2014","177,05","177,05","177,05","177,05","10,06K","-2,24%"
"07.12.2014","181,10","181,10","181,10","181,10","-","1,12%"
"05.12.2014","179,10","181,00","181,40","177,80","0,03K","-1,35%"
"04.12.2014","181,55","183,05","184,20","180,55","0,03K","-0,55%"
"03.12.2014","182,55","183,50","183,50","183,50","0,02K","0,14%"
"02.12.2014","182,30","187,95","188,25","184,25","0,02K","-3,72%"
"01.12.2014","189,35","187,55","187,55","183,40","0,04K","1,00%"
"30.11.2014","187,48","187,48","187,48","187,48","-","0,44%"
"28.11.2014","186,65","193,40","193,40","186,40","0,08K","-3,83%"
"27.11.2014","194,07","194,07","194,07","194,07","-","0,30%"
"26.11.2014","193,50","195,05","195,05","191,25","0,06K","-0,39%"
"25.11.2014","194,25","189,90","195,40","187,80","0,07K","2,43%"
"24.11.2014","189,65","190,50","196,20","189,50","0,08K","0,00%"
"21.11.2014","189,65","188,60","190,00","187,50","0,13K","1,04%"
"20.11.2014","187,70","197,80","197,80","187,60","0,27K","-5,13%"
"19.11.2014","197,85","191,00","199,75","190,95","0,54K","3,53%"
"18.11.2014","191,10","188,00","191,50","186,00","13,19K","1,92%"
"17.11.2014","187,50","192,00","193,70","186,30","8,45K","-2,34%"
"14.11.2014","192,00","189,00","193,40","189,00","19,96K","1,72%"
"13.11.2014","188,75","184,10","190,10","184,10","16,92K","2,36%"
"12.11.2014","184,40","184,15","186,75","183,15","24,31K","-0,08%"
"11.11.2014","184,55","181,95","184,80","181,50","18,34K","1,74%"
"10.11.2014","181,40","182,40","186,25","181,10","20,64K","-0,55%"
"07.11.2014","182,40","183,25","185,20","182,25","15,65K","-0,73%"
"06.11.2014","183,75","187,00","187,25","183,30","13,58K","-1,34%"
"05.11.2014","186,25","188,10","188,50","184,00","13,48K","-1,04%"
"04.11.2014","188,20","185,85","189,45","182,10","18,70K","1,26%"
"03.11.2014","185,85","188,95","192,80","185,65","15,51K","-1,14%"
"31.10.2014","188,00","188,35","189,90","185,65","12,91K","0,21%"
"30.10.2014","187,60","189,95","190,95","186,25","18,60K","-1,05%"
"29.10.2014","189,60","192,35","193,85","189,45","11,24K","-1,43%"
"28.10.2014","192,35","191,05","192,85","188,80","10,55K","0,76%"
"27.10.2014","190,90","188,00","192,20","188,00","9,97K","-0,31%"
"24.10.2014","191,50","193,50","193,85","188,45","14,50K","-0,93%"
"23.10.2014","193,30","191,90","194,80","189,30","13,44K","1,15%"
"22.10.2014","191,10","199,60","200,85","190,80","11,33K","-4,26%"
"21.10.2014","199,60","195,00","201,30","191,80","19,13K","0,10%"
"20.10.2014","199,40","206,35","206,35","197,20","17,14K","-5,34%"
"17.10.2014","210,65","215,50","216,65","208,50","13,26K","-2,97%"
"16.10.2014","217,10","217,65","220,65","216,30","10,33K","0,51%"
"15.10.2014","216,00","222,65","224,55","214,50","13,73K","-2,66%"
"14.10.2014","221,90","217,00","222,80","216,20","12,92K","1,74%"
"13.10.2014","218,10","222,05","225,45","217,60","10,30K","-1,04%"
"10.10.2014","220,40","221,65","223,70","218,50","10,32K","-0,56%"
"09.10.2014","221,65","214,60","222,40","214,45","13,22K","3,36%"
"08.10.2014","214,45","215,20","221,40","211,00","18,43K","-0,88%"
"07.10.2014","216,35","220,85","224,55","215,10","14,44K","-2,02%"
"06.10.2014","220,80","208,70","225,50","208,70","22,70K","6,92%"
"03.10.2014","206,50","208,90","211,60","205,40","14,94K","-1,01%"
"02.10.2014","208,60","200,40","213,75","200,20","25,08K","4,09%"
"01.10.2014","200,40","194,00","201,85","193,70","17,44K","3,65%"
"30.09.2014","193,35","191,45","197,30","188,55","15,66K","1,10%"
"29.09.2014","191,25","185,55","191,95","185,20","11,28K","2,79%"
"26.09.2014","186,05","181,15","188,20","180,15","11,19K","2,06%"
"25.09.2014","182,30","187,25","187,55","179,45","12,21K","-3,60%"
"24.09.2014","189,10","181,50","189,80","180,90","16,62K","4,53%"
"23.09.2014","180,90","179,75","184,75","179,40","9,46K","0,84%"
"22.09.2014","179,40","178,00","179,85","176,40","8,67K","0,79%"
"19.09.2014","178,00","180,90","182,85","176,40","15,22K","1,19%"
"18.09.2014","175,90","175,90","175,90","175,90","-","-2,63%"
"17.09.2014","180,65","179,20","179,85","179,20","0,01K","0,03%"
"16.09.2014","180,60","177,65","180,10","176,95","0,01K","1,86%"
"15.09.2014","177,30","179,35","179,35","177,50","0,01K","-1,31%"
"12.09.2014","179,65","178,20","178,20","178,05","0,01K","-0,50%"
"11.09.2014","180,55","177,00","179,80","176,55","0,03K","2,01%"
"10.09.2014","177,00","185,85","185,85","176,20","0,03K","-5,90%"
"09.09.2014","188,10","190,80","190,80","190,80","0,00K","-0,82%"
"08.09.2014","189,65","192,30","192,30","188,70","0,01K","-1,66%"
"05.09.2014","192,85","196,00","196,00","196,00","0,00K","-2,33%"
"04.09.2014","197,45","196,00","196,00","192,10","0,01K","0,08%"
"03.09.2014","197,30","203,10","203,20","198,20","0,01K","-3,50%"
"02.09.2014","204,45","200,10","204,70","200,10","0,02K","4,44%"
"29.08.2014","195,75","195,00","195,90","193,45","0,03K","0,57%"
"28.08.2014","194,65","193,20","193,60","192,05","0,02K","1,17%"
"27.08.2014","192,40","193,00","197,70","192,00","0,04K","-0,36%"
"26.08.2014","193,10","183,00","193,00","183,00","0,10K","5,66%"
"25.08.2014","182,75","182,35","184,75","180,55","0,08K","0,63%"
"22.08.2014","181,60","182,70","185,80","181,40","0,09K","-1,17%"
"21.08.2014","183,75","185,15","186,30","181,85","1,49K","-0,19%"
"20.08.2014","184,10","183,50","184,25","178,65","11,47K","1,04%"
"19.08.2014","182,20","189,10","189,65","182,00","7,44K","-3,55%"
"18.08.2014","188,90","188,95","190,40","186,15","12,16K","0,08%"
"15.08.2014","188,75","184,20","189,25","182,50","6,24K","2,53%"
"14.08.2014","184,10","185,30","187,40","181,10","11,63K","-0,62%"
"13.08.2014","185,25","184,70","188,10","184,50","14,31K","0,35%"
"12.08.2014","184,60","189,10","189,10","183,00","19,02K","-2,41%"
"11.08.2014","189,15","180,85","189,65","180,85","20,13K","4,59%"
"08.08.2014","180,85","183,75","186,35","179,40","21,88K","-1,71%"
"07.08.2014","184,00","191,35","191,45","183,70","23,01K","-3,59%"
"06.08.2014","190,85","189,00","192,50","185,95","14,49K","0,77%"
"05.08.2014","189,40","190,45","195,15","187,35","16,27K","-0,58%"
"04.08.2014","190,50","192,05","195,45","183,30","20,53K","-0,85%"
"03.08.2014","192,13","192,13","192,13","192,13","-","-0,12%"
"01.08.2014","192,35","194,85","207,40","191,60","25,93K","-1,38%"
"31.07.2014","195,05","183,40","196,40","183,35","23,40K","6,88%"
"30.07.2014","182,50","180,20","183,20","179,75","7,69K","1,00%"
"29.07.2014","180,70","181,15","182,20","178,40","12,37K","-0,22%"
"28.07.2014","181,10","179,80","183,40","178,00","13,84K","1,09%"
"25.07.2014","179,15","178,00","181,20","176,60","10,04K","0,48%"
"24.07.2014","178,30","175,80","180,50","175,70","12,39K","0,96%"
"23.07.2014","176,60","168,50","178,60","166,95","14,40K","4,93%"
"22.07.2014","168,30","172,00","173,60","166,60","12,00K","-1,95%"
"21.07.2014","171,65","171,65","171,65","171,65","0,00K","0,56%"
"18.07.2014","170,70","163,80","164,95","163,80","0,01K","5,57%"
"17.07.2014","161,70","161,70","161,70","161,70","0,00K","0,84%"
"16.07.2014","160,35","160,35","160,35","160,35","-","0,60%"
"15.07.2014","159,40","159,40","159,40","159,40","0,00K","-1,79%"
"14.07.2014","162,30","162,30","162,30","162,30","-","2,11%"
"11.07.2014","158,95","160,00","160,00","157,80","0,01K","-0,81%"
"10.07.2014","160,25","166,90","166,90","160,85","0,10K","-5,85%"
"09.07.2014","170,20","170,20","170,20","170,20","-","0,00%"
"08.07.2014","170,20","169,50","169,50","169,00","0,01K","0,71%"
"07.07.2014","169,00","170,30","170,30","165,00","0,02K","-1,76%"
"06.07.2014","172,02","172,02","172,02","172,02","-","1,55%"
"03.07.2014","169,40","172,00","172,00","172,00","0,00K","-0,96%"
"02.07.2014","171,05","169,50","169,50","169,50","0,05K","1,63%"
"01.07.2014","168,30","172,25","172,25","168,20","0,02K","-2,72%"
