,TIMESTAMP_UTC,COUNTRY_CODE,COUNTRY_NAME,TOTAL_CASES,CASES_DAILY,TOTAL_RECOVERED,RECOVERED_DAILY,TOTAL_DEATHS,DEATHS_DAILY,PANIC_INDEX,MEDIA_HYPE_INDEX,FAKE_NEWS_INDEX,SENTIMENT_INDEX,INFODEMIC_INDEX,MEDIA_COVERAGE_INDEX
51396,2021-11-09 00:00:00.000,CO,Colombia,5019158.0,2199.0,4862475.0,2206.0,127610.0,39.0,1.8,21.64,0.23,-18.22,35.37,32.66
51611,2021-11-08 00:00:00.000,CO,Colombia,5016959.0,1917.0,4860269.0,1567.0,127571.0,38.0,9.15,29.74,1.31,-18.63,36.84,39.88
51826,2021-11-07 00:00:00.000,CO,Colombia,5015042.0,2061.0,4858702.0,2017.0,127533.0,45.0,38.16,52.52,0.88,-16.92,33.87,66.93
52041,2021-11-06 00:00:00.000,CO,Colombia,5012981.0,1999.0,4856685.0,1895.0,127488.0,32.0,7.64,34.48,0.17,-16.92,41.75,36.27
52256,2021-11-05 00:00:00.000,CO,Colombia,5010982.0,1975.0,4854790.0,1912.0,127456.0,39.0,1.63,26.22,0.08,-16.58,45.45,31.83
52471,2021-11-04 00:00:00.000,CO,Colombia,5009007.0,1908.0,4852878.0,2013.0,127417.0,37.0,23.62,42.73,1.26,-13.07,52.0,48.35
52686,2021-11-03 00:00:00.000,CO,Colombia,5007099.0,1697.0,4850865.0,2260.0,127380.0,32.0,1.79,16.93,0.13,-6.13,38.04,40.49
52901,2021-11-02 00:00:00.000,CO,Colombia,5005402.0,1425.0,4848605.0,1491.0,127348.0,37.0,5.59,24.36,4.04,-3.54,33.78,41.42
53116,2021-11-01 00:00:00.000,CO,Colombia,5003977.0,1590.0,4847114.0,1153.0,127311.0,30.0,14.23,31.46,6.37,-3.02,50.0,35.34
53331,2021-10-31 00:00:00.000,CO,Colombia,5002387.0,1710.0,4845961.0,1673.0,127281.0,23.0,3.52,13.46,0.41,-1.95,50.0,14.2
53546,2021-10-30 00:00:00.000,CO,Colombia,5000677.0,1629.0,4844288.0,1823.0,127258.0,33.0,6.6,39.05,0.16,-1.7,40.85,56.46
53761,2021-10-29 00:00:00.000,CO,Colombia,4999048.0,1604.0,4842465.0,1360.0,127225.0,30.0,2.04,29.79,0.25,8.49,45.0,40.21
53976,2021-10-28 00:00:00.000,CO,Colombia,4997444.0,1750.0,4841105.0,1388.0,127195.0,36.0,0.99,19.35,0.12,13.93,28.43,31.37
54191,2021-10-27 00:00:00.000,CO,Colombia,4995694.0,1680.0,4839717.0,2035.0,127159.0,26.0,1.53,22.88,0.15,19.8,28.38,31.73
54406,2021-10-26 00:00:00.000,CO,Colombia,4994014.0,1428.0,4837682.0,1285.0,127133.0,34.0,1.76,18.36,0.4,19.18,35.56,22.97
54621,2021-10-25 00:00:00.000,CO,Colombia,4992586.0,1536.0,4836397.0,1511.0,127099.0,32.0,0.29,6.12,1.69,22.52,26.53,8.03
54836,2021-10-24 00:00:00.000,CO,Colombia,4991050.0,1369.0,4834886.0,1215.0,127067.0,35.0,0.73,13.61,0.18,17.99,31.91,22.35
55051,2021-10-23 00:00:00.000,CO,Colombia,4989681.0,1660.0,4833671.0,1188.0,127032.0,38.0,2.08,26.27,0.5,17.18,37.93,31.57
55266,2021-10-22 00:00:00.000,CO,Colombia,4988021.0,1772.0,4832483.0,1586.0,126994.0,35.0,0.34,19.62,0.04,9.57,42.11,34.35
55481,2021-10-21 00:00:00.000,CO,Colombia,4986249.0,1498.0,4830897.0,1499.0,126959.0,28.0,1.73,29.58,0.7,9.04,40.0,38.17
55696,2021-10-20 00:00:00.000,CO,Colombia,4984751.0,1224.0,4829398.0,1669.0,126931.0,21.0,0.92,38.85,4.31,1.35,24.32,57.34
55911,2021-10-19 00:00:00.000,CO,Colombia,4983527.0,952.0,4827729.0,1442.0,126910.0,24.0,0.94,12.62,3.76,2.42,33.73,27.78
56126,2021-10-18 00:00:00.000,CO,Colombia,4982575.0,1043.0,4826287.0,1142.0,126886.0,21.0,1.23,8.72,0.21,1.42,42.22,10.28
56341,2021-10-17 00:00:00.000,CO,Colombia,4981532.0,1299.0,4825145.0,1590.0,126865.0,35.0,6.37,19.83,0.5,1.82,40.82,35.07
56556,2021-10-16 00:00:00.000,CO,Colombia,4980233.0,1544.0,4823555.0,1523.0,126830.0,34.0,3.62,26.11,0.05,2.52,33.73,43.72
56771,2021-10-15 00:00:00.000,CO,Colombia,4978689.0,1646.0,4822032.0,1596.0,126796.0,37.0,2.28,31.42,0.37,1.01,40.74,37.95
56986,2021-10-14 00:00:00.000,CO,Colombia,4977043.0,1387.0,4820436.0,1263.0,126759.0,33.0,0.92,25.94,0.13,0.17,29.49,38.03
57201,2021-10-13 00:00:00.000,CO,Colombia,4975656.0,1256.0,4819173.0,1567.0,126726.0,34.0,0.98,24.17,0.62,-0.1,30.99,29.3
57416,2021-10-12 00:00:00.000,CO,Colombia,4974400.0,1075.0,4817606.0,1593.0,126692.0,37.0,0.77,24.03,1.39,-1.43,34.38,37.33
57631,2021-10-11 00:00:00.000,CO,Colombia,4973325.0,1089.0,4816013.0,858.0,126655.0,32.0,0.48,19.55,,-4.12,32.5,31.03
57846,2021-10-10 00:00:00.000,CO,Colombia,4972236.0,1518.0,4815155.0,1481.0,126623.0,38.0,1.66,22.7,0.13,-3.64,24.0,31.19
58061,2021-10-09 00:00:00.000,CO,Colombia,4970718.0,1587.0,4813674.0,1790.0,126585.0,33.0,1.43,26.51,0.44,-4.19,55.95,40.49
58276,2021-10-08 00:00:00.000,CO,Colombia,4969131.0,1607.0,4811884.0,1437.0,126552.0,35.0,1.55,37.27,0.42,-3.4,42.05,53.75
58491,2021-10-07 00:00:00.000,CO,Colombia,4967524.0,1677.0,4810447.0,1579.0,126517.0,30.0,1.15,22.9,,-4.56,41.67,34.46
58706,2021-10-06 00:00:00.000,CO,Colombia,4965847.0,1393.0,4808868.0,1633.0,126487.0,32.0,1.79,24.28,0.6,-5.84,36.11,37.24
58921,2021-10-05 00:00:00.000,CO,Colombia,4964454.0,1211.0,4807235.0,1713.0,126455.0,30.0,1.02,17.1,3.01,-5.89,47.62,22.67
59136,2021-10-04 00:00:00.000,CO,Colombia,4963243.0,1189.0,4805522.0,1231.0,126425.0,24.0,1.63,14.66,0.98,-2.74,38.24,22.58
59350,2021-10-03 00:00:00.000,CO,Colombia,4962054.0,1413.0,4804291.0,1802.0,126401.0,29.0,0.44,38.2,3.98,-3.61,25.49,43.96
59566,2021-10-02 00:00:00.000,CO,Colombia,4960641.0,1497.0,4802489.0,1083.0,126372.0,36.0,0.43,33.92,14.01,-4.08,47.69,54.74
59781,2021-10-01 00:00:00.000,CO,Colombia,4959144.0,1867.0,4801406.0,2048.0,126336.0,37.0,0.73,17.92,0.28,-3.16,37.14,23.59
59996,2021-09-30 00:00:00.000,CO,Colombia,4957277.0,1429.0,4799358.0,1953.0,126299.0,38.0,0.53,26.11,0.08,-0.59,32.05,37.85
60211,2021-09-29 00:00:00.000,CO,Colombia,4955848.0,1472.0,4797405.0,2373.0,126261.0,42.0,1.44,16.96,0.19,1.85,26.04,22.1
60425,2021-09-28 00:00:00.000,CO,Colombia,4954376.0,1686.0,4795032.0,2335.0,126219.0,41.0,1.67,24.64,0.22,7.05,26.32,29.43
60640,2021-09-27 00:00:00.000,CO,Colombia,4952690.0,1015.0,4792697.0,1190.0,126178.0,33.0,3.47,21.76,0.93,7.92,29.41,27.44
60855,2021-09-26 00:00:00.000,CO,Colombia,4951675.0,1422.0,4791507.0,1228.0,126145.0,43.0,3.19,21.39,1.81,5.03,35.29,27.48
61070,2021-09-25 00:00:00.000,CO,Colombia,4950253.0,1740.0,4790279.0,2126.0,126102.0,34.0,3.63,22.91,0.6,6.79,28.57,32.23
61285,2021-09-24 00:00:00.000,CO,Colombia,4948513.0,1702.0,4788153.0,1822.0,126068.0,36.0,1.6,21.71,1.09,4.88,42.68,30.45
61500,2021-09-23 00:00:00.000,CO,Colombia,4946811.0,1608.0,4786331.0,1460.0,126032.0,26.0,13.6,62.99,7.16,5.35,34.69,77.22
61715,2021-09-22 00:00:00.000,CO,Colombia,4945203.0,1581.0,4784871.0,1882.0,126006.0,44.0,6.81,28.39,6.1,5.72,36.21,50.84
61930,2021-09-21 00:00:00.000,CO,Colombia,4943622.0,1373.0,4782989.0,2281.0,125962.0,38.0,1.64,17.05,0.41,3.69,38.71,22.3
62145,2021-09-20 00:00:00.000,CO,Colombia,4942249.0,1185.0,4780708.0,1134.0,125924.0,29.0,3.9,31.17,0.65,-1.04,55.26,43.83
62360,2021-09-19 00:00:00.000,CO,Colombia,4941064.0,1813.0,4779574.0,1784.0,125895.0,35.0,2.44,27.73,0.14,2.19,41.03,40.42
62575,2021-09-18 00:00:00.000,CO,Colombia,4939251.0,1655.0,4777790.0,1629.0,125860.0,34.0,10.32,47.39,0.56,2.62,36.62,57.63
62790,2021-09-17 00:00:00.000,CO,Colombia,4937596.0,1544.0,4776161.0,1807.0,125826.0,44.0,3.02,20.88,0.41,3.61,37.33,24.43
63005,2021-09-16 00:00:00.000,CO,Colombia,4936052.0,1484.0,4774354.0,1699.0,125782.0,29.0,1.66,17.79,0.48,3.42,36.25,21.71
63220,2021-09-15 00:00:00.000,CO,Colombia,4934568.0,1570.0,4772655.0,1629.0,125753.0,40.0,0.9,21.55,0.17,-0.24,33.33,35.84
63435,2021-09-14 00:00:00.000,CO,Colombia,4932998.0,1435.0,4771026.0,2178.0,125713.0,26.0,1.71,21.06,0.07,-2.82,32.05,27.02
63650,2021-09-13 00:00:00.000,CO,Colombia,4931563.0,1314.0,4768848.0,1257.0,125687.0,40.0,1.86,21.38,,-1.92,31.58,29.37
63865,2021-09-12 00:00:00.000,CO,Colombia,4930249.0,1671.0,4767591.0,2153.0,125647.0,55.0,1.4,20.0,0.35,-4.29,40.0,21.94
64080,2021-09-11 00:00:00.000,CO,Colombia,4928578.0,1806.0,4765438.0,2342.0,125592.0,63.0,2.67,24.81,0.36,-5.94,42.42,43.49
64295,2021-09-10 00:00:00.000,CO,Colombia,4926772.0,1772.0,4763096.0,2363.0,125529.0,49.0,4.19,38.66,0.47,-5.52,37.5,46.54
64510,2021-09-09 00:00:00.000,CO,Colombia,4925000.0,1803.0,4760733.0,2019.0,125480.0,53.0,1.66,51.39,0.05,-8.19,42.86,74.11
64725,2021-09-08 00:00:00.000,CO,Colombia,4923197.0,1787.0,4758714.0,2469.0,125427.0,49.0,1.86,33.83,0.74,-7.12,37.5,49.4
64940,2021-09-07 00:00:00.000,CO,Colombia,4921410.0,1637.0,4756245.0,5154.0,125378.0,47.0,4.82,54.94,5.29,-3.75,50.0,67.19
65155,2021-09-06 00:00:00.000,CO,Colombia,4919773.0,1124.0,4751091.0,2924.0,125331.0,53.0,4.59,37.81,5.3,-1.23,19.15,64.94
65370,2021-09-05 00:00:00.000,CO,Colombia,4918649.0,1669.0,4748167.0,1746.0,125278.0,48.0,2.07,69.83,11.33,-0.9,30.56,81.61
65585,2021-09-04 00:00:00.000,CO,Colombia,4916980.0,2099.0,4746421.0,1992.0,125230.0,72.0,1.64,56.84,,1.32,36.36,66.42
65800,2021-09-03 00:00:00.000,CO,Colombia,4914881.0,1850.0,4744429.0,1852.0,125158.0,61.0,1.52,34.86,0.33,2.1,33.33,58.82
66015,2021-09-02 00:00:00.000,CO,Colombia,4913031.0,1949.0,4742577.0,1767.0,125097.0,81.0,1.95,43.81,0.35,2.45,52.05,58.97
66230,2021-09-01 00:00:00.000,CO,Colombia,4911082.0,1996.0,4740810.0,1583.0,125016.0,71.0,0.43,17.8,0.43,9.05,57.5,19.97
66445,2021-08-31 00:00:00.000,CO,Colombia,4909086.0,1822.0,4739227.0,1261.0,124945.0,62.0,0.99,30.05,0.66,8.16,32.14,36.55
66660,2021-08-30 00:00:00.000,CO,Colombia,4907264.0,2006.0,4737966.0,1918.0,124883.0,72.0,17.18,40.15,15.83,-0.65,35.29,53.71
66875,2021-08-29 00:00:00.000,CO,Colombia,4905258.0,1954.0,4736048.0,2069.0,124811.0,68.0,0.39,7.44,0.26,-3.36,26.56,11.3
67089,2021-08-28 00:00:00.000,CO,Colombia,4903304.0,2141.0,4733979.0,2073.0,124743.0,95.0,1.78,27.12,0.1,-2.62,35.14,31.98
67304,2021-08-27 00:00:00.000,CO,Colombia,4901163.0,2078.0,4731906.0,2757.0,124648.0,81.0,0.73,24.3,0.83,-4.56,36.23,29.84
67519,2021-08-26 00:00:00.000,CO,Colombia,4899085.0,1935.0,4729149.0,1769.0,124567.0,93.0,2.69,28.28,0.45,-4.19,42.11,36.2
67734,2021-08-25 00:00:00.000,CO,Colombia,4897150.0,2448.0,4727380.0,3276.0,124474.0,86.0,1.33,40.75,0.31,-4.37,44.59,43.34
67949,2021-08-24 00:00:00.000,CO,Colombia,4894702.0,2467.0,4724104.0,3005.0,124388.0,73.0,2.68,31.83,0.49,-9.97,63.46,41.19
68164,2021-08-23 00:00:00.000,CO,Colombia,4892235.0,2698.0,4721099.0,3336.0,124315.0,99.0,0.25,49.69,0.37,-4.49,34.38,57.91
68379,2021-08-22 00:00:00.000,CO,Colombia,4889537.0,2640.0,4717763.0,3944.0,124216.0,95.0,0.44,10.59,0.49,-3.72,33.33,50.85
68594,2021-08-21 00:00:00.000,CO,Colombia,4886897.0,2965.0,4713819.0,3547.0,124121.0,98.0,17.79,45.3,30.54,-8.58,35.59,62.37
68809,2021-08-20 00:00:00.000,CO,Colombia,4883932.0,3416.0,4710272.0,4721.0,124023.0,122.0,1.24,17.87,,-7.71,41.67,27.9
69024,2021-08-19 00:00:00.000,CO,Colombia,4880516.0,3193.0,4705551.0,3720.0,123901.0,120.0,4.64,28.99,0.27,-10.46,53.45,37.35
69239,2021-08-18 00:00:00.000,CO,Colombia,4877323.0,3154.0,4701831.0,3884.0,123781.0,93.0,1.2,26.55,,-15.61,40.35,27.36
69454,2021-08-17 00:00:00.000,CO,Colombia,4874169.0,3247.0,4697947.0,4052.0,123688.0,108.0,1.02,39.78,0.94,-14.38,40.0,53.43
69669,2021-08-16 00:00:00.000,CO,Colombia,4870922.0,3161.0,4693895.0,4971.0,123580.0,121.0,5.58,23.55,,-17.49,50.0,28.29
69884,2021-08-15 00:00:00.000,CO,Colombia,4867761.0,3132.0,4688924.0,3821.0,123459.0,103.0,5.14,41.59,0.23,-13.48,47.37,47.32
70099,2021-08-14 00:00:00.000,CO,Colombia,4864629.0,4007.0,4685103.0,5985.0,123356.0,135.0,2.42,32.49,0.22,-12.62,39.19,48.96
70314,2021-08-13 00:00:00.000,CO,Colombia,4860622.0,4027.0,4679118.0,6200.0,123221.0,124.0,0.62,26.11,0.16,-12.62,50.0,29.12
70529,2021-08-12 00:00:00.000,CO,Colombia,4856595.0,4272.0,4672918.0,5077.0,123097.0,144.0,0.74,24.5,0.64,-7.46,34.43,28.68
70744,2021-08-11 00:00:00.000,CO,Colombia,4852323.0,5368.0,4667841.0,7351.0,122953.0,185.0,1.04,34.56,0.19,-2.89,43.48,46.07
70959,2021-08-10 00:00:00.000,CO,Colombia,4846955.0,3948.0,4660490.0,7157.0,122768.0,167.0,2.4,22.48,0.25,0.27,38.46,33.26
71174,2021-08-09 00:00:00.000,CO,Colombia,4843007.0,4023.0,4653333.0,6077.0,122601.0,143.0,2.6,68.83,0.35,4.44,42.5,58.62
71389,2021-08-08 00:00:00.000,CO,Colombia,4838984.0,4350.0,4647256.0,8594.0,122458.0,181.0,1.72,29.5,0.57,4.69,39.22,39.34
71604,2021-08-07 00:00:00.000,CO,Colombia,4834634.0,6051.0,4638662.0,7201.0,122277.0,190.0,0.45,69.26,0.12,4.29,54.41,63.62
71819,2021-08-06 00:00:00.000,CO,Colombia,4828583.0,6980.0,4631461.0,9771.0,122087.0,188.0,2.12,55.04,0.12,5.55,47.62,53.74
72034,2021-08-05 00:00:00.000,CO,Colombia,4821603.0,6540.0,4621690.0,6336.0,121899.0,204.0,0.71,27.61,0.35,8.88,41.0,41.27
72249,2021-08-04 00:00:00.000,CO,Colombia,4815063.0,7084.0,4615354.0,9215.0,121695.0,479.0,1.94,30.41,0.48,7.39,44.05,40.25
72464,2021-08-03 00:00:00.000,CO,Colombia,4807979.0,6929.0,4606139.0,7963.0,121216.0,0.0,1.64,21.79,1.25,7.34,34.72,32.59
72679,2021-08-02 00:00:00.000,CO,Colombia,4801050.0,6636.0,4598176.0,10422.0,121216.0,218.0,1.48,25.0,0.66,4.62,28.57,36.17
72894,2021-08-01 00:00:00.000,CO,Colombia,4794414.0,9094.0,4587754.0,9235.0,120998.0,275.0,1.98,32.45,0.47,2.37,37.25,52.12
73109,2021-07-31 00:00:00.000,CO,Colombia,4785320.0,9029.0,4578519.0,10818.0,120723.0,291.0,1.21,55.27,5.02,3.72,54.32,51.15
73324,2021-07-30 00:00:00.000,CO,Colombia,4776291.0,9462.0,4567701.0,9872.0,120432.0,306.0,4.79,22.39,0.34,-0.07,53.42,29.65
73539,2021-07-29 00:00:00.000,CO,Colombia,4766829.0,9690.0,4557829.0,12483.0,120126.0,325.0,12.98,35.79,0.25,-8.79,50.68,47.14
73754,2021-07-28 00:00:00.000,CO,Colombia,4757139.0,9364.0,4545346.0,18429.0,119801.0,319.0,1.21,21.46,0.83,-20.36,40.54,27.9
73969,2021-07-27 00:00:00.000,CO,Colombia,4747775.0,11426.0,4526917.0,21805.0,119482.0,300.0,0.62,37.28,0.41,-17.86,38.33,54.38
74184,2021-07-26 00:00:00.000,CO,Colombia,4736349.0,8503.0,4505112.0,17139.0,119182.0,314.0,0.38,56.03,26.67,-17.86,37.5,72.44
74399,2021-07-25 00:00:00.000,CO,Colombia,4727846.0,11048.0,4487973.0,10818.0,118868.0,330.0,1.14,28.36,0.34,-21.59,36.59,46.67
74614,2021-07-24 00:00:00.000,CO,Colombia,4716798.0,11064.0,4477155.0,14576.0,118538.0,350.0,1.0,15.41,1.5,-24.43,37.84,24.22
74829,2021-07-23 00:00:00.000,CO,Colombia,4705734.0,13164.0,4462579.0,13552.0,118188.0,352.0,0.75,29.39,0.65,-18.77,51.22,49.62
75044,2021-07-22 00:00:00.000,CO,Colombia,4692570.0,12576.0,4449027.0,13477.0,117836.0,354.0,0.77,46.79,0.77,-15.58,42.19,67.15
75259,2021-07-21 00:00:00.000,CO,Colombia,4679994.0,11244.0,4435550.0,12684.0,117482.0,351.0,1.07,30.89,0.61,-13.2,38.24,49.02
75474,2021-07-20 00:00:00.000,CO,Colombia,4668750.0,12829.0,4422866.0,14840.0,117131.0,378.0,3.43,19.21,0.99,-4.26,38.89,24.76
75689,2021-07-19 00:00:00.000,CO,Colombia,4655921.0,16455.0,4408026.0,18749.0,116753.0,446.0,5.84,16.02,0.62,-8.62,36.96,20.22
75904,2021-07-18 00:00:00.000,CO,Colombia,4639466.0,18206.0,4389277.0,16843.0,116307.0,476.0,19.12,33.12,0.81,-6.42,39.53,48.76
76119,2021-07-17 00:00:00.000,CO,Colombia,4621260.0,19925.0,4372434.0,18477.0,115831.0,498.0,1.54,20.77,1.32,-4.6,41.1,21.34
76334,2021-07-16 00:00:00.000,CO,Colombia,4601335.0,17893.0,4353957.0,18028.0,115333.0,500.0,3.37,27.89,2.35,-10.18,43.59,41.65
76549,2021-07-15 00:00:00.000,CO,Colombia,4583442.0,18070.0,4335929.0,18493.0,114833.0,496.0,3.6,40.78,1.46,-9.55,42.67,46.85
76764,2021-07-14 00:00:00.000,CO,Colombia,4565372.0,17230.0,4317436.0,17505.0,114337.0,498.0,2.63,27.49,0.88,-12.65,42.31,41.68
76979,2021-07-13 00:00:00.000,CO,Colombia,4548142.0,17532.0,4299931.0,23466.0,113839.0,504.0,2.81,21.57,3.86,-12.49,37.97,35.75
77194,2021-07-12 00:00:00.000,CO,Colombia,4530610.0,18650.0,4276465.0,21907.0,113335.0,509.0,0.78,14.81,0.13,-7.35,55.1,25.07
77409,2021-07-11 00:00:00.000,CO,Colombia,4511960.0,19423.0,4254558.0,26360.0,112826.0,528.0,4.38,13.03,0.16,-4.07,30.43,21.19
77624,2021-07-10 00:00:00.000,CO,Colombia,4492537.0,20915.0,4228198.0,28971.0,112298.0,567.0,5.85,25.96,0.19,-6.59,45.68,36.97
77839,2021-07-09 00:00:00.000,CO,Colombia,4471622.0,21536.0,4199227.0,27209.0,111731.0,576.0,15.27,40.09,,-2.67,54.67,49.71
78054,2021-07-08 00:00:00.000,CO,Colombia,4450086.0,23275.0,4172018.0,29634.0,111155.0,577.0,1.62,42.61,0.43,-2.99,44.71,53.04
78269,2021-07-07 00:00:00.000,CO,Colombia,4426811.0,24229.0,4142384.0,28467.0,110578.0,559.0,3.74,36.77,0.16,-4.14,58.82,45.95
78484,2021-07-06 00:00:00.000,CO,Colombia,4402582.0,26721.0,4113917.0,37904.0,110019.0,553.0,1.68,28.63,0.62,-3.95,33.8,45.31
78699,2021-07-05 00:00:00.000,CO,Colombia,4375861.0,25366.0,4076013.0,28866.0,109466.0,570.0,2.34,18.26,0.22,-6.06,41.67,31.17
78914,2021-07-04 00:00:00.000,CO,Colombia,4350495.0,26265.0,4047147.0,25893.0,108896.0,582.0,1.0,15.98,0.43,-7.63,45.0,17.81
79129,2021-07-03 00:00:00.000,CO,Colombia,4324230.0,26928.0,4021254.0,27603.0,108314.0,591.0,0.68,27.82,3.27,-3.04,44.93,40.57
79344,2021-07-02 00:00:00.000,CO,Colombia,4297302.0,28005.0,3993651.0,29577.0,107723.0,586.0,1.21,38.7,0.08,-2.27,43.94,48.39
79559,2021-07-01 00:00:00.000,CO,Colombia,4269297.0,28315.0,3964074.0,27918.0,107137.0,593.0,0.49,31.51,0.25,-4.48,42.47,54.73
79775,2021-06-30 00:00:00.000,CO,Colombia,4240982.0,27908.0,3936156.0,27846.0,106544.0,610.0,0.52,21.34,0.18,-18.74,51.06,39.82
79990,2021-06-29 00:00:00.000,CO,Colombia,4213074.0,25880.0,3908310.0,28049.0,105934.0,608.0,2.11,23.1,0.43,-18.09,45.78,29.18
80205,2021-06-28 00:00:00.000,CO,Colombia,4187194.0,28478.0,3880261.0,25804.0,105326.0,648.0,1.87,29.67,0.23,-2.07,40.38,43.63
80420,2021-06-27 00:00:00.000,CO,Colombia,4158716.0,32376.0,3854457.0,24970.0,104678.0,664.0,31.76,45.35,0.51,0.27,50.0,67.61
80635,2021-06-26 00:00:00.000,CO,Colombia,4126340.0,33594.0,3829487.0,29099.0,104014.0,693.0,2.21,30.26,0.44,-10.66,51.47,42.96
80850,2021-06-25 00:00:00.000,CO,Colombia,4092746.0,32733.0,3800388.0,30501.0,103321.0,685.0,4.68,40.58,0.53,-10.23,45.0,58.47
81065,2021-06-24 00:00:00.000,CO,Colombia,4060013.0,32997.0,3769887.0,28428.0,102636.0,689.0,1.03,53.23,0.31,11.88,43.75,59.97
81280,2021-06-23 00:00:00.000,CO,Colombia,4027016.0,29995.0,3741459.0,26497.0,101947.0,645.0,1.22,40.06,0.24,9.3,42.86,54.24
81495,2021-06-22 00:00:00.000,CO,Colombia,3997021.0,28616.0,3714962.0,29015.0,101302.0,720.0,1.91,60.71,0.11,6.2,44.0,79.66
81710,2021-06-21 00:00:00.000,CO,Colombia,3968405.0,23239.0,3685947.0,18786.0,100582.0,648.0,17.71,56.42,0.17,-0.28,46.88,67.24
81925,2021-06-20 00:00:00.000,CO,Colombia,3945166.0,27818.0,3667161.0,22874.0,99934.0,599.0,11.64,68.36,,-4.3,54.29,75.99
82140,2021-06-19 00:00:00.000,CO,Colombia,3917348.0,28734.0,3644287.0,27607.0,99335.0,589.0,2.52,54.28,0.23,-4.58,67.06,72.41
82355,2021-06-18 00:00:00.000,CO,Colombia,3888614.0,28790.0,3616680.0,26785.0,98746.0,590.0,5.5,50.83,0.37,-6.05,49.23,65.04
82570,2021-06-17 00:00:00.000,CO,Colombia,3859824.0,29945.0,3589895.0,25609.0,98156.0,596.0,10.16,43.83,0.15,-17.1,58.62,51.47
82785,2021-06-16 00:00:00.000,CO,Colombia,3829879.0,27827.0,3564286.0,24844.0,97560.0,595.0,1.22,59.63,0.12,-18.66,52.0,71.8
83000,2021-06-15 00:00:00.000,CO,Colombia,3802052.0,24452.0,3539442.0,28733.0,96965.0,599.0,6.9,59.2,0.11,-11.93,68.85,79.97
83215,2021-06-14 00:00:00.000,CO,Colombia,3777600.0,24376.0,3510709.0,33053.0,96366.0,588.0,5.18,64.29,1.07,-8.88,55.81,72.57
83430,2021-06-13 00:00:00.000,CO,Colombia,3753224.0,28519.0,3477656.0,20539.0,95778.0,586.0,12.5,61.22,0.51,-2.08,33.87,60.51
83646,2021-06-12 00:00:00.000,CO,Colombia,3724705.0,29998.0,3457117.0,22008.0,95192.0,577.0,12.55,52.94,0.55,-9.83,46.34,65.84
83862,2021-06-11 00:00:00.000,CO,Colombia,3694707.0,29570.0,3435109.0,26033.0,94615.0,569.0,3.82,36.07,0.21,-5.82,60.27,40.78
84077,2021-06-10 00:00:00.000,CO,Colombia,3665137.0,31656.0,3409076.0,23490.0,94046.0,652.0,27.44,49.6,0.4,-10.75,40.74,63.51
84292,2021-06-09 00:00:00.000,CO,Colombia,3633481.0,21879.0,3385586.0,20536.0,93394.0,471.0,8.25,29.95,0.71,-14.83,49.3,44.3
84507,2021-06-08 00:00:00.000,CO,Colombia,3611602.0,18586.0,3365050.0,24507.0,92923.0,427.0,3.15,41.43,0.46,-18.27,48.33,57.21
84722,2021-06-07 00:00:00.000,CO,Colombia,3593016.0,21949.0,3340543.0,29806.0,92496.0,535.0,12.89,56.79,0.52,-21.58,53.12,67.35
84937,2021-06-06 00:00:00.000,CO,Colombia,3571067.0,24050.0,3310737.0,20141.0,91961.0,539.0,1.63,66.24,0.73,-24.79,56.76,75.0
85152,2021-06-05 00:00:00.000,CO,Colombia,3547017.0,28971.0,3290596.0,23496.0,91422.0,532.0,1.23,79.84,0.52,-16.54,56.04,75.51
85367,2021-06-04 00:00:00.000,CO,Colombia,3518046.0,30000.0,3267100.0,25040.0,90890.0,537.0,2.05,39.7,0.64,-16.77,47.37,59.66
85582,2021-06-03 00:00:00.000,CO,Colombia,3488046.0,28624.0,3242060.0,23440.0,90353.0,545.0,8.44,40.08,0.82,-10.6,32.56,60.66
85797,2021-06-02 00:00:00.000,CO,Colombia,3459422.0,27000.0,3218620.0,25214.0,89808.0,511.0,4.21,43.5,0.09,-14.69,52.56,61.92
86012,2021-06-01 00:00:00.000,CO,Colombia,3432422.0,25966.0,3193406.0,23833.0,89297.0,523.0,1.69,62.19,0.06,-16.46,62.16,76.85
86227,2021-05-31 00:00:00.000,CO,Colombia,3406456.0,23177.0,3169573.0,15612.0,88774.0,492.0,1.35,13.51,0.25,-1.75,43.55,20.96
86442,2021-05-30 00:00:00.000,CO,Colombia,3383279.0,20218.0,3153961.0,12412.0,88282.0,535.0,3.25,17.35,0.24,-1.46,48.08,18.59
86657,2021-05-29 00:00:00.000,CO,Colombia,3363061.0,20494.0,3141549.0,19661.0,87747.0,540.0,0.7,29.43,0.47,-3.77,46.15,43.97
86872,2021-05-28 00:00:00.000,CO,Colombia,3342567.0,23374.0,3121888.0,20498.0,87207.0,514.0,2.4,40.01,0.39,-8.3,45.0,51.57
87087,2021-05-27 00:00:00.000,CO,Colombia,3319193.0,25092.0,3101390.0,22425.0,86693.0,513.0,1.21,26.0,0.85,-14.15,43.75,35.04
87302,2021-05-26 00:00:00.000,CO,Colombia,3294101.0,23487.0,3078965.0,15635.0,86180.0,514.0,0.94,29.07,0.39,-13.0,46.77,34.57
87517,2021-05-25 00:00:00.000,CO,Colombia,3270614.0,21181.0,3063330.0,17183.0,85666.0,459.0,27.64,54.59,0.09,-13.26,52.54,68.05
