,TIMESTAMP_UTC,COUNTRY_CODE,COUNTRY_NAME,TOTAL_CASES,CASES_DAILY,TOTAL_RECOVERED,RECOVERED_DAILY,TOTAL_DEATHS,DEATHS_DAILY,PANIC_INDEX,MEDIA_HYPE_INDEX,FAKE_NEWS_INDEX,SENTIMENT_INDEX,INFODEMIC_INDEX,MEDIA_COVERAGE_INDEX
87732,2021-05-24 00:00:00.000,CO,Colombia,3249433.0,16977.0,3046147.0,19870.0,85207.0,483.0,1.72,16.49,0.86,-16.05,38.46,19.81
87947,2021-05-23 00:00:00.000,CO,Colombia,3232456.0,21669.0,3026277.0,15043.0,84724.0,496.0,1.35,40.23,0.77,-15.89,50.0,56.79
88162,2021-05-22 00:00:00.000,CO,Colombia,3210787.0,18737.0,3011234.0,13111.0,84228.0,509.0,2.17,42.13,0.48,-12.43,36.59,52.94
88377,2021-05-21 00:00:00.000,CO,Colombia,3192050.0,14838.0,2998123.0,18890.0,83719.0,486.0,1.84,29.73,0.22,-9.2,47.25,46.17
88592,2021-05-20 00:00:00.000,CO,Colombia,3177212.0,16086.0,2979233.0,17920.0,83233.0,490.0,1.91,41.04,0.43,-3.72,44.05,61.13
88807,2021-05-19 00:00:00.000,CO,Colombia,3161126.0,16579.0,2961313.0,13652.0,82743.0,452.0,1.27,46.83,0.22,0.1,61.43,54.53
89022,2021-05-18 00:00:00.000,CO,Colombia,3144547.0,13137.0,2947661.0,16381.0,82291.0,482.0,0.9,26.24,0.15,1.37,63.64,29.63
89237,2021-05-17 00:00:00.000,CO,Colombia,3131410.0,12984.0,2931280.0,13696.0,81809.0,509.0,1.26,22.59,0.14,-6.0,56.52,26.38
89452,2021-05-16 00:00:00.000,CO,Colombia,3118426.0,15093.0,2917584.0,14938.0,81300.0,520.0,0.72,37.73,0.43,-6.65,57.78,56.99
89667,2021-05-15 00:00:00.000,CO,Colombia,3103333.0,18873.0,2902646.0,13656.0,80780.0,530.0,2.15,24.16,0.31,-10.14,51.02,31.74
89882,2021-05-14 00:00:00.000,CO,Colombia,3084460.0,16581.0,2888990.0,14334.0,80250.0,490.0,2.66,29.05,0.31,-8.76,51.52,37.5
90097,2021-05-13 00:00:00.000,CO,Colombia,3067879.0,19160.0,2874656.0,15029.0,79760.0,499.0,1.59,39.98,0.08,-6.24,48.35,39.13
90312,2021-05-12 00:00:00.000,CO,Colombia,3048719.0,16993.0,2859627.0,11474.0,79261.0,490.0,0.75,36.82,0.75,-7.42,66.33,46.57
90527,2021-05-11 00:00:00.000,CO,Colombia,3031726.0,16425.0,2848153.0,12599.0,78771.0,429.0,1.57,43.82,0.46,-17.59,66.99,65.92
90742,2021-05-10 00:00:00.000,CO,Colombia,3015301.0,12543.0,2835554.0,15680.0,78342.0,488.0,1.37,29.53,,-7.5,45.0,21.83
90957,2021-05-09 00:00:00.000,CO,Colombia,3002758.0,17222.0,2819874.0,13564.0,77854.0,495.0,13.47,46.59,0.48,-10.83,66.67,55.59
91172,2021-05-08 00:00:00.000,CO,Colombia,2985536.0,16910.0,2806310.0,17559.0,77359.0,492.0,15.15,42.05,0.75,-7.26,74.74,55.29
91387,2021-05-07 00:00:00.000,CO,Colombia,2968626.0,17525.0,2788751.0,15531.0,76867.0,453.0,2.32,47.23,0.72,-11.29,57.5,65.5
91602,2021-05-06 00:00:00.000,CO,Colombia,2951101.0,16490.0,2773220.0,18280.0,76414.0,399.0,1.54,38.91,0.57,-14.75,65.35,51.76
91817,2021-05-05 00:00:00.000,CO,Colombia,2934611.0,14806.0,2754940.0,17183.0,76015.0,388.0,2.81,33.55,0.35,-7.44,64.49,50.0
92032,2021-05-04 00:00:00.000,CO,Colombia,2919805.0,14551.0,2737757.0,16440.0,75627.0,463.0,3.02,39.14,0.95,-0.47,58.51,48.89
92247,2021-05-03 00:00:00.000,CO,Colombia,2905254.0,11599.0,2721317.0,20723.0,75164.0,687.0,3.32,47.57,0.77,-5.81,64.29,57.82
92462,2021-05-02 00:00:00.000,CO,Colombia,2893655.0,15909.0,2700594.0,14195.0,74477.0,485.0,0.79,61.65,,-4.2,50.0,81.7
92677,2021-05-01 00:00:00.000,CO,Colombia,2877746.0,18022.0,2686399.0,17091.0,73992.0,272.0,8.52,41.81,0.29,-3.57,59.04,63.33
92892,2021-04-30 00:00:00.000,CO,Colombia,2859724.0,17790.0,2669308.0,18665.0,73720.0,490.0,1.69,25.72,0.48,-5.25,52.34,29.59
93107,2021-04-29 00:00:00.000,CO,Colombia,2841934.0,17308.0,2650643.0,17944.0,73230.0,505.0,2.04,36.09,0.78,-1.43,45.83,44.0
93322,2021-04-28 00:00:00.000,CO,Colombia,2824626.0,19745.0,2632699.0,15878.0,72725.0,490.0,4.25,27.94,0.27,-9.79,57.58,42.46
93537,2021-04-27 00:00:00.000,CO,Colombia,2804881.0,17578.0,2616821.0,14332.0,72235.0,436.0,11.4,37.92,,-7.94,61.11,55.52
93752,2021-04-26 00:00:00.000,CO,Colombia,2787303.0,12839.0,2602489.0,14285.0,71799.0,448.0,0.27,40.73,,3.0,46.43,54.48
93967,2021-04-25 00:00:00.000,CO,Colombia,2774464.0,17190.0,2588204.0,14547.0,71351.0,465.0,4.64,41.49,0.62,1.93,47.62,48.89
94182,2021-04-24 00:00:00.000,CO,Colombia,2757274.0,16730.0,2573657.0,18038.0,70886.0,440.0,2.98,31.0,0.31,-1.02,37.8,42.3
94398,2021-04-23 00:00:00.000,CO,Colombia,2740544.0,19925.0,2555619.0,17599.0,70446.0,420.0,1.56,26.32,0.49,2.39,45.65,33.97
94613,2021-04-22 00:00:00.000,CO,Colombia,2720619.0,19306.0,2538020.0,16076.0,70026.0,430.0,6.39,39.4,1.78,0.4,50.55,52.61
94828,2021-04-21 00:00:00.000,CO,Colombia,2701313.0,17212.0,2521944.0,16206.0,69596.0,419.0,4.36,37.69,0.31,6.03,58.11,51.57
95043,2021-04-20 00:00:00.000,CO,Colombia,2684101.0,16965.0,2505738.0,17492.0,69177.0,429.0,1.51,30.79,0.56,2.63,58.57,38.8
95258,2021-04-19 00:00:00.000,CO,Colombia,2667136.0,14189.0,2488246.0,16748.0,68748.0,420.0,2.65,36.95,,-1.51,64.1,45.95
95473,2021-04-18 00:00:00.000,CO,Colombia,2652947.0,16871.0,2471498.0,13610.0,68328.0,397.0,3.92,26.89,1.04,-0.57,48.15,35.16
95688,2021-04-17 00:00:00.000,CO,Colombia,2636076.0,16654.0,2457888.0,15435.0,67931.0,367.0,1.37,40.44,0.63,1.15,76.39,45.79
95903,2021-04-16 00:00:00.000,CO,Colombia,2619422.0,16703.0,2442453.0,10392.0,67564.0,365.0,0.66,37.79,0.18,0.64,60.0,58.15
96118,2021-04-15 00:00:00.000,CO,Colombia,2602719.0,16918.0,2432061.0,12796.0,67199.0,380.0,1.53,47.3,0.24,-0.54,43.02,62.77
96333,2021-04-14 00:00:00.000,CO,Colombia,2585801.0,16487.0,2419265.0,10641.0,66819.0,337.0,0.68,48.05,,-1.05,63.16,53.62
96548,2021-04-13 00:00:00.000,CO,Colombia,2569314.0,16377.0,2408624.0,12891.0,66482.0,326.0,1.65,48.89,0.48,1.69,45.68,54.87
96762,2021-04-12 00:00:00.000,CO,Colombia,2552937.0,16739.0,2395733.0,11948.0,66156.0,267.0,2.05,27.37,0.51,4.89,53.85,38.5
96977,2021-04-11 00:00:00.000,CO,Colombia,2536198.0,17483.0,2383785.0,8609.0,65889.0,281.0,0.53,36.22,5.12,4.95,50.0,52.19
97192,2021-04-10 00:00:00.000,CO,Colombia,2518715.0,14509.0,2375176.0,9610.0,65608.0,325.0,1.86,28.74,0.55,4.95,45.0,31.88
97407,2021-04-09 00:00:00.000,CO,Colombia,2504206.0,12125.0,2365566.0,9734.0,65283.0,269.0,2.57,38.8,1.62,6.12,63.64,52.35
97622,2021-04-08 00:00:00.000,CO,Colombia,2492081.0,12464.0,2355832.0,10361.0,65014.0,247.0,1.6,39.63,0.35,6.57,51.32,52.53
97836,2021-04-07 00:00:00.000,CO,Colombia,2479617.0,11381.0,2345471.0,9115.0,64767.0,243.0,0.68,50.78,0.06,4.24,45.71,60.61
98051,2021-04-06 00:00:00.000,CO,Colombia,2468236.0,11827.0,2336356.0,10523.0,64524.0,231.0,2.08,35.6,0.38,3.42,56.14,58.24
98266,2021-04-05 00:00:00.000,CO,Colombia,2456409.0,10190.0,2325833.0,8269.0,64293.0,199.0,0.91,26.48,,-2.56,62.16,31.87
98481,2021-04-04 00:00:00.000,CO,Colombia,2446219.0,9022.0,2317564.0,8208.0,64094.0,162.0,1.34,30.29,1.61,-3.22,26.53,33.15
98696,2021-04-03 00:00:00.000,CO,Colombia,2437197.0,9149.0,2309356.0,8469.0,63932.0,155.0,1.06,27.19,0.71,-0.46,43.66,29.43
98911,2021-04-02 00:00:00.000,CO,Colombia,2428048.0,10222.0,2300887.0,8084.0,63777.0,163.0,1.33,17.16,0.09,0.79,38.0,19.47
99126,2021-04-01 00:00:00.000,CO,Colombia,2417826.0,11449.0,2292803.0,7288.0,63614.0,192.0,0.77,29.6,0.29,-1.15,53.33,36.49
99341,2021-03-31 00:00:00.000,CO,Colombia,2406377.0,8646.0,2285515.0,5675.0,63422.0,167.0,1.29,39.68,0.41,-4.61,44.78,49.38
99556,2021-03-30 00:00:00.000,CO,Colombia,2397731.0,7952.0,2279840.0,5931.0,63255.0,176.0,2.68,37.16,1.98,-13.09,49.25,53.14
99771,2021-03-29 00:00:00.000,CO,Colombia,2389779.0,7049.0,2273909.0,6149.0,63079.0,124.0,,25.07,,-2.12,55.0,27.12
99986,2021-03-28 00:00:00.000,CO,Colombia,2382730.0,7139.0,2267760.0,6387.0,62955.0,165.0,0.68,15.88,0.84,-0.32,47.37,18.73
100201,2021-03-27 00:00:00.000,CO,Colombia,2375591.0,8254.0,2261373.0,5425.0,62790.0,145.0,1.22,27.65,0.49,-0.47,51.16,29.32
100416,2021-03-26 00:00:00.000,CO,Colombia,2367337.0,7395.0,2255948.0,5885.0,62645.0,126.0,2.8,38.41,1.4,-3.22,44.68,45.49
100631,2021-03-25 00:00:00.000,CO,Colombia,2359942.0,6732.0,2250063.0,5541.0,62519.0,125.0,2.46,39.75,0.61,-2.64,50.79,49.35
100846,2021-03-24 00:00:00.000,CO,Colombia,2353210.0,5986.0,2244522.0,4586.0,62394.0,120.0,35.05,74.95,0.19,0.03,49.25,69.33
101061,2021-03-23 00:00:00.000,CO,Colombia,2347224.0,4946.0,2239936.0,4593.0,62274.0,126.0,0.55,24.28,0.14,1.6,52.0,31.95
101276,2021-03-22 00:00:00.000,CO,Colombia,2342278.0,5048.0,2235343.0,5151.0,62148.0,120.0,2.73,35.52,0.55,-1.42,36.84,49.48
101491,2021-03-21 00:00:00.000,CO,Colombia,2337230.0,6043.0,2230192.0,4467.0,62028.0,121.0,1.83,34.93,,-1.82,61.02,46.9
101706,2021-03-20 00:00:00.000,CO,Colombia,2331187.0,6761.0,2225725.0,4083.0,61907.0,136.0,1.63,38.84,0.23,-3.97,47.5,53.48
101921,2021-03-19 00:00:00.000,CO,Colombia,2324426.0,5133.0,2221642.0,4697.0,61771.0,135.0,6.02,31.22,0.66,-2.72,42.31,46.84
102136,2021-03-18 00:00:00.000,CO,Colombia,2319293.0,5139.0,2216945.0,4433.0,61636.0,138.0,1.54,27.39,0.33,3.13,34.72,35.17
102351,2021-03-17 00:00:00.000,CO,Colombia,2314154.0,4554.0,2212512.0,3288.0,61498.0,130.0,0.96,40.43,0.45,4.9,43.59,58.62
102566,2021-03-16 00:00:00.000,CO,Colombia,2309600.0,3716.0,2209224.0,3014.0,61368.0,125.0,3.04,21.6,0.37,5.71,30.34,31.39
102781,2021-03-15 00:00:00.000,CO,Colombia,2305884.0,2740.0,2206210.0,3630.0,61243.0,100.0,11.22,24.61,,5.96,29.17,31.76
102996,2021-03-14 00:00:00.000,CO,Colombia,2303144.0,4062.0,2202580.0,3072.0,61143.0,97.0,2.07,22.11,1.03,3.41,48.84,29.55
103211,2021-03-13 00:00:00.000,CO,Colombia,2299082.0,4465.0,2199508.0,3939.0,61046.0,96.0,5.0,29.07,0.93,2.83,43.06,37.57
103426,2021-03-12 00:00:00.000,CO,Colombia,2294617.0,4078.0,2195569.0,4398.0,60950.0,92.0,1.04,38.78,0.21,-0.49,43.75,57.95
103641,2021-03-11 00:00:00.000,CO,Colombia,2290539.0,4579.0,2191171.0,3698.0,60858.0,85.0,1.41,33.5,0.4,-4.6,32.91,36.56
103856,2021-03-10 00:00:00.000,CO,Colombia,2285960.0,3588.0,2187473.0,3838.0,60773.0,97.0,1.07,28.98,0.07,-8.13,50.0,36.46
104071,2021-03-09 00:00:00.000,CO,Colombia,2282372.0,3511.0,2183635.0,2858.0,60676.0,78.0,0.59,41.95,2.09,-6.67,56.52,67.46
104286,2021-03-08 00:00:00.000,CO,Colombia,2278861.0,2205.0,2180777.0,3578.0,60598.0,95.0,0.49,69.17,46.49,-15.12,62.16,83.42
104501,2021-03-07 00:00:00.000,CO,Colombia,2276656.0,3411.0,2177199.0,4781.0,60503.0,91.0,2.73,65.49,0.13,-13.58,52.08,74.17
104716,2021-03-06 00:00:00.000,CO,Colombia,2273245.0,3663.0,2172418.0,4269.0,60412.0,112.0,1.43,43.7,0.75,-4.46,55.43,65.5
104931,2021-03-05 00:00:00.000,CO,Colombia,2269582.0,3371.0,2168149.0,3711.0,60300.0,111.0,0.96,35.44,0.32,-2.11,55.1,48.1
105146,2021-03-04 00:00:00.000,CO,Colombia,2266211.0,3565.0,2164438.0,3883.0,60189.0,107.0,39.59,62.29,0.08,3.21,58.1,71.98
105361,2021-03-03 00:00:00.000,CO,Colombia,2262646.0,3047.0,2160555.0,4498.0,60082.0,110.0,11.57,71.4,5.38,7.16,50.0,74.62
105576,2021-03-02 00:00:00.000,CO,Colombia,2259599.0,4339.0,2156057.0,4424.0,59972.0,106.0,9.48,51.73,0.23,8.63,74.71,71.76
105791,2021-03-01 00:00:00.000,CO,Colombia,2255260.0,3570.0,2151633.0,3384.0,59866.0,100.0,1.71,22.74,,6.15,60.0,35.73
106006,2021-02-28 00:00:00.000,CO,Colombia,2251690.0,3555.0,2148249.0,2799.0,59766.0,106.0,4.53,32.75,1.26,6.96,49.06,37.93
106221,2021-02-27 00:00:00.000,CO,Colombia,2248135.0,3343.0,2145450.0,3576.0,59660.0,142.0,5.98,51.56,0.26,-0.83,64.52,66.3
106436,2021-02-26 00:00:00.000,CO,Colombia,2244792.0,3567.0,2141874.0,3681.0,59518.0,122.0,11.04,52.77,0.16,-7.95,58.14,61.72
106651,2021-02-25 00:00:00.000,CO,Colombia,2241225.0,3683.0,2138193.0,4139.0,59396.0,136.0,1.69,42.34,0.42,-10.77,56.0,49.87
106866,2021-02-24 00:00:00.000,CO,Colombia,2237542.0,3953.0,2134054.0,4563.0,59260.0,142.0,1.64,45.15,0.41,-16.3,48.19,63.67
107081,2021-02-23 00:00:00.000,CO,Colombia,2233589.0,3926.0,2129491.0,4796.0,59118.0,144.0,1.28,30.69,0.51,-19.69,51.22,41.52
107296,2021-02-22 00:00:00.000,CO,Colombia,2229663.0,3401.0,2124695.0,4329.0,58974.0,140.0,1.49,39.03,0.74,-21.88,53.66,54.84
107511,2021-02-21 00:00:00.000,CO,Colombia,2226262.0,4244.0,2120366.0,4896.0,58834.0,149.0,0.99,40.15,0.74,-16.82,50.0,31.75
107726,2021-02-20 00:00:00.000,CO,Colombia,2222018.0,5017.0,2115470.0,4908.0,58685.0,174.0,2.73,42.04,0.27,-15.05,43.42,48.47
107941,2021-02-19 00:00:00.000,CO,Colombia,2217001.0,4476.0,2110562.0,5117.0,58511.0,177.0,1.21,61.34,1.04,-6.17,50.0,78.57
108156,2021-02-18 00:00:00.000,CO,Colombia,2212525.0,4824.0,2105445.0,5817.0,58334.0,200.0,0.82,69.38,0.06,-14.52,57.89,69.75
108371,2021-02-17 00:00:00.000,CO,Colombia,2207701.0,5103.0,2099628.0,4523.0,58134.0,185.0,1.5,72.49,0.48,-7.46,55.56,70.86
108586,2021-02-16 00:00:00.000,CO,Colombia,2202598.0,4049.0,2095105.0,4638.0,57949.0,163.0,1.77,59.08,18.4,-5.86,45.16,73.7
108801,2021-02-15 00:00:00.000,CO,Colombia,2198549.0,3510.0,2090467.0,6916.0,57786.0,181.0,1.03,55.84,0.17,-2.14,55.56,57.58
109016,2021-02-14 00:00:00.000,CO,Colombia,2195039.0,4923.0,2083551.0,5160.0,57605.0,180.0,3.11,40.99,,-3.85,41.67,52.4
109231,2021-02-13 00:00:00.000,CO,Colombia,2190116.0,4947.0,2078391.0,5598.0,57425.0,229.0,1.79,42.26,0.19,-0.26,63.89,54.97
109446,2021-02-12 00:00:00.000,CO,Colombia,2185169.0,5528.0,2072793.0,7584.0,57196.0,213.0,2.16,43.89,0.3,-2.33,53.25,68.34
109661,2021-02-11 00:00:00.000,CO,Colombia,2179641.0,6294.0,2065209.0,9741.0,56983.0,250.0,2.37,42.87,1.38,0.64,50.0,65.35
109876,2021-02-10 00:00:00.000,CO,Colombia,2173347.0,6443.0,2055468.0,7176.0,56733.0,226.0,9.43,56.92,0.85,-5.09,42.68,72.26
110091,2021-02-09 00:00:00.000,CO,Colombia,2166904.0,5442.0,2048292.0,14064.0,56507.0,217.0,6.09,36.3,,-0.34,59.72,56.57
110306,2021-02-08 00:00:00.000,CO,Colombia,2161462.0,4246.0,2034228.0,6895.0,56290.0,297.0,3.21,58.57,,2.56,41.18,67.3
110521,2021-02-07 00:00:00.000,CO,Colombia,2157216.0,6009.0,2027333.0,5002.0,55993.0,300.0,1.54,55.7,,0.95,54.55,87.8
110736,2021-02-06 00:00:00.000,CO,Colombia,2151207.0,8547.0,2022331.0,11390.0,55693.0,290.0,3.82,46.93,0.26,1.13,52.5,74.95
110951,2021-02-05 00:00:00.000,CO,Colombia,2142660.0,7248.0,2010941.0,9806.0,55403.0,272.0,4.1,27.51,1.06,1.9,40.54,31.48
111166,2021-02-04 00:00:00.000,CO,Colombia,2135412.0,9790.0,2001135.0,12177.0,55131.0,254.0,1.23,53.34,0.61,3.06,43.37,64.84
111381,2021-02-03 00:00:00.000,CO,Colombia,2125622.0,11025.0,1988958.0,17616.0,54877.0,301.0,2.55,36.02,,2.95,45.0,40.69
111596,2021-02-02 00:00:00.000,CO,Colombia,2114597.0,10091.0,1971342.0,16668.0,54576.0,304.0,1.13,54.78,0.14,-6.9,58.97,70.88
111811,2021-02-01 00:00:00.000,CO,Colombia,2104506.0,9622.0,1954674.0,16352.0,54272.0,289.0,0.72,71.05,0.12,-8.64,51.22,78.88
112026,2021-01-31 00:00:00.000,CO,Colombia,2094884.0,8078.0,1938322.0,13921.0,53983.0,333.0,1.15,65.47,0.12,-7.53,59.02,67.46
112241,2021-01-30 00:00:00.000,CO,Colombia,2086806.0,9173.0,1924401.0,14610.0,53650.0,366.0,24.4,53.21,0.24,-9.57,52.87,74.15
112456,2021-01-29 00:00:00.000,CO,Colombia,2077633.0,10058.0,1909791.0,15407.0,53284.0,371.0,1.35,70.21,1.31,-8.14,44.19,76.58
112671,2021-01-28 00:00:00.000,CO,Colombia,2067575.0,12270.0,1894384.0,14343.0,52913.0,390.0,2.94,45.3,1.52,-5.45,64.47,59.77
112886,2021-01-27 00:00:00.000,CO,Colombia,2055305.0,13953.0,1880041.0,15137.0,52523.0,395.0,25.15,75.49,0.55,-4.71,55.21,70.06
113101,2021-01-26 00:00:00.000,CO,Colombia,2041352.0,13606.0,1864904.0,15710.0,52128.0,381.0,2.85,44.02,2.21,-5.15,58.9,61.17
113316,2021-01-25 00:00:00.000,CO,Colombia,2027746.0,12261.0,1849194.0,17026.0,51747.0,373.0,4.51,42.94,0.59,-4.98,44.9,62.3
113531,2021-01-24 00:00:00.000,CO,Colombia,2015485.0,12516.0,1832168.0,9859.0,51374.0,392.0,6.22,43.14,4.94,-8.82,37.04,43.31
113746,2021-01-23 00:00:00.000,CO,Colombia,2002969.0,15551.0,1822309.0,10757.0,50982.0,396.0,13.54,48.78,12.36,-12.49,52.24,58.91
113961,2021-01-22 00:00:00.000,CO,Colombia,1987418.0,15073.0,1811552.0,10418.0,50586.0,399.0,1.28,46.37,0.07,-12.21,49.4,66.46
114176,2021-01-21 00:00:00.000,CO,Colombia,1972345.0,15366.0,1801134.0,14964.0,50187.0,395.0,0.53,47.53,0.33,-10.51,42.67,65.84
114391,2021-01-20 00:00:00.000,CO,Colombia,1956979.0,17908.0,1786170.0,16235.0,49792.0,390.0,0.66,46.46,,-9.24,41.67,67.55
114606,2021-01-19 00:00:00.000,CO,Colombia,1939071.0,15939.0,1769935.0,15713.0,49402.0,398.0,0.47,43.56,0.65,-8.9,41.03,64.73
114821,2021-01-18 00:00:00.000,CO,Colombia,1923132.0,14719.0,1754222.0,24589.0,49004.0,373.0,0.28,47.37,25.04,-8.72,41.03,61.05
115036,2021-01-17 00:00:00.000,CO,Colombia,1908413.0,17379.0,1729633.0,17709.0,48631.0,375.0,2.29,56.54,0.16,-5.53,47.62,62.53
115251,2021-01-16 00:00:00.000,CO,Colombia,1891034.0,20855.0,1711924.0,13467.0,48256.0,388.0,1.63,34.07,0.67,-3.09,56.92,35.36
115466,2021-01-15 00:00:00.000,CO,Colombia,1870179.0,21078.0,1698457.0,14622.0,47868.0,377.0,1.75,31.63,0.46,-4.18,53.23,33.71
115681,2021-01-14 00:00:00.000,CO,Colombia,1849101.0,17121.0,1683835.0,18832.0,47491.0,367.0,0.66,25.86,0.07,-7.22,52.44,31.5
115896,2021-01-13 00:00:00.000,CO,Colombia,1831980.0,15898.0,1665003.0,18111.0,47124.0,342.0,1.78,39.54,0.34,-8.31,56.72,55.27
116111,2021-01-12 00:00:00.000,CO,Colombia,1816082.0,14179.0,1646892.0,14278.0,46782.0,331.0,0.4,22.71,0.24,-9.91,58.82,24.57
116326,2021-01-11 00:00:00.000,CO,Colombia,1801903.0,15003.0,1632614.0,11595.0,46451.0,337.0,0.84,21.08,,-8.52,57.69,18.86
116541,2021-01-10 00:00:00.000,CO,Colombia,1786900.0,15537.0,1621019.0,11455.0,46114.0,330.0,24.26,52.15,,-9.35,46.88,43.39
116756,2021-01-09 00:00:00.000,CO,Colombia,1771363.0,15795.0,1609564.0,12404.0,45784.0,353.0,2.82,33.9,0.14,-10.5,51.85,41.59
116971,2021-01-08 00:00:00.000,CO,Colombia,1755568.0,18221.0,1597160.0,16875.0,45431.0,364.0,14.7,42.82,0.54,-6.71,43.24,62.48
117186,2021-01-07 00:00:00.000,CO,Colombia,1737347.0,17576.0,1580285.0,10707.0,45067.0,344.0,1.16,43.26,0.21,-7.93,48.53,59.95
117401,2021-01-06 00:00:00.000,CO,Colombia,1719771.0,16805.0,1569578.0,10568.0,44723.0,295.0,1.04,50.74,0.43,-9.64,46.27,70.42
117616,2021-01-05 00:00:00.000,CO,Colombia,1702966.0,16835.0,1559010.0,6831.0,44428.0,241.0,0.81,33.43,0.3,-4.41,52.05,37.53
117831,2021-01-04 00:00:00.000,CO,Colombia,1686131.0,10311.0,1552179.0,9826.0,44187.0,222.0,4.09,39.55,2.27,-9.55,52.0,54.01
118046,2021-01-03 00:00:00.000,CO,Colombia,1675820.0,9412.0,1542353.0,11380.0,43965.0,200.0,1.3,77.14,0.78,-13.12,52.63,75.96
118261,2021-01-02 00:00:00.000,CO,Colombia,1666408.0,11528.0,1530973.0,10425.0,43765.0,270.0,7.63,54.24,2.12,-13.12,55.56,62.5
118476,2021-01-01 00:00:00.000,CO,Colombia,1654880.0,12105.0,1520548.0,12129.0,43495.0,282.0,1.8,54.21,0.72,-10.25,57.41,64.88
118691,2020-12-31 00:00:00.000,CO,Colombia,1642775.0,16314.0,1508419.0,11239.0,43213.0,304.0,1.68,37.74,0.36,-6.9,73.21,39.01
118906,2020-12-30 00:00:00.000,CO,Colombia,1626461.0,11639.0,1497180.0,14163.0,42909.0,289.0,0.83,73.17,0.31,-5.33,49.21,86.55
119121,2020-12-29 00:00:00.000,CO,Colombia,1614822.0,11015.0,1483017.0,13976.0,42620.0,246.0,1.39,68.1,0.88,-2.28,80.0,84.81
119336,2020-12-28 00:00:00.000,CO,Colombia,1603807.0,9310.0,1469041.0,13066.0,42374.0,203.0,3.7,49.74,0.53,0.04,83.78,61.02
119551,2020-12-27 00:00:00.000,CO,Colombia,1594497.0,9594.0,1455975.0,11934.0,42171.0,228.0,3.5,66.43,0.7,-1.92,54.17,75.81
119766,2020-12-26 00:00:00.000,CO,Colombia,1584903.0,10196.0,1444041.0,13332.0,41943.0,253.0,10.7,81.41,0.52,0.15,68.75,88.87
119981,2020-12-25 00:00:00.000,CO,Colombia,1574707.0,14941.0,1430709.0,13393.0,41690.0,236.0,15.41,48.69,3.2,-1.75,38.81,58.72
120197,2020-12-24 00:00:00.000,CO,Colombia,1559766.0,14940.0,1417316.0,13148.0,41454.0,280.0,44.77,72.06,0.52,-3.54,39.56,75.82
120412,2020-12-23 00:00:00.000,CO,Colombia,1544826.0,14233.0,1404168.0,9794.0,41174.0,243.0,37.74,62.9,0.38,-7.16,43.96,68.41
120627,2020-12-22 00:00:00.000,CO,Colombia,1530593.0,12526.0,1394374.0,12034.0,40931.0,251.0,9.69,61.34,0.19,-8.54,73.47,71.1
120842,2020-12-21 00:00:00.000,CO,Colombia,1518067.0,10845.0,1382340.0,9008.0,40680.0,205.0,1.35,36.15,1.35,-6.55,61.29,39.77
121057,2020-12-20 00:00:00.000,CO,Colombia,1507222.0,11160.0,1373332.0,10789.0,40475.0,207.0,4.0,46.8,0.4,-4.15,53.7,57.34
121272,2020-12-19 00:00:00.000,CO,Colombia,1496062.0,13990.0,1362543.0,8522.0,40268.0,249.0,1.66,49.05,0.24,-10.09,53.75,63.52
121487,2020-12-18 00:00:00.000,CO,Colombia,1482072.0,13277.0,1354021.0,10202.0,40019.0,232.0,1.21,30.8,0.26,-13.6,27.96,31.89
121701,2020-12-17 00:00:00.000,CO,Colombia,1468795.0,12196.0,1343819.0,7653.0,39787.0,227.0,1.52,42.24,,-12.55,60.0,54.77
121916,2020-12-16 00:00:00.000,CO,Colombia,1456599.0,11953.0,1336166.0,7736.0,39560.0,204.0,1.92,35.58,1.44,-9.9,67.65,31.01
122131,2020-12-15 00:00:00.000,CO,Colombia,1444646.0,10130.0,1328430.0,6961.0,39356.0,161.0,4.71,41.19,3.01,-5.81,53.85,45.33
122346,2020-12-14 00:00:00.000,CO,Colombia,1434516.0,8742.0,1321469.0,6633.0,39195.0,142.0,1.84,35.17,1.05,-6.74,43.9,38.12
122561,2020-12-13 00:00:00.000,CO,Colombia,1425774.0,8702.0,1314836.0,4411.0,39053.0,187.0,11.61,56.93,0.37,-6.45,62.86,61.56
122776,2020-12-12 00:00:00.000,CO,Colombia,1417072.0,8163.0,1310425.0,6126.0,38866.0,197.0,4.15,35.36,0.4,-2.42,51.28,40.3
122991,2020-12-11 00:00:00.000,CO,Colombia,1408909.0,8998.0,1304299.0,7879.0,38669.0,185.0,1.16,40.19,1.16,2.75,57.14,52.21
123206,2020-12-10 00:00:00.000,CO,Colombia,1399911.0,7778.0,1296420.0,8823.0,38484.0,176.0,3.03,37.59,0.28,9.4,64.1,50.0
123420,2020-12-09 00:00:00.000,CO,Colombia,1392133.0,7523.0,1287597.0,9271.0,38308.0,150.0,2.77,24.0,2.69,9.39,52.94,29.71
123635,2020-12-08 00:00:00.000,CO,Colombia,1384610.0,7510.0,1278326.0,10731.0,38158.0,163.0,1.69,46.81,0.3,8.59,57.78,41.0
123850,2020-12-07 00:00:00.000,CO,Colombia,1377100.0,5997.0,1267595.0,10185.0,37995.0,187.0,0.41,45.93,,2.97,32.61,54.68
