Fecha,Vol. Futuros,TRM,Precio Interno,PI,MHI,FNI,SI
2020-11-04,0.4359415961916282,3823.45,1010000.0,3.4,37.76,1.43,-15.63
2020-11-05,2.823829648467227,3807.13,1015000.0,1.69,28.51,0.51,-15.62
2020-11-06,0.9394150814106452,3763.82,1015000.0,1.23,41.33,0.61,-13.21
2020-11-07,0.027110468190713,3738.19,1015000.0,1.16,38.97,0.53,-6.47
2020-11-08,0.0776665865669314,3738.19,1015000.0,1.73,18.42,0.87,-2.52
2020-11-09,0.0429892579495941,3738.19,997000.0,2.56,73.76,0.68,-8.17
2020-11-10,0.4202667871496199,3646.15,996000.0,1.85,64.06,0.08,-8.34
2020-11-11,1.6636243202372292,3650.5,1012000.0,0.45,47.07,0.45,-11.46
2020-11-12,0.9124150889609192,3650.5,1025000.0,12.35,61.53,0.23,-5.96
2020-11-13,0.7750209752934694,3646.22,1020000.0,5.5,36.51,1.01,-11.03
