Fecha,Vol. Futuros
2020-01-01,1.2899457760904345
2020-01-02,0.7350455366085377
2020-01-03,0.5918344361205096
2020-01-04,1.367154258393283
2020-01-05,1.505321285893915
2020-01-06,0.5081280687581757
2020-01-07,0.2044572374476228
2020-01-08,2.6911166533474598
2020-01-09,1.5222281247718752
2020-01-10,1.3542314451934303
2020-01-11,0.4681859701626271
2020-01-12,1.9493140031636056
2020-01-13,1.3516828116199882
2020-01-14,0.3050775955205447
2020-01-15,0.5235614053945052
2020-01-16,1.1881327886752675
2020-01-17,0.7107981947794908
2020-01-18,0.2995874402042159
2020-01-19,0.1299080621834803
2020-01-20,0.1611754499106269
2020-01-21,0.3950001102797744
2020-01-22,0.0450349028102233
2020-01-23,1.4311514393255726
2020-01-24,2.1998642457237776
2020-01-25,1.904046571174338
2020-01-26,0.797569047456087
2020-01-27,0.5743405330303827
2020-01-28,1.4647084440734763
2020-01-29,2.897353803515561
2020-01-30,0.5404090774011734
2020-01-31,1.1266344983100531
2020-02-01,0.949190543424825
2020-02-02,2.2841217784914933
2020-02-03,1.5045470709314714
2020-02-04,0.2550371186005288
2020-02-05,0.4083721856994941
2020-02-06,0.4083721856995077
2020-02-07,0.2035624112597794
2020-02-08,0.4964518092232793
2020-02-09,0.7667193305619916
2020-02-10,0.7001438734968917
2020-02-11,0.1992032531240576
2020-02-12,0.1491424586670119
2020-02-13,3.7059335916774248
2020-02-14,4.35564048364502
2020-02-15,1.1724009371212356
2020-02-16,1.2240897412521297
2020-02-17,1.8066111016514084
2020-02-18,0.5067535236575924
2020-02-19,0.2343567981468269
2020-02-20,3.0420596700711853
2020-02-21,4.943345785517375
2020-02-22,1.571832626950776
2020-02-23,2.24620381678938
2020-02-24,2.073182317480946
2020-02-25,1.1267724846342289
2020-02-26,1.8501915385321988
2020-02-27,0.8283526426643875
2020-02-28,1.7407677316253023
2020-02-29,0.4069836621173391
2020-03-01,0.2639822201410393
2020-03-02,3.3785306752695474
2020-03-03,5.431967408015392
2020-03-04,3.274851843026279
2020-03-05,6.43393661231856
2020-03-06,3.945742755845812
2020-03-07,1.7091587710159044
2020-03-08,0.8233164760327127
2020-03-09,4.008911306829982
2020-03-10,4.749996838368508
2020-03-11,2.3916108895772603
2020-03-12,2.17498378825885
2020-03-13,1.9427067960261155
2020-03-14,1.1161971158534345
2020-03-15,0.6741892823474449
2020-03-16,1.1963252948501308
2020-03-17,0.967125526517775
2020-03-18,4.883644011289098
2020-03-19,7.658391551454409
2020-03-20,2.581061409648843
2020-03-21,0.1341637271150786
2020-03-22,0.0565309975216359
2020-03-23,1.20895899577306
2020-03-24,3.524772421650577
2020-03-25,3.4047507053401
2020-03-26,4.163995111793222
2020-03-27,7.321355909118174
2020-03-28,2.254793138616029
2020-03-29,2.1659056793209683
2020-03-30,3.0233952818435723
2020-03-31,0.2093364800463322
2020-04-01,3.0144502797969013
2020-04-02,2.8470161678474364
2020-04-03,3.7998167930129023
2020-04-04,2.489985335026472
2020-04-05,1.0450388660914405
2020-04-06,2.956527830207942
2020-04-07,2.748006356602968
2020-04-08,0.0834376352119672
2020-04-09,1.0067199117723968
2020-04-10,0.4094553113787866
2020-04-11,1.195154981536982
2020-04-12,0.6287110822764721
2020-04-13,1.2683464024522668
2020-04-14,2.1524359148112318
2020-04-15,2.527514495819501
2020-04-16,1.3400535537482228
2020-04-17,2.1735353843179044
2020-04-18,0.3634800837719493
2020-04-19,0.0388147020045831
2020-04-20,1.765092860422011
2020-04-21,3.583007543465498
2020-04-22,0.8626614224337044
2020-04-23,0.4060461252201952
2020-04-24,5.411725003682691
2020-04-25,3.106590554108553
2020-04-26,0.4682361659512219
2020-04-27,2.0663795208786357
2020-04-28,1.046134124536955
2020-04-29,1.958505399440336
2020-04-30,0.960161001022007
2020-05-01,0.1912960889433992
2020-05-02,0.7256541503481568
2020-05-03,0.046421713359991
2020-05-04,1.726861066163664
2020-05-05,3.0786013386226707
2020-05-06,0.4582959442220386
2020-05-07,1.7528124034257349
2020-05-08,2.436342064011467
2020-05-09,1.6048701893034436
2020-05-10,0.5101508549501993
2020-05-11,2.144717568153759
2020-05-12,3.123069011846781
2020-05-13,1.9603783430567927
2020-05-14,1.2952927560658456
2020-05-15,0.0953743515309779
2020-05-16,0.4157195243621409
2020-05-17,0.175441756717522
2020-05-18,1.0953898665696638
2020-05-19,1.2691122159499717
2020-05-20,1.3164270973625969
2020-05-21,0.8555185259818665
2020-05-22,1.103922897686448
2020-05-23,0.1422673733033917
2020-05-24,1.0296226309939194
2020-05-25,0.7963874936654175
2020-05-26,0.5307826922104625
2020-05-27,2.504947930444253
2020-05-28,3.373335724252059
2020-05-29,2.866112253186237
2020-05-30,0.2399621655782306
2020-05-31,1.3419664701185163
2020-06-01,0.9535665303638144
2020-06-02,0.1017811792700603
2020-06-03,0.9123225975521972
2020-06-04,0.963252061347217
2020-06-05,0.7612317906196397
2020-06-06,0.7096608095053457
2020-06-07,0.0386625070637545
2020-06-08,0.670998302441591
2020-06-09,1.1184661587894815
2020-06-10,1.0794245130880402
2020-06-11,0.7782140442054963
2020-06-12,0.8368249670516579
2020-06-13,0.34810787231702
2020-06-14,0.2010167862218936
2020-06-15,0.7193912941926641
2020-06-16,0.3730353379906367
2020-06-17,2.738454427779605
2020-06-18,1.729149711006111
2020-06-19,0.9025811207312332
2020-06-20,0.552212160417347
2020-06-21,1.022935370234095
2020-06-22,0.7444082296674301
2020-06-23,0.3121750714184585
2020-06-24,0.4147232486446389
2020-06-25,1.8799509273316783
2020-06-26,0.8398999505238683
2020-06-27,1.3368582843108796
2020-06-28,0.97077287599299
2020-06-29,0.7806224979323902
2020-06-30,1.409182856111807
2020-07-01,2.954424630672552
2020-07-02,0.7793512413556868
2020-07-03,2.304224712610933
2020-07-04,2.207136362714829
2020-07-05,1.2234897140103504
2020-07-06,0.6698424436843388
2020-07-07,2.0871208100906458
2020-07-08,0.3027247518724999
2020-07-09,1.2713112999837726
2020-07-10,1.5992087013948306
2020-07-11,0.0806220584778462
2020-07-12,0.8788478225145714
2020-07-13,0.4934480973333447
2020-07-14,0.7212808189240798
2020-07-15,0.7786180005539735
2020-07-16,1.1914152843570252
2020-07-17,3.9874068552350734
2020-07-18,0.901258613632955
2020-07-19,1.6831915769216597
2020-07-20,1.773956603869982
2020-07-21,2.0101179321087304
2020-07-22,7.520900048323763
2020-07-23,0.7875880414650491
2020-07-24,0.8337241437828343
2020-07-25,1.4532559397682223
2020-07-26,0.6809830918086858
2020-07-27,0.3060345478319902
2020-07-28,0.6816658979097681
2020-07-29,1.7627575083313238
2020-07-30,3.304993467255219
2020-07-31,3.073225212920414
2020-08-01,0.1664637721459027
2020-08-02,1.2029062408784643
2020-08-03,0.1497995481684192
2020-08-04,2.636687584074213
2020-08-05,0.412201737806486
