Fecha,Vol. Futuros,VIX,EMV-ID,EPU
2020-01-01,1.2899457760904345,12.548402507235787,1.89,186.06
2020-01-02,0.7350455366085377,12.47,2.84,139.13
2020-01-03,0.5918344361205096,14.02,1.33,108.1
2020-01-04,1.367154258393283,14.646666087948024,0.0,212.82
2020-01-05,1.505321285893915,14.31196955238363,0.86,173.76
2020-01-06,0.5081280687581757,13.85,0.99,147.96
2020-01-07,0.2044572374476228,13.79,0.0,103.98
2020-01-08,2.6911166533474598,13.45,0.56,91.15
2020-01-09,1.5222281247718752,12.54,1.16,71.92
2020-01-10,1.3542314451934303,12.56,0.0,74.58
2020-01-11,0.4681859701626271,12.581624160385378,0.85,127.36
2020-01-12,1.9493140031636056,12.425932385700944,0.0,159.24
2020-01-13,1.3516828116199882,12.32,0.91,124.82
2020-01-14,0.3050775955205447,12.39,0.0,109.27
2020-01-15,0.5235614053945052,12.42,0.0,98.77
2020-01-16,1.1881327886752675,12.32,0.0,88.05
2020-01-17,0.7107981947794908,12.1,0.0,77.76
2020-01-18,0.2995874402042159,12.096758825337263,0.0,89.29
2020-01-19,0.1299080621834803,12.302493805438342,0.0,162.21
2020-01-20,0.1611754499106269,12.594481882820254,0.0,96.05
2020-01-21,0.3950001102797744,12.85,0.0,87.56
2020-01-22,0.0450349028102233,12.91,0.56,77.19
2020-01-23,1.4311514393255726,12.98,0.0,70.67
2020-01-24,2.1998642457237776,14.56,1.24,48.48
2020-01-25,1.904046571174338,16.860500452878444,0.86,78.77
2020-01-26,0.797569047456087,18.52443252790403,2.43,137.56
2020-01-27,0.5743405330303827,18.23,0.0,22.25
2020-01-28,1.4647084440734763,16.28,6.23,94.68
2020-01-29,2.897353803515561,16.39,0.0,88.62
2020-01-30,0.5404090774011734,15.49,2.29,142.05
2020-01-31,1.1266344983100531,18.84,9.68,122.2
2020-02-01,0.949190543424825,20.654462533750095,8.36,147.37
2020-02-02,2.2841217784914933,19.937738118902345,3.2,104.49
2020-02-03,1.5045470709314714,17.97,8.18,124.15
2020-02-04,0.2550371186005288,16.05,5.5,111.96
2020-02-05,0.4083721856994941,15.15,2.71,84.94
2020-02-06,0.4083721856995077,14.96,1.71,81.75
2020-02-07,0.2035624112597794,15.47,4.37,130.27
2020-02-08,0.4964518092232793,15.43012866313934,1.68,87.8
2020-02-09,0.7667193305619916,15.052052974896327,3.98,113.95
2020-02-10,0.7001438734968917,15.04,0.9,111.39
2020-02-11,0.1992032531240576,15.18,1.34,152.71
2020-02-12,0.1491424586670119,13.74,1.06,79.26
2020-02-13,3.7059335916774248,14.15,2.3,82.23
2020-02-14,4.35564048364502,13.68,1.23,71.98
2020-02-15,1.1724009371212356,13.664064666962172,0.0,82.1
2020-02-16,1.2240897412521297,14.253373867169415,4.67,131.52
2020-02-17,1.8066111016514084,14.84349613379195,2.93,82.54
2020-02-18,0.5067535236575924,14.83,2.1,77.38
2020-02-19,0.2343567981468269,14.38,2.72,56.47
2020-02-20,3.0420596700711853,15.56,5.7,103.7
2020-02-21,4.943345785517375,17.08,6.68,106.59
2020-02-22,1.571832626950776,18.898101301429524,4.13,177.27
2020-02-23,2.24620381678938,21.42505678007973,6.13,144.34
2020-02-24,2.073182317480946,25.03,6.37,88.73
