Fecha,Vol. Futuros,PI,MHI,FNI,SI
2021-02-28,0.128357249632123,4.53,32.75,1.26,6.96
2021-03-01,0.2118832026957116,1.71,22.74,0.0,6.15
2021-03-02,1.453351461616802,9.48,51.73,0.23,8.63
2021-03-03,1.551005179340594,11.57,71.4,5.38,7.16
2021-03-04,2.119131505702192,39.59,62.29,0.08,3.21
2021-03-05,0.272214828798463,0.96,35.44,0.32,-2.11
2021-03-06,0.4246814181820856,1.43,43.7,0.75,-4.46
2021-03-07,0.0203514003958032,2.73,65.49,0.13,-13.58
2021-03-08,0.1715913557085326,0.49,69.17,46.49,-15.12
2021-03-09,0.1163016219481259,0.59,41.95,2.09,-6.67
2021-03-10,0.3484998686896385,1.07,28.98,0.07,-8.13
2021-03-11,1.876371343636888,1.41,33.5,0.4,-4.6
2021-03-12,0.4919593649671585,1.04,38.78,0.21,-0.49
2021-03-13,0.6430167466759421,5.0,29.07,0.93,2.83
2021-03-14,0.6246943202233841,2.07,22.11,1.03,3.41
2021-03-15,0.5098446126804762,11.22,24.61,0.0,5.96
2021-03-16,1.7719596518238103,3.04,21.6,0.37,5.71
2021-03-17,0.7125475488305716,0.96,40.43,0.45,4.9
2021-03-18,4.976919049306535,1.54,27.39,0.33,3.13
2021-03-19,0.7544208900325737,6.02,31.22,0.66,-2.72
2021-03-20,1.7532585953061277,1.63,38.84,0.23,-3.97
2021-03-21,1.7585238860130774,1.83,34.93,0.0,-1.82
2021-03-22,0.1278287892836164,2.73,35.52,0.55,-1.42
2021-03-23,1.9403014607770128,0.55,24.28,0.14,1.6
2021-03-24,0.8658062743114542,35.05,74.95,0.19,0.03
2021-03-25,0.0790201542500882,2.46,39.75,0.61,-2.64
2021-03-26,1.489639462519874,2.8,38.41,1.4,-3.22
2021-03-27,1.291579986695489,1.22,27.65,0.49,-0.47
2021-03-28,0.0718153720209743,0.68,15.88,0.84,-0.32
2021-03-29,2.3545840715846524,0.0,25.07,0.0,-2.12
2021-03-30,3.565368626406208,2.68,37.16,1.98,-13.09
2021-03-31,0.7314132565920994,1.29,39.68,0.41,-4.61
2021-04-01,1.5504186535965312,0.77,29.6,0.29,-1.15
2021-04-02,2.094020224151404,1.33,17.16,0.09,0.79
2021-04-03,1.0612796265319198,1.06,27.19,0.71,-0.46
2021-04-04,0.6399118847695404,1.34,30.29,1.61,-3.22
2021-04-05,2.925729124373015,0.91,26.48,0.0,-2.56
2021-04-06,3.81649049286318,2.08,35.6,0.38,3.42
2021-04-07,0.0788643573998235,0.68,50.78,0.06,4.24
2021-04-08,0.8641059265902948,1.6,39.63,0.35,6.57
2021-04-09,0.4704046306563473,2.57,38.8,1.62,6.12
2021-04-10,0.4630515248437872,1.86,28.74,0.55,4.95
2021-04-11,0.2125098170900305,0.53,36.22,5.12,4.95
2021-04-12,0.9162970549593976,2.05,27.37,0.51,4.89
2021-04-13,1.5107782991972114,1.65,48.89,0.48,1.69
2021-04-14,1.5640219633619057,0.68,48.05,0.0,-1.05
2021-04-15,0.4531729809882099,1.53,47.3,0.24,-0.54
2021-04-16,2.711642179631215,0.66,37.79,0.18,0.64
2021-04-17,1.6637748310163425,1.37,40.44,0.63,1.15
2021-04-18,0.3501480278495216,3.92,26.89,1.04,-0.57
2021-04-19,1.8541686598576157,2.65,36.95,0.0,-1.51
2021-04-20,1.9825277609321168,1.51,30.79,0.56,2.63
2021-04-21,0.188928830049276,4.36,37.69,0.31,6.03
2021-04-22,1.5760176111606132,6.39,39.4,1.78,0.4
2021-04-23,1.8809331957496076,1.56,26.32,0.49,2.39
2021-04-24,1.1732686248288338,2.98,31.0,0.31,-1.02
2021-04-25,0.9446415466424812,4.64,41.49,0.62,1.93
2021-04-26,1.400040540646035,0.27,40.73,0.0,3.0
2021-04-27,1.817596350108256,11.4,37.92,0.0,-7.94
2021-04-28,0.0346440329118824,4.25,27.94,0.27,-9.79
2021-04-29,2.030171231735279,2.04,36.09,0.78,-1.43
2021-04-30,1.0307537501009962,1.69,25.72,0.48,-5.25
2021-05-01,0.0847657150166819,8.52,41.81,0.29,-3.57
2021-05-02,0.0130308294724553,0.79,61.65,0.0,-4.2
2021-05-03,0.7633497890027204,3.32,47.57,0.77,-5.81
2021-05-04,0.1080497133754178,3.02,39.14,0.95,-0.47
2021-05-05,6.6830708482456185,2.81,33.55,0.35,-7.44
2021-05-06,3.3115608784497605,1.54,38.91,0.57,-14.75
2021-05-07,0.7848307126135698,2.32,47.23,0.72,-11.29
2021-05-08,1.5920883608280418,15.15,42.05,0.75,-7.26
2021-05-09,1.231224404262876,13.47,46.59,0.48,-10.83
2021-05-10,0.3113220083834817,1.37,29.53,0.0,-7.5
2021-05-11,0.2030457550382143,1.57,43.82,0.46,-17.59
2021-05-12,1.4643544486152449,0.75,36.82,0.75,-7.42
2021-05-13,0.0686341825158139,1.59,39.98,0.08,-6.24
2021-05-14,0.965857801723472,2.66,29.05,0.31,-8.76
2021-05-15,1.630195862342295,2.15,24.16,0.31,-10.14
2021-05-16,0.4684310387270091,0.72,37.73,0.43,-6.65
2021-05-17,2.6172106043058583,1.26,22.59,0.14,-6.0
2021-05-18,4.58301225409552,0.9,26.24,0.15,1.37
2021-05-19,0.5615142561582331,1.27,46.83,0.22,0.1
2021-05-20,6.624709955769793e-06,1.91,41.04,0.43,-3.72
2021-05-21,0.5646917513431539,1.84,29.73,0.22,-9.2
2021-05-22,0.5075315886839461,2.17,42.13,0.48,-12.43
2021-05-23,0.1886283823897944,1.35,40.23,0.77,-15.89
2021-05-24,0.0393832983219712,1.72,16.49,0.86,-16.05
2021-05-25,1.001677824347121,27.64,54.59,0.09,-13.26
2021-05-26,3.396799465102219,0.94,29.07,0.39,-13.0
2021-05-27,0.2250443000896182,1.21,26.0,0.85,-14.15
2021-05-28,4.40738627097985,2.4,40.01,0.39,-8.3
2021-05-29,2.29069788100424,0.7,29.43,0.47,-3.77
2021-05-30,0.6083865909179648,3.25,17.35,0.24,-1.46
2021-05-31,1.654822952000131,1.35,13.51,0.25,-1.75
2021-06-01,0.8314506152508406,1.69,62.19,0.06,-16.46
2021-06-02,0.0620732484238898,4.21,43.5,0.09,-14.69
2021-06-03,2.2275430837668173,8.44,40.08,0.82,-10.6
2021-06-04,2.537332674766331,2.05,39.7,0.64,-16.77
2021-06-05,1.461053758057067,1.23,79.84,0.52,-16.54
2021-06-06,0.7018743532045301,1.63,66.24,0.73,-24.79
2021-06-07,1.6914422164800305,12.89,56.79,0.52,-21.58
2021-06-08,1.5416382086174614,3.15,41.43,0.46,-18.27
2021-06-09,0.3175613973886551,8.25,29.95,0.71,-14.83
2021-06-10,0.9496747537257209,27.44,49.6,0.4,-10.75
2021-06-11,0.7907679985329737,3.82,36.07,0.21,-5.82
2021-06-12,0.4450817668010047,12.55,52.94,0.55,-9.83
2021-06-13,0.2981277651573857,12.5,61.22,0.51,-2.08
2021-06-14,1.4074109901379668,5.18,64.29,1.07,-8.88
2021-06-15,1.899827858063752,6.9,59.2,0.11,-11.93
2021-06-16,1.411942681482794,1.22,59.63,0.12,-18.66
2021-06-17,2.509210548430343,10.16,43.83,0.15,-17.1
2021-06-18,0.2337620032594893,5.5,50.83,0.37,-6.05
2021-06-19,1.2315247303271313,2.52,54.28,0.23,-4.58
2021-06-20,0.70705947756137,11.64,68.36,0.0,-4.3
2021-06-21,0.317374175571901,17.71,56.42,0.17,-0.28
2021-06-22,0.7246408520767198,1.91,60.71,0.11,6.2
2021-06-23,1.248373636783343,1.22,40.06,0.24,9.3
2021-06-24,0.4909190026238408,1.03,53.23,0.31,11.88
2021-06-25,3.1328252328003883,4.68,40.58,0.53,-10.23
2021-06-26,2.7856569814459786,2.21,30.26,0.44,-10.66
2021-06-27,1.0326616871980192,31.76,45.35,0.51,0.27
2021-06-28,0.6881726682790604,1.87,29.67,0.23,-2.07
2021-06-29,1.584130036323264,2.11,23.1,0.43,-18.09
2021-06-30,0.2194014357621272,0.52,21.34,0.18,-18.74
2021-07-01,2.124703361380837,0.49,31.51,0.25,-4.48
2021-07-02,2.236359608685832,1.21,38.7,0.08,-2.27
2021-07-03,1.7353582023040677,0.68,27.82,3.27,-3.04
2021-07-04,1.1764121410481654,1.0,15.98,0.43,-7.63
2021-07-05,0.4918386514769173,2.34,18.26,0.22,-6.06
2021-07-06,0.308004850236699,1.68,28.63,0.62,-3.95
2021-07-07,1.2430867278804527,3.74,36.77,0.16,-4.14
2021-07-08,1.524217712781499,1.62,42.61,0.43,-2.99
2021-07-09,0.494479332906342,15.27,40.09,0.0,-2.67
2021-07-10,0.6361824906016906,5.85,25.96,0.19,-6.59
2021-07-11,1.202709417414856,4.38,13.03,0.16,-4.07
2021-07-12,0.1675438106425117,0.78,14.81,0.13,-7.35
2021-07-13,1.14399025028037,2.81,21.57,3.86,-12.49
2021-07-14,2.819827084964401,2.63,27.49,0.88,-12.65
2021-07-15,0.2872189624095807,3.6,40.78,1.46,-9.55
2021-07-16,2.7037170333540987,3.37,27.89,2.35,-10.18
2021-07-17,1.2985849253246993,1.54,20.77,1.32,-4.6
2021-07-18,3.163672434394824,19.12,33.12,0.81,-6.42
2021-07-19,0.7013464338255436,5.84,16.02,0.62,-8.62
2021-07-20,6.484040793231667,3.43,19.21,0.99,-4.26
2021-07-21,6.060686629224696,1.07,30.89,0.61,-13.2
2021-07-22,9.556841092260946,0.77,46.79,0.77,-15.58
2021-07-23,2.430539090111886,0.75,29.39,0.65,-18.77
2021-07-24,1.5647138739562008,1.0,15.41,1.5,-24.43
2021-07-25,5.38828340542635,1.14,28.36,0.34,-21.59
2021-07-26,2.5299090811659286,0.38,56.03,26.67,-17.86
2021-07-27,2.9546771515068926,0.62,37.28,0.41,-17.86
2021-07-28,0.6464468061542319,1.21,21.46,0.83,-20.36
2021-07-29,1.9902407779199944,12.98,35.79,0.25,-8.79
2021-07-30,9.020871063722398,4.79,22.39,0.34,-0.07
2021-07-31,5.426121227210468,1.21,55.27,5.02,3.72
2021-08-01,0.2345874202884716,1.98,32.45,0.47,2.37
2021-08-02,1.8288222172852728,1.48,25.0,0.66,4.62
2021-08-03,1.1793607139429496,1.64,21.79,1.25,7.34
2021-08-04,0.456491520245129,1.94,30.41,0.48,7.39
2021-08-05,0.7091222453903453,0.71,27.61,0.35,8.88
2021-08-06,0.5100606127587797,2.12,55.04,0.12,5.55
2021-08-07,0.1219970338523831,0.45,69.26,0.12,4.29
2021-08-08,0.6885402160968336,1.72,29.5,0.57,4.69
2021-08-09,1.3189777117695372,2.6,68.83,0.35,4.44
2021-08-10,1.466748309850386,2.4,22.48,0.25,0.27
2021-08-11,1.0113520670485627,1.04,34.56,0.19,-2.89
2021-08-12,1.4579091919885994,0.74,24.5,0.64,-7.46
2021-08-13,2.058020103727908,0.62,26.11,0.16,-12.62
2021-08-14,0.3445288491617849,2.42,32.49,0.22,-12.62
2021-08-15,0.9826077340974372,5.14,41.59,0.23,-13.48
2021-08-16,0.3921435239214634,5.58,23.55,0.0,-17.49
2021-08-17,2.34720150279951,1.02,39.78,0.94,-14.38
2021-08-18,0.4182356577478573,1.2,26.55,0.0,-15.61
2021-08-19,0.8382278752804388,4.64,28.99,0.27,-10.46
2021-08-20,0.0280544257696464,1.24,17.87,0.0,-7.71
2021-08-21,0.0595928953286461,17.79,45.3,30.54,-8.58
2021-08-22,0.0275064476078183,0.44,10.59,0.49,-3.72
2021-08-23,0.9812839707842652,0.25,49.69,0.37,-4.49
2021-08-24,1.8445120320619828,2.68,31.83,0.49,-9.97
2021-08-25,0.4083304979370781,1.33,40.75,0.31,-4.37
2021-08-26,0.8655720798058845,2.69,28.28,0.45,-4.19
2021-08-27,2.0525843899392004,0.73,24.3,0.83,-4.56
2021-08-28,2.5153241738553724,1.78,27.12,0.1,-2.62
2021-08-29,1.769919174869165,0.39,7.44,0.26,-3.36
2021-08-30,0.2009331010345153,17.18,40.15,15.83,-0.65
2021-08-31,2.021304585285927,0.99,30.05,0.66,8.16
2021-09-01,0.1293159368104388,0.43,17.8,0.43,9.05
2021-09-02,0.6751518764763362,1.95,43.81,0.35,2.45
2021-09-03,0.7059775693784941,1.52,34.86,0.33,2.1
2021-09-04,0.1932381985206049,1.64,56.84,0.0,1.32
2021-09-05,0.6443754688006476,2.07,69.83,11.33,-0.9
2021-09-06,0.3482386055461303,4.59,37.81,5.3,-1.23
2021-09-07,0.6885341427842387,4.82,54.94,5.29,-3.75
2021-09-08,1.97765179764566,1.86,33.83,0.74,-7.12
2021-09-09,1.4755465565919323,1.66,51.39,0.05,-8.19
2021-09-10,0.3237995273775347,4.19,38.66,0.47,-5.52
2021-09-11,0.4051416673936895,2.67,24.81,0.36,-5.94
2021-09-12,0.1655415324619122,1.4,20.0,0.35,-4.29
2021-09-13,0.9153697021264532,1.86,21.38,0.0,-1.92
2021-09-14,0.7349971838732549,1.71,21.06,0.07,-2.82
2021-09-15,2.1622464013165708,0.9,21.55,0.17,-0.24
2021-09-16,0.4268949919576014,1.66,17.79,0.48,3.42
2021-09-17,0.266595732411972,3.02,20.88,0.41,3.61
2021-09-18,0.6499622502902311,10.32,47.39,0.56,2.62
2021-09-19,0.8160752498056991,2.44,27.73,0.14,2.19
2021-09-20,0.5836566954458597,3.9,31.17,0.65,-1.04
2021-09-21,0.0817772977290011,1.64,17.05,0.41,3.69
2021-09-22,0.814779086530592,6.81,28.39,6.1,5.72
2021-09-23,3.0632305837460736,13.6,62.99,7.16,5.35
2021-09-24,1.9483666078130344,1.6,21.71,1.09,4.88
2021-09-25,0.4239299310693918,3.63,22.91,0.6,6.79
2021-09-26,0.9470497908032376,3.19,21.39,1.81,5.03
2021-09-27,1.0101545881255398,3.47,21.76,0.93,7.92
2021-09-28,2.524034565031103,1.67,24.64,0.22,7.05
2021-09-29,2.653216859187823,1.44,16.96,0.19,1.85
2021-09-30,0.3097576044134184,0.53,26.11,0.08,-0.59
2021-10-01,5.050690278848659,0.73,17.92,0.28,-3.16
2021-10-02,2.6167655976445903,0.43,33.92,14.01,-4.08
2021-10-03,0.8279579310831557,0.44,38.2,3.98,-3.61
2021-10-04,3.618730143527562,1.63,14.66,0.98,-2.74
2021-10-05,4.309143406849934,1.02,17.1,3.01,-5.89
2021-10-06,0.8044678132867645,1.79,24.28,0.6,-5.84
2021-10-07,2.274277146199811,1.15,22.9,0.0,-4.56
2021-10-08,1.7282834688943065,1.55,37.27,0.42,-3.4
2021-10-09,0.3865269996295724,1.43,26.51,0.44,-4.19
2021-10-10,0.5180836226614973,1.66,22.7,0.13,-3.64
2021-10-11,2.3346152665559807,0.48,19.55,0.0,-4.12
2021-10-12,4.265140947110719,0.77,24.03,1.39,-1.43
2021-10-13,2.133793617365769,0.98,24.17,0.62,-0.1
2021-10-14,0.2871502332023162,0.92,25.94,0.13,0.17
2021-10-15,2.8355225755125124,2.28,31.42,0.37,1.01
2021-10-16,1.9725367657717612,3.62,26.11,0.05,2.52
2021-10-17,0.0018049277663551,6.37,19.83,0.5,1.82
2021-10-18,1.0854469518135177,1.23,8.72,0.21,1.42
2021-10-19,1.3059197542898833,0.94,12.62,3.76,2.42
2021-10-20,0.6344579603775157,0.92,38.85,4.31,1.35
2021-10-21,1.1006592709586478,1.73,29.58,0.7,9.04
2021-10-22,1.7115635476968505,0.34,19.62,0.04,9.57
2021-10-23,1.1953429600440924,2.08,26.27,0.5,17.18
2021-10-24,0.1858146268608063,0.73,13.61,0.18,17.99
2021-10-25,2.351496782319992,0.29,6.12,1.69,22.52
2021-10-26,2.703196375088915,1.76,18.36,0.4,19.18
2021-10-27,3.29740461021256,1.53,22.88,0.15,19.8
2021-10-28,0.6977352004635783,0.99,19.35,0.12,13.93
2021-10-29,1.980753047074009,2.04,29.79,0.25,8.49
2021-10-30,1.6072043035295325,6.6,39.05,0.16,-1.7
2021-10-31,0.7312473056545415,3.52,13.46,0.41,-1.95
2021-11-01,0.0361567772253144,14.23,31.46,6.37,-3.02
2021-11-02,0.3119378654204622,5.59,24.36,4.04,-3.54
2021-11-03,0.5990194023003815,1.79,16.93,0.13,-6.13
2021-11-04,0.3350086885282085,23.62,42.73,1.26,-13.07
2021-11-05,2.450686761768415,1.63,26.22,0.08,-16.58
2021-11-06,2.544805597087267,7.64,34.48,0.17,-16.92
2021-11-07,1.0565431292395673,38.16,52.52,0.88,-16.92
2021-11-08,1.6667645823510813,9.15,29.74,1.31,-18.63
2021-11-09,3.08247805245134,1.8,21.64,0.23,-18.22
2021-11-10,0.9270620189527352,1.07,31.13,0.08,-17.61
2021-11-11,3.326409364051261,2.97,22.92,0.1,-13.16
2021-11-12,4.0878891905835495,0.85,26.3,0.47,-7.59
2021-11-13,2.196230375748832,0.66,28.61,0.22,-3.52
2021-11-14,0.3535339642461149,2.46,36.85,0.1,-5.38
2021-11-15,1.1710556439595514,14.6,26.23,0.0,-6.39
2021-11-16,0.314748461280731,1.14,24.87,0.0,-9.28
2021-11-17,4.64176583464527,0.4,25.81,8.74,-7.54
2021-11-18,1.5816600981459594,0.45,28.49,0.22,-8.2
2021-11-19,1.882153992428,1.41,21.72,0.27,-11.72
2021-11-20,0.2412153997350226,0.73,22.78,0.33,-18.25
2021-11-21,1.6209560056319332,0.43,17.63,0.0,-13.86
2021-11-22,1.022825037929376,8.98,42.68,0.0,-11.64
2021-11-23,4.727615933821697,1.71,37.3,1.71,-15.98
2021-11-24,1.5342430435266623,0.42,27.13,0.37,-18.82
2021-11-25,0.1289080392787541,1.14,29.43,0.06,-15.72
2021-11-26,0.8707942577643106,1.2,38.1,0.09,-10.02
2021-11-27,1.4665516260320666,3.79,29.42,0.21,-2.29
2021-11-28,1.5899987337464545,6.39,42.04,0.27,-4.09
2021-11-29,1.1307894386381163,2.86,19.05,0.29,-3.92
2021-11-30,0.2569044444441959,3.01,43.75,9.96,-1.14
2021-12-01,0.4064611436163735,10.72,34.26,0.53,-0.3
2021-12-02,1.3781623831513896,1.12,26.29,0.4,2.72
2021-12-03,2.7416047338025846,8.22,31.9,0.17,0.14
2021-12-04,2.474026410727435,22.31,45.94,0.08,-4.87
2021-12-05,1.1090935672915805,2.67,27.6,0.3,2.95
2021-12-06,1.0943724080535997,0.95,15.88,0.0,2.95
2021-12-07,2.550229281093612,1.66,19.94,0.28,5.52
2021-12-08,0.3478976188745228,1.06,28.28,0.08,-0.27
2021-12-09,1.814108707065004,0.73,40.06,0.15,-5.41
2021-12-10,3.234612403172373,0.85,18.7,0.42,-2.79
2021-12-11,0.7533816504862287,14.19,33.57,10.05,-3.15
2021-12-12,1.1930707019291074,2.2,17.85,1.22,0.63
2021-12-13,1.2646555697263564,1.93,16.79,0.3,3.96
2021-12-14,0.1899335803652537,1.42,27.52,0.32,-2.26
2021-12-15,0.105362985197695,0.72,23.8,0.0,0.45
2021-12-16,0.1897333761970441,0.39,24.92,0.06,6.11
2021-12-17,0.4441161999967936,0.66,28.12,0.27,8.21
2021-12-18,1.8424589863055916,2.26,26.88,3.35,5.1
2021-12-19,2.2541983013831657,3.26,17.48,0.0,2.95
2021-12-20,0.9011239888200528,10.23,26.99,0.57,1.49
2021-12-21,1.7011345826536537,0.61,35.54,0.0,1.06
2021-12-22,2.2954667473039225,6.13,33.7,0.11,-0.37
2021-12-23,1.0113050149894764,4.91,33.28,0.22,-0.54
2021-12-24,0.9613751227184242,4.5,51.39,0.29,-3.69
2021-12-25,0.2242233489397982,1.93,44.44,1.19,-3.08
2021-12-26,0.0822791437550442,1.43,44.29,0.71,-3.56
2021-12-27,0.5434103100129577,13.72,56.19,0.44,-3.69
2021-12-28,0.6406737920056327,4.74,46.52,0.44,-3.0
2021-12-29,1.4521707334617195,5.62,41.57,0.14,-0.95
2021-12-30,0.0218459858869961,2.75,39.71,0.33,0.0
2021-12-31,1.2089387815726966,5.81,57.31,1.33,0.0
2022-01-01,1.8342635816655195,27.97,46.06,0.11,1.2
2022-01-02,1.0148061216558757,5.4,42.67,0.26,1.23
2022-01-03,1.6029476595401986,2.06,39.69,0.0,2.0
2022-01-04,3.7143088749797535,2.75,19.83,0.14,1.62
2022-01-05,4.314994510427406e-06,8.69,18.71,0.05,-0.89
2022-01-06,0.0215773007634084,7.44,26.79,0.0,1.07
2022-01-07,2.8716213305902927,0.78,31.56,0.47,-2.23
2022-01-08,0.7130288836151006,0.31,24.79,0.1,-5.66
2022-01-09,1.1914870175876449,1.36,20.24,0.17,-6.0
2022-01-10,1.0215171739640796,6.34,28.17,0.0,-5.73
2022-01-11,0.911119768326033,1.1,33.14,0.25,-4.58
2022-01-12,1.5903243728102392,1.65,27.68,0.08,-3.25
2022-01-13,1.6114191941098592,0.71,37.17,3.89,-1.76
2022-01-14,1.1119384470509088,1.11,20.35,0.59,2.82
2022-01-15,0.4493857983926261,3.22,24.35,0.0,4.52
2022-01-16,0.65168352343201,0.78,9.98,0.16,3.92
2022-01-17,0.5593483005756851,4.71,18.63,0.0,3.74
2022-01-18,0.7407800891804668,0.82,34.09,0.06,3.96
2022-01-19,2.003992278336036,0.29,30.46,0.29,2.94
2022-01-20,0.3278019735139351,0.65,30.36,0.15,-1.2
2022-01-21,2.3882351980603187,1.14,24.27,0.43,-2.85
2022-01-22,2.051591973274978,0.94,28.66,0.11,-5.72
2022-01-23,0.826637512212899,1.02,13.71,0.34,-6.81
2022-01-24,0.7755715808772596,0.38,7.64,0.25,-8.44
2022-01-25,2.102657904610637,0.75,30.52,0.16,-11.91
2022-01-26,0.4194637022851828,0.52,19.33,0.13,-14.33
2022-01-27,2.909218864457904,0.22,17.26,0.16,-12.75
2022-01-28,1.6455120726444468,0.82,26.25,10.37,-10.96
2022-01-29,0.8060288206473877,0.45,16.77,0.58,-6.67
2022-01-30,0.6795450039391576,0.76,12.77,2.07,-5.94
2022-01-31,0.466186903468778,0.8,9.11,0.48,-4.42
2022-02-01,0.6782560973914376,1.57,30.49,0.38,-1.2
2022-02-02,0.8832864998508885,0.64,27.42,0.49,2.46
2022-02-03,2.113192370342764,1.18,33.83,0.47,2.77
2022-02-04,0.8440605952882387,0.47,24.18,0.08,-1.85
2022-02-05,1.1409524124780053,0.65,15.14,0.0,-2.29
2022-02-06,0.1336804655505439,0.62,24.95,0.42,-1.9
2022-02-07,1.1919027802386306,0.98,10.5,0.42,-2.43
2022-02-08,2.976167479709866,1.55,24.81,0.39,-2.67
2022-02-09,3.706318164500197,0.35,27.05,0.13,-0.08
2022-02-10,1.2267703262558929,0.49,14.63,0.1,1.25
2022-02-11,1.4008318248265723,0.53,33.91,0.04,6.46
2022-02-12,1.2992654338349108,0.44,30.22,0.06,0.53
2022-02-13,0.8567733553882049,1.62,15.74,0.23,0.94
2022-02-14,0.5133736477294342,0.63,13.61,0.0,-2.01
2022-02-15,1.7221090384227458,1.06,30.09,0.57,-1.74
2022-02-16,0.1586987042058839,0.67,34.37,0.22,4.11
2022-02-17,0.2977669693924392,0.77,23.58,0.12,-1.09
2022-02-18,1.866212483492205,1.73,33.75,0.14,-2.63
2022-02-19,1.218256652095539,0.39,46.77,0.05,2.81
2022-02-20,0.078224715356612,2.25,12.58,0.0,2.49
2022-02-21,0.7356494398357285,0.43,11.26,0.0,3.49
2022-02-22,1.2069072619621906,0.2,22.66,0.1,3.36
2022-02-23,0.0603561028281161,3.28,25.93,0.18,-0.59
2022-02-24,3.7918263238092704,0.59,17.49,0.0,0.01
2022-02-25,0.2920319138431287,1.29,34.12,0.43,2.63
2022-02-26,0.595074830994138,0.65,35.18,0.18,2.99
2022-02-27,1.6132408438084178,53.11,59.5,0.17,3.13
2022-02-28,0.2375157110392321,73.53,80.6,0.0,1.44
2022-03-01,1.272551637150564,5.01,26.54,0.53,-1.68
2022-03-02,2.9080518323519997,3.29,24.1,0.06,1.44
2022-03-03,2.771840395208736,0.94,25.85,0.07,2.21
2022-03-04,4.461298141618061e-06,0.95,31.11,0.07,-2.05
2022-03-05,0.6897899074519006,0.68,28.56,0.34,-5.62
2022-03-06,0.5712963151220559,2.61,18.82,0.17,-2.65
2022-03-07,1.861555056702395,0.3,10.27,0.0,1.75
2022-03-08,3.721460880334669,0.19,24.89,0.0,4.51
2022-03-09,1.550084857956242,2.84,34.3,0.5,1.66
2022-03-10,2.3045022900981955,0.6,15.63,0.09,2.85
2022-03-11,1.0041365192049627,0.65,17.84,0.88,3.23
2022-03-12,0.4185009548471795,0.86,29.83,0.58,4.71
2022-03-13,0.2011532824462266,0.71,14.18,0.0,3.86
2022-03-14,2.110870302463106,0.3,10.63,0.3,2.64
2022-03-15,3.403500171257818,0.2,29.59,0.25,3.47
2022-03-16,2.924320703322764,0.31,30.6,0.44,2.53
2022-03-17,0.5964688480054197,0.43,19.14,0.5,-1.12
2022-03-18,1.371136654591344,2.17,27.07,0.07,-0.8
2022-03-19,1.6319377849570358,0.99,32.22,0.39,-1.51
2022-03-20,0.8322494842874641,0.64,18.79,0.96,2.29
2022-03-21,0.0238935599870601,1.72,16.15,3.44,3.01
2022-03-22,0.3548462361671388,2.97,34.79,0.0,0.74
2022-03-23,0.111024769925696,0.69,28.32,0.07,1.01
2022-03-24,1.543132453777983,3.35,37.44,0.06,0.0
2022-03-25,4.507550046000308e-06,2.83,27.36,0.23,5.7
2022-03-26,0.7290187894430307,0.66,35.37,0.22,6.74
2022-03-27,1.4880411820084838,1.81,10.19,0.05,6.71
2022-03-28,1.1288066672869548,0.29,17.23,0.06,8.09
2022-03-29,0.5345741957576868,0.78,15.67,0.11,9.34
2022-03-30,2.8112924429807733,0.75,24.3,0.85,7.83
2022-03-31,2.0301868504109506,1.22,16.01,0.0,7.94
2022-04-01,0.8795131452827345,0.41,33.32,0.2,1.93
2022-04-02,0.3325546632705822,0.63,32.81,0.51,-1.79
2022-04-03,0.2000960296526731,0.82,23.65,6.53,-2.07
2022-04-04,0.4259623123870836,0.18,15.01,0.09,-4.02
2022-04-05,0.303096140243493,0.2,47.44,0.05,-7.16
2022-04-06,1.6125866985217694,0.21,15.71,0.08,-7.16
2022-04-07,0.6391206328323606,0.44,26.48,0.16,-11.69
2022-04-08,2.402911593880521,0.57,21.15,0.15,-2.5
2022-04-09,1.765903978991118,0.12,25.25,0.0,-2.4
2022-04-10,0.5326164652058902,0.96,15.31,0.0,-2.56
2022-04-11,0.1841864760341034,2.13,22.46,0.0,-2.6
2022-04-12,1.276070059021446,0.41,25.93,0.08,-3.11
2022-04-13,3.728765121513025,1.26,31.35,0.13,-3.01
2022-04-14,0.6463858457997627,4.29,35.82,0.05,2.0
2022-04-15,0.2699262897698012,0.74,24.01,0.08,3.62
2022-04-16,0.1255230680369861,0.83,27.82,0.28,3.41
2022-04-17,0.0552003252870385,0.0,23.3,0.0,2.51
2022-04-18,0.2731874451176945,0.36,15.0,0.0,2.34
2022-04-19,0.9204240532698996,0.08,24.65,0.0,-1.83
2022-04-20,1.020070048802279,1.26,30.78,0.09,-3.99
2022-04-21,3.865971315609941,2.2,29.18,0.06,-2.74
2022-04-22,0.3513398431844765,1.03,25.82,0.05,-7.45
2022-04-23,1.6832004007432797,0.44,28.21,0.13,-7.6
2022-04-24,1.138589137583749,0.65,21.68,1.62,-7.72
2022-04-25,0.0795521072287003,0.19,8.79,0.0,-8.24
2022-04-26,0.158388991139543,1.67,51.38,0.07,-8.75
2022-04-27,2.504537659039354,1.21,29.9,0.12,-6.58
2022-04-28,0.8862687257845324,0.38,21.05,0.21,-9.81
2022-04-29,2.2493280480075946,4.52,24.21,0.18,-8.72
2022-04-30,0.0688719916703113,0.28,32.83,0.16,-15.15
2022-05-01,1.57592923041472,1.14,22.24,0.0,-24.58
2022-05-02,1.166766198158579,1.06,6.9,0.53,-21.39
2022-05-03,0.7229557424974269,0.54,23.18,0.0,-11.51
2022-05-04,1.2991635718538836,0.14,29.67,0.14,-7.86
