Fecha,Vol. Futuros,TRM,Precio Interno,VIX,EMV-ID,EPU
2010-07-04,1.5722088415540094,1884.31,800000.0,29.99992351527992,1.08,136.67
2010-07-05,6.095702351042056e-06,1884.31,800000.0,30.635262340420166,0.0,255.93
2010-07-06,5.352552778782186,1884.31,786750.0,29.65,0.57,139.81
2010-07-07,3.258235394257868,1882.47,807250.0,26.84,0.0,101.05
2010-07-08,0.6244166401076495,1901.38,795000.0,25.71,0.0,159.82
2010-07-09,0.9661910911736892,1889.61,800000.0,24.98,0.43,200.06
2010-07-10,1.395355941763886,1877.66,800000.0,24.541350602829024,0.0,148.17
2010-07-11,0.1439140324223146,1877.66,800000.0,24.4072133125736,0.0,198.2
2010-07-12,1.2824640904496665,1877.66,798000.0,24.43,0.62,185.84
2010-07-13,1.2947159895093618,1877.2,815000.0,24.56,0.49,170.3
2010-07-14,0.3989571042830312,1871.19,817500.0,24.89,0.0,147.54
2010-07-15,1.3439481041270993,1873.87,825750.0,25.14,0.0,132.67
2010-07-16,6.06796098459396e-06,1871.96,826500.0,26.25,0.0,223.92
2010-07-17,0.8820864607607795,1878.77,826500.0,27.318502914149214,0.0,158.33
2010-07-18,0.1742082556709551,1878.77,826500.0,27.46444415546325,0.0,161.06
2010-07-19,2.7699229407304675,1878.77,810125.0,25.97,0.0,192.93
2010-07-20,3.4859865117493,1872.92,791250.0,23.93,0.5,158.0
2010-07-21,0.5418339949341078,1872.92,786625.0,25.64,0.0,177.21
2010-07-22,2.758795651882896,1867.07,800000.0,24.63,0.0,356.29
2010-07-23,2.62450217734822,1864.04,817125.0,23.47,0.84,238.51
2010-07-24,0.1209825727664281,1867.47,817125.0,22.885294191124462,0.0,116.77
2010-07-25,0.5556608712879084,1867.47,817125.0,22.668986567520296,0.0,245.31
2010-07-26,0.1934236579830968,1867.47,810375.0,22.73,0.0,136.59
2010-07-27,1.1234367435798012,1859.5,805000.0,23.19,0.49,201.62
2010-07-28,2.2045283540013765,1852.83,815000.0,24.25,1.87,155.18
2010-07-29,3.319441202597845,1846.23,835000.0,24.13,0.0,119.59
2010-07-30,1.860651932247132,1841.35,845000.0,23.5,0.0,167.86
2010-07-31,0.1558466979104736,1842.79,845000.0,22.644085381339682,0.63,202.13
2010-08-01,0.7075643900892216,1842.79,845000.0,21.971475020478746,0.0,200.32
2010-08-02,1.6272676010622644,1842.79,827500.0,22.01,0.0,168.93
2010-08-03,3.450143171766574,1832.45,812500.0,22.63,0.49,128.04
2010-08-04,1.843096168505672,1834.58,817250.0,22.21,0.39,145.53
2010-08-05,0.0588928167787413,1824.52,814375.0,22.1,0.0,91.49
2010-08-06,1.4529536551217854,1818.5,810000.0,21.74,0.0,156.3
2010-08-07,0.456876751283451,1815.46,810000.0,21.838430965526772,0.0,132.03
2010-08-08,0.6955403490565457,1815.46,810000.0,22.176027351966862,0.0,155.81
2010-08-09,1.0669929324696776,1815.46,815625.0,22.14,0.0,149.17
2010-08-10,0.0294767872436555,1808.93,815625.0,22.37,0.0,143.49
2010-08-11,0.5584143827339434,1810.12,818000.0,25.39,0.39,125.01
2010-08-12,2.8602267556862597,1807.55,845000.0,25.73,0.33,154.61
2010-08-13,0.0284859708520788,1812.2,849000.0,26.24,0.0,141.21
2010-08-14,0.4263558557439037,1835.32,849000.0,26.928914854832374,0.0,328.09
2010-08-15,0.8527957343896603,1835.32,849000.0,27.05903975938006,0.0,192.53
2010-08-16,1.3804980473004365,1835.32,860000.0,26.1,1.37,177.94
2010-08-17,1.8069379259461849,1835.32,841500.0,24.33,0.0,126.51
2010-08-18,0.1996293262424635,1810.75,841000.0,24.59,0.82,111.88
2010-08-19,1.2200463436666489,1808.14,850000.0,26.44,0.0,91.51
2010-08-20,2.3687884780182618,1819.13,870500.0,25.49,0.0,162.27
2010-08-21,1.9411190818768027,1820.93,870500.0,24.360657023749457,0.0,169.7
2010-08-22,0.6308629435063727,1820.93,870500.0,24.307243718699972,0.49,147.37
2010-08-23,2.5995264409270944,1820.93,860000.0,25.66,0.0,146.06
2010-08-24,8.416044850752247,1806.93,815000.0,27.46,0.53,112.75
2010-08-25,1.6619207101337838,1818.86,800625.0,26.7,0.0,202.98
2010-08-26,3.5028278046079877,1820.29,817500.0,27.37,0.0,153.88
2010-08-27,4.092790241578789,1811.46,835000.0,24.45,0.41,174.13
2010-08-28,1.3946906065266618,1817.68,835000.0,23.987115519566924,0.0,201.08
2010-08-29,0.079840636695355,1817.68,835000.0,25.841692690823898,0.96,164.77
2010-08-30,0.0723770318041224,1817.68,848750.0,27.21,0.0,235.2
2010-08-31,1.5434570468548727,1823.74,840000.0,26.05,0.0,214.97
2010-09-01,2.071162756939248,1826.31,843500.0,23.89,0.79,296.8
2010-09-02,1.4847674467094316,1815.09,843750.0,23.19,0.32,113.68
2010-09-03,1.004760659213519,1810.65,840125.0,21.31,0.0,159.55
2010-09-04,0.6289608364025951,1807.73,840125.0,20.8310677795264,0.0,126.39
2010-09-05,0.0094248647532941,1807.73,840125.0,21.812650868688067,0.0,298.85
2010-09-06,5.370569133741764e-06,1807.73,840125.0,23.165408523505704,0.91,364.92
2010-09-07,2.3880147763406625,1807.73,854125.0,23.8,0.0,315.25
2010-09-08,1.2506676828095382,1808.65,846750.0,23.25,0.39,233.09
2010-09-09,2.0667838355430392,1803.0,845000.0,22.81,0.0,208.02
2010-09-10,0.476948439903528,1802.54,840125.0,21.99,0.39,165.88
2010-09-11,0.9814167285830904,1801.04,840125.0,21.389026445200223,0.0,243.26
2010-09-12,0.13507472880226,1801.04,840125.0,21.158694916328002,0.48,229.65
2010-09-13,1.2455441267345797,1801.04,838500.0,21.21,0.0,260.5
2010-09-14,3.25317250024846,1793.28,843875.0,21.56,0.0,317.76
2010-09-15,0.5435499340783502,1788.05,840000.0,22.1,0.0,200.01
2010-09-16,1.2010588243660238,1806.78,803875.0,21.72,0.0,139.28
2010-09-17,1.32207108085284,1811.55,783000.0,22.01,0.39,163.29
2010-09-18,2.0899771411666714,1806.76,783000.0,21.8027380817992,0.0,141.32
2010-09-19,1.8268515749980705,1806.76,783000.0,21.34094236247238,0.0,198.57
2010-09-20,0.0467737134863658,1806.76,756500.0,21.5,0.0,235.79
2010-09-21,1.2931807673353148,1798.73,758125.0,22.35,0.95,182.97
2010-09-22,1.6260520871780406,1805.31,753875.0,22.51,0.0,278.65
2010-09-23,0.9402724142171278,1803.71,756750.0,23.87,0.0,131.98
2010-09-24,0.5797117684325958,1810.72,741250.0,21.71,0.78,118.9
2010-09-25,1.262616714308326,1809.46,741250.0,20.841568305457425,0.0,248.99
2010-09-26,0.1682076949523704,1809.46,741250.0,21.658315830227323,0.0,242.66
